,State,382,388,395,402,409
0,Washington,320146,6919,5985,5066,4600
1,Illinois,1146346,18070,13384,9712,7418
2,California,3417982,83783,94652,89007,87925
3,Arizona,780637,27626,28296,26754,26801
4,Massachusetts,543934,18549,13615,12427,10862
5,Wisconsin,600782,8823,6936,6106,5638
6,Texas,2494861,99929,112650,117582,125231
7,Nebraska,193722,2827,2553,2258,2135
8,Utah,354608,7804,6393,5472,4923
9,Oregon,147122,4318,3650,3189,2771
10,Florida,1777983,50390,43254,38272,34922
11,New York,1480224,62894,51663,46728,44466
12,Rhode Island,117891,2561,3688,4228,4536
13,Georgia,940991,27256,21604,18513,17232
14,New Hampshire,68379,3294,2827,2303,2004
15,North Carolina,796195,32304,30307,24314,22156
16,New Jersey,722167,26949,26878,25962,24124
17,Colorado,405330,9693,7588,6743,6268
18,Maryland,363650,8778,7342,6421,5689
19,Nevada,284042,6198,5185,4600,4236
20,Tennessee,744600,17094,12874,10715,9374
21,Hawaii,26684,742,650,553,460
22,Indiana,639711,15376,12781,11594,10884
23,Kentucky,377790,12763,10647,9170,8657
24,Minnesota,468118,5817,3941,3116,2595
25,Oklahoma,403954,13083,10056,8038,7033
26,Pennsylvania,873146,27404,29618,27647,25829
27,South Carolina,466373,21958,20102,20182,20938
28,District of Columbia,38035,1103,634,398,257
29,Kansas,283926,4828,5818,5428,5326
30,Missouri,481929,7515,6864,6172,5698
31,Vermont,12900,942,724,592,548
32,Virginia,529125,28869,27310,22980,21813
33,Connecticut,259372,7015,11883,14170,15207
34,Iowa,324590,5845,6861,6991,6859
35,Louisiana,411812,9227,13970,16470,18606
36,Ohio,920217,22725,19853,17055,14496
37,Michigan,620685,9639,8218,7429,6583
38,South Dakota,109229,1262,1135,1094,1024
39,Arkansas,306736,10271,9018,7559,6919
40,Delaware,80594,1867,1800,1716,1547
41,Mississippi,281678,6287,4699,3798,3249
42,New Mexico,177556,3701,3237,2981,2717
43,North Dakota,98155,419,534,542,525
44,Wyoming,52627,774,935,963,951
45,Alaska,55259,735,910,922,928
46,Maine,41219,1811,1683,1390,1128
47,Alabama,472423,12563,10639,10129,10124
48,Idaho,165209,2098,1996,1912,1841
49,Montana,95790,2308,2319,2289,2137
50,Puerto Rico,95839,NaN,NaN,NaN,NaN
51,Virgin Islands,2466,NaN,NaN,NaN,NaN
52,Guam,7636,NaN,NaN,NaN,NaN
53,West Virginia,124708,3351,2971,2548,2339
54,Northern Mariana Islands,133,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
