,Region,558,563,570,577,584
0,Belgium,,21,21,21,21
1,Bulgaria,,20,20,20,20
2,Czechia,,16,16,16,16
3,Denmark,,7,7,7,7
4,Germany,,135,135,135,135
5,Estonia,,1,1,1,1
6,Ireland,,9,9,9,9
7,Greece,,74,74,74,74
8,Spain,,265,265,265,265
9,France,,223,223,223,223
10,Croatia,,14,14,14,14
11,Italy,,121,121,121,121
12,Cyprus,,20,20,20,20
13,Latvia,,6,6,6,6
14,Lithuania,,5,5,5,5
15,Luxembourg,,1,1,1,1
16,Hungary,,6,6,6,6
17,Malta,,2,2,2,2
18,Netherlands,,31,31,31,31
19,Austria,,6,6,6,6
20,Poland,,20,20,20,20
21,Portugal,,60,60,60,60
22,Romania,,14,14,14,14
23,Slovenia,,2,2,2,2
24,Slovakia,,6,6,6,6
25,Finland,,4,4,4,4
26,Sweden,,4,4,4,4
27,United Kingdom,,524,524,524,524
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,0,0,0,0
31,Switzerland,,9,9,9,9
