,Region,740,745,752,759,766
0,Belgium,,177,177,177,177
1,Bulgaria,,485,485,485,485
2,Czechia,,147,147,147,147
3,Denmark,,121,121,121,121
4,Germany,,1008,1008,1008,1008
5,Estonia,,22,22,22,22
6,Ireland,,49,49,49,49
7,Greece,,726,726,726,726
8,Spain,,1225,1225,1225,1225
9,France,,1878,1878,1878,1878
10,Croatia,,360,360,360,360
11,Italy,,2618,2618,2618,2618
12,Cyprus,,21,21,21,21
13,Latvia,,69,69,69,69
14,Lithuania,,97,97,97,97
15,Luxembourg,,5,5,5,5
16,Hungary,,407,407,407,407
17,Malta,,20,20,20,20
18,Netherlands,,60,60,60,60
19,Austria,,92,92,92,92
20,Poland,,1319,1319,1319,1319
21,Portugal,,288,288,288,288
22,Romania,,407,407,407,407
23,Slovenia,,95,95,95,95
24,Slovakia,,184,184,184,184
25,Finland,,48,48,48,48
26,Sweden,,181,181,181,181
27,United Kingdom,,1826,1826,1826,1826
28,Iceland,,2,2,2,2
29,Liechtenstein,,0,0,0,0
30,Norway,,25,25,25,25
31,Switzerland,,98,98,98,98
