,Region,656,661,668,675,682
0,Belgium,,137,137,137,137
1,Bulgaria,,1087,1087,1087,1087
2,Czechia,,249,249,249,249
3,Denmark,,22,22,22,22
4,Germany,,795,795,795,795
5,Estonia,,82,82,82,82
6,Ireland,,56,56,56,56
7,Greece,,349,349,349,349
8,Spain,,136,136,136,136
9,France,,224,224,224,224
10,Croatia,,252,252,252,252
11,Italy,,291,291,291,291
12,Cyprus,,2,2,2,2
13,Latvia,,235,235,235,235
14,Lithuania,,251,251,251,251
15,Luxembourg,,6,6,6,6
16,Hungary,,455,455,455,455
17,Malta,,1,1,1,1
18,Netherlands,,156,156,156,156
19,Austria,,137,137,137,137
20,Poland,,743,743,743,743
21,Portugal,,42,42,42,42
22,Romania,,3158,3158,3158,3158
23,Slovenia,,81,81,81,81
24,Slovakia,,187,187,187,187
25,Finland,,30,30,30,30
26,Sweden,,32,32,32,32
27,United Kingdom,,1185,1185,1185,1185
28,Iceland,,1,1,1,1
29,Liechtenstein,,0,0,0,0
30,Norway,,22,22,22,22
31,Switzerland,,41,41,41,41
