,Region,796,801,808,815,822
0,Belgium,,157,157,157,157
1,Bulgaria,,157,157,157,157
2,Czechia,,175,175,175,175
3,Denmark,,208,208,208,208
4,Germany,,679,679,679,679
5,Estonia,,51,51,51,51
6,Ireland,,72,72,72,72
7,Greece,,323,323,323,323
8,Spain,,689,689,689,689
9,France,,709,709,709,709
10,Croatia,,84,84,84,84
11,Italy,,1008,1008,1008,1008
12,Cyprus,,16,16,16,16
13,Latvia,,65,65,65,65
14,Lithuania,,101,101,101,101
15,Luxembourg,,15,15,15,15
16,Hungary,,297,297,297,297
17,Malta,,9,9,9,9
18,Netherlands,,106,106,106,106
19,Austria,,278,278,278,278
20,Poland,,615,615,615,615
21,Portugal,,137,137,137,137
22,Romania,,226,226,226,226
23,Slovenia,,36,36,36,36
24,Slovakia,,158,158,158,158
25,Finland,,202,202,202,202
26,Sweden,,136,136,136,136
27,United Kingdom,,943,943,943,943
28,Iceland,,6,6,6,6
29,Liechtenstein,,2,2,2,2
30,Norway,,170,170,170,170
31,Switzerland,,179,179,179,179
