,Region,635,640,647,654,661
0,Belgium,,72,72,72,72
1,Bulgaria,,615,615,615,615
2,Czechia,,40,40,40,40
3,Denmark,,11,11,11,11
4,Germany,,416,416,416,416
5,Estonia,,28,28,28,28
6,Ireland,,26,26,26,26
7,Greece,,243,243,243,243
8,Spain,,196,196,196,196
9,France,,171,171,171,171
10,Croatia,,114,114,114,114
11,Italy,,243,243,243,243
12,Cyprus,,4,4,4,4
13,Latvia,,87,87,87,87
14,Lithuania,,197,197,197,197
15,Luxembourg,,3,3,3,3
16,Hungary,,76,76,76,76
17,Malta,,0,0,0,0
18,Netherlands,,38,38,38,38
19,Austria,,71,71,71,71
20,Poland,,247,247,247,247
21,Portugal,,54,54,54,54
22,Romania,,2273,2273,2273,2273
23,Slovenia,,28,28,28,28
24,Slovakia,,87,87,87,87
25,Finland,,20,20,20,20
26,Sweden,,51,51,51,51
27,United Kingdom,,830,830,830,830
28,Iceland,,0,0,0,0
29,Liechtenstein,,2,2,2,2
30,Norway,,13,13,13,13
31,Switzerland,,37,37,37,37
