,Region,551,556,563,570,577
0,Belgium,,11,11,11,11
1,Bulgaria,,24,24,24,24
2,Czechia,,21,21,21,21
3,Denmark,,0,0,0,0
4,Germany,,162,162,162,162
5,Estonia,,0,0,0,0
6,Ireland,,8,8,8,8
7,Greece,,50,50,50,50
8,Spain,,125,125,125,125
9,France,,117,117,117,117
10,Croatia,,9,9,9,9
11,Italy,,78,78,78,78
12,Cyprus,,15,15,15,15
13,Latvia,,7,7,7,7
14,Lithuania,,6,6,6,6
15,Luxembourg,,1,1,1,1
16,Hungary,,5,5,5,5
17,Malta,,1,1,1,1
18,Netherlands,,21,21,21,21
19,Austria,,3,3,3,3
20,Poland,,29,29,29,29
21,Portugal,,85,85,85,85
22,Romania,,15,15,15,15
23,Slovenia,,2,2,2,2
24,Slovakia,,10,10,10,10
25,Finland,,1,1,1,1
26,Sweden,,5,5,5,5
27,United Kingdom,,447,447,447,447
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,3,3,3,3
31,Switzerland,,0,0,0,0
