,Region,600,605,612,619,626
0,Belgium,,57,57,57,57
1,Bulgaria,,386,386,386,386
2,Czechia,,7,7,7,7
3,Denmark,,21,21,21,21
4,Germany,,260,260,260,260
5,Estonia,,13,13,13,13
6,Ireland,,43,43,43,43
7,Greece,,298,298,298,298
8,Spain,,495,495,495,495
9,France,,490,490,490,490
10,Croatia,,65,65,65,65
11,Italy,,419,419,419,419
12,Cyprus,,15,15,15,15
13,Latvia,,23,23,23,23
14,Lithuania,,71,71,71,71
15,Luxembourg,,4,4,4,4
16,Hungary,,25,25,25,25
17,Malta,,5,5,5,5
18,Netherlands,,33,33,33,33
19,Austria,,47,47,47,47
20,Poland,,46,46,46,46
21,Portugal,,68,68,68,68
22,Romania,,283,283,283,283
23,Slovenia,,14,14,14,14
24,Slovakia,,9,9,9,9
25,Finland,,12,12,12,12
26,Sweden,,11,11,11,11
27,United Kingdom,,983,983,983,983
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,1
30,Norway,,5,5,5,5
31,Switzerland,,31,31,31,31
