,Region,824,829,836,843,850
0,Belgium,,154,154,154,154
1,Bulgaria,,67,67,67,67
2,Czechia,,101,101,101,101
3,Denmark,,87,87,87,87
4,Germany,,1237,1237,1237,1237
5,Estonia,,20,20,20,20
6,Ireland,,64,64,64,64
7,Greece,,330,330,330,330
8,Spain,,617,617,617,617
9,France,,886,886,886,886
10,Croatia,,53,53,53,53
11,Italy,,1007,1007,1007,1007
12,Cyprus,,18,18,18,18
13,Latvia,,29,29,29,29
14,Lithuania,,42,42,42,42
15,Luxembourg,,4,4,4,4
16,Hungary,,183,183,183,183
17,Malta,,14,14,14,14
18,Netherlands,,50,50,50,50
19,Austria,,1628,1628,1628,1628
20,Poland,,110,110,110,110
21,Portugal,,169,169,169,169
22,Romania,,90,90,90,90
23,Slovenia,,20,20,20,20
24,Slovakia,,108,108,108,108
25,Finland,,121,121,121,121
26,Sweden,,84,84,84,84
27,United Kingdom,,1956,1956,1956,1956
28,Iceland,,4,4,4,4
29,Liechtenstein,,0,0,0,0
30,Norway,,88,88,88,88
31,Switzerland,,29,29,29,29
