,Region,754,759,766,773,780
0,Belgium,,397,397,397,397
1,Bulgaria,,631,631,631,631
2,Czechia,,355,355,355,355
3,Denmark,,175,175,175,175
4,Germany,,1217,1217,1217,1217
5,Estonia,,50,50,50,50
6,Ireland,,63,63,63,63
7,Greece,,680,680,680,680
8,Spain,,1955,1955,1955,1955
9,France,,2252,2252,2252,2252
10,Croatia,,346,346,346,346
11,Italy,,2282,2282,2282,2282
12,Cyprus,,44,44,44,44
13,Latvia,,75,75,75,75
14,Lithuania,,121,121,121,121
15,Luxembourg,,11,11,11,11
16,Hungary,,619,619,619,619
17,Malta,,20,20,20,20
18,Netherlands,,66,66,66,66
19,Austria,,146,146,146,146
20,Poland,,1511,1511,1511,1511
21,Portugal,,321,321,321,321
22,Romania,,960,960,960,960
23,Slovenia,,115,115,115,115
24,Slovakia,,143,143,143,143
25,Finland,,112,112,112,112
26,Sweden,,321,321,321,321
27,United Kingdom,,1275,1275,1275,1275
28,Iceland,,5,5,5,5
29,Liechtenstein,,0,0,0,0
30,Norway,,46,46,46,46
31,Switzerland,,151,151,151,151
