,Region,537,542,549,556,563
0,Belgium,,13,13,13,13
1,Bulgaria,,56,56,56,56
2,Czechia,,21,21,21,21
3,Denmark,,2,2,2,2
4,Germany,,199,199,199,199
5,Estonia,,1,1,1,1
6,Ireland,,6,6,6,6
7,Greece,,53,53,53,53
8,Spain,,92,92,92,92
9,France,,149,149,149,149
10,Croatia,,12,12,12,12
11,Italy,,131,131,131,131
12,Cyprus,,6,6,6,6
13,Latvia,,10,10,10,10
14,Lithuania,,9,9,9,9
15,Luxembourg,,1,1,1,1
16,Hungary,,12,12,12,12
17,Malta,,0,0,0,0
18,Netherlands,,9,9,9,9
19,Austria,,14,14,14,14
20,Poland,,76,76,76,76
21,Portugal,,36,36,36,36
22,Romania,,291,291,291,291
23,Slovenia,,4,4,4,4
24,Slovakia,,6,6,6,6
25,Finland,,3,3,3,3
26,Sweden,,12,12,12,12
27,United Kingdom,,192,192,192,192
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,4,4,4,4
