,Region,572,577,584,591,598
0,Belgium,,19,19,19,19
1,Bulgaria,,87,87,87,87
2,Czechia,,10,10,10,10
3,Denmark,,7,7,7,7
4,Germany,,85,85,85,85
5,Estonia,,2,2,2,2
6,Ireland,,15,15,15,15
7,Greece,,143,143,143,143
8,Spain,,464,464,464,464
9,France,,242,242,242,242
10,Croatia,,11,11,11,11
11,Italy,,204,204,204,204
12,Cyprus,,18,18,18,18
13,Latvia,,2,2,2,2
14,Lithuania,,22,22,22,22
15,Luxembourg,,4,4,4,4
16,Hungary,,5,5,5,5
17,Malta,,6,6,6,6
18,Netherlands,,39,39,39,39
19,Austria,,4,4,4,4
20,Poland,,14,14,14,14
21,Portugal,,92,92,92,92
22,Romania,,29,29,29,29
23,Slovenia,,2,2,2,2
24,Slovakia,,3,3,3,3
25,Finland,,16,16,16,16
26,Sweden,,1,1,1,1
27,United Kingdom,,613,613,613,613
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,4,4,4
31,Switzerland,,8,8,8,8
