,Region,579,584,591,598,605
0,Belgium,,33,33,33,33
1,Bulgaria,,128,128,128,128
2,Czechia,,11,11,11,11
3,Denmark,,5,5,5,5
4,Germany,,109,109,109,109
5,Estonia,,2,2,2,2
6,Ireland,,15,15,15,15
7,Greece,,144,144,144,144
8,Spain,,666,666,666,666
9,France,,408,408,408,408
10,Croatia,,16,16,16,16
11,Italy,,315,315,315,315
12,Cyprus,,21,21,21,21
13,Latvia,,7,7,7,7
14,Lithuania,,35,35,35,35
15,Luxembourg,,2,2,2,2
16,Hungary,,8,8,8,8
17,Malta,,6,6,6,6
18,Netherlands,,41,41,41,41
19,Austria,,7,7,7,7
20,Poland,,17,17,17,17
21,Portugal,,81,81,81,81
22,Romania,,61,61,61,61
23,Slovenia,,5,5,5,5
24,Slovakia,,3,3,3,3
25,Finland,,11,11,11,11
26,Sweden,,10,10,10,10
27,United Kingdom,,697,697,697,697
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,3,3,3,3
31,Switzerland,,18,18,18,18
