,Region,831,836,843,850,857
0,Belgium,,120,120,120,120
1,Bulgaria,,64,64,64,64
2,Czechia,,74,74,74,74
3,Denmark,,86,86,86,86
4,Germany,,1282,1282,1282,1282
5,Estonia,,8,8,8,8
6,Ireland,,91,91,91,91
7,Greece,,286,286,286,286
8,Spain,,319,319,319,319
9,France,,901,901,901,901
10,Croatia,,50,50,50,50
11,Italy,,898,898,898,898
12,Cyprus,,9,9,9,9
13,Latvia,,17,17,17,17
14,Lithuania,,41,41,41,41
15,Luxembourg,,6,6,6,6
16,Hungary,,153,153,153,153
17,Malta,,11,11,11,11
18,Netherlands,,37,37,37,37
19,Austria,,121,121,121,121
20,Poland,,111,111,111,111
21,Portugal,,118,118,118,118
22,Romania,,65,65,65,65
23,Slovenia,,16,16,16,16
24,Slovakia,,50,50,50,50
25,Finland,,301,301,301,301
26,Sweden,,83,83,83,83
27,United Kingdom,,1560,1560,1560,1560
28,Iceland,,5,5,5,5
29,Liechtenstein,,0,0,0,0
30,Norway,,61,61,61,61
31,Switzerland,,36,36,36,36
