,Region,565,570,577,584,591
0,Belgium,,27,27,27,27
1,Bulgaria,,39,39,39,39
2,Czechia,,0,0,0,0
3,Denmark,,3,3,3,3
4,Germany,,123,123,123,123
5,Estonia,,5,5,5,5
6,Ireland,,9,9,9,9
7,Greece,,91,91,91,91
8,Spain,,520,520,520,520
9,France,,240,240,240,240
10,Croatia,,12,12,12,12
11,Italy,,146,146,146,146
12,Cyprus,,19,19,19,19
13,Latvia,,3,3,3,3
14,Lithuania,,9,9,9,9
15,Luxembourg,,2,2,2,2
16,Hungary,,7,7,7,7
17,Malta,,1,1,1,1
18,Netherlands,,40,40,40,40
19,Austria,,13,13,13,13
20,Poland,,24,24,24,24
21,Portugal,,96,96,96,96
22,Romania,,32,32,32,32
23,Slovenia,,2,2,2,2
24,Slovakia,,1,1,1,1
25,Finland,,2,2,2,2
26,Sweden,,2,2,2,2
27,United Kingdom,,627,627,627,627
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,5,5,5,5
31,Switzerland,,11,11,11,11
