,Region,628,633,640,647,654
0,Belgium,,63,63,63,63
1,Bulgaria,,621,621,621,621
2,Czechia,,22,22,22,22
3,Denmark,,6,6,6,6
4,Germany,,415,415,415,415
5,Estonia,,34,34,34,34
6,Ireland,,31,31,31,31
7,Greece,,216,216,216,216
8,Spain,,315,315,315,315
9,France,,197,197,197,197
10,Croatia,,99,99,99,99
11,Italy,,276,276,276,276
12,Cyprus,,6,6,6,6
13,Latvia,,63,63,63,63
14,Lithuania,,168,168,168,168
15,Luxembourg,,1,1,1,1
16,Hungary,,76,76,76,76
17,Malta,,0,0,0,0
18,Netherlands,,23,23,23,23
19,Austria,,69,69,69,69
20,Poland,,175,175,175,175
21,Portugal,,48,48,48,48
22,Romania,,1815,1815,1815,1815
23,Slovenia,,38,38,38,38
24,Slovakia,,80,80,80,80
25,Finland,,18,18,18,18
26,Sweden,,37,37,37,37
27,United Kingdom,,787,787,787,787
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,10,10,10,10
31,Switzerland,,27,27,27,27
