,Region,670,675,682,689,696
0,Belgium,,247,247,247,247
1,Bulgaria,,989,989,989,989
2,Czechia,,574,574,574,574
3,Denmark,,47,47,47,47
4,Germany,,1390,1390,1390,1390
5,Estonia,,60,60,60,60
6,Ireland,,43,43,43,43
7,Greece,,551,551,551,551
8,Spain,,137,137,137,137
9,France,,310,310,310,310
10,Croatia,,403,403,403,403
11,Italy,,392,392,392,392
12,Cyprus,,3,3,3,3
13,Latvia,,206,206,206,206
14,Lithuania,,201,201,201,201
15,Luxembourg,,7,7,7,7
16,Hungary,,913,913,913,913
17,Malta,,1,1,1,1
18,Netherlands,,227,227,227,227
19,Austria,,304,304,304,304
20,Poland,,1960,1960,1960,1960
21,Portugal,,68,68,68,68
22,Romania,,2002,2002,2002,2002
23,Slovenia,,124,124,124,124
24,Slovakia,,333,333,333,333
25,Finland,,33,33,33,33
26,Sweden,,28,28,28,28
27,United Kingdom,,1031,1031,1031,1031
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,49,49,49,49
31,Switzerland,,57,57,57,57
