,State,326,332,339,346,353
0,Washington,202063,23356,22810,18121,13210
1,Illinois,848904,53901,52358,43618,48417
2,California,1585378,229849,224284,197044,169411
3,Arizona,408442,46817,44503,38863,36972
4,Massachusetts,290578,33569,31651,27323,28038
5,Wisconsin,468956,25982,26899,24142,30320
6,Texas,1481899,83665,76482,59675,67100
7,Nebraska,148861,7877,6726,5293,8266
8,Utah,233904,17458,15917,12798,15424
9,Oregon,93853,8540,7314,4916,4898
10,Florida,1125931,68871,68790,59980,62281
11,New York,774767,74221,72618,66417,68594
12,Rhode Island,70818,8333,7791,6721,7165
13,Georgia,542838,41402,40844,35986,33344
14,New Hampshire,30956,6392,6230,5384,4749
15,North Carolina,436595,42376,42451,37834,33649
16,New Jersey,400650,34852,32967,28098,27245
17,Colorado,288193,22621,19054,12932,14438
18,Maryland,234647,20292,20022,17407,15493
19,Nevada,186833,18656,17457,14806,13798
20,Tennessee,454305,45142,44420,38897,35399
21,Hawaii,19588,661,629,252,103
22,Indiana,425434,38853,34804,26886,26804
23,Kentucky,223103,20094,18020,14272,15506
24,Minnesota,378823,25243,21344,16069,25122
25,Oklahoma,237668,18662,17609,14869,15648
26,Pennsylvania,495099,69142,63611,53801,49803
27,South Carolina,252206,20847,21239,19259,17399
28,District of Columbia,24874,1560,1444,1158,1277
29,Kansas,188460,16107,15326,13090,14084
30,Missouri,353178,24170,23401,19953,21520
31,Vermont,5753,689,515,301,591
32,Virginia,281909,29086,29688,26268,20839
33,Connecticut,146761,18626,17720,14916,12867
34,Iowa,256249,10392,10295,9153,13163
35,Louisiana,268613,17853,17535,15907,18100
36,Ohio,562727,81580,77587,64837,53246
37,Michigan,465159,32334,28148,20154,23576
38,South Dakota,91038,4937,4891,4505,5864
39,Arkansas,185702,13872,13085,10868,11891
40,Delaware,45460,6092,5919,5227,4897
41,Mississippi,179447,14343,13621,11680,12727
42,New Mexico,119800,10158,8402,5747,6061
43,North Dakota,87871,5297,5584,5367,6114
44,Wyoming,39360,2560,2179,1630,2423
45,Alaska,41143,3785,3620,3158,4011
46,Maine,15923,2816,2735,2425,2538
47,Alabama,295631,25826,24548,21614,22606
48,Idaho,121179,10255,10076,8526,8547
49,Montana,73303,5298,4998,4248,5200
50,Puerto Rico,62431,NaN,NaN,NaN,NaN
51,Virgin Islands,1791,NaN,NaN,NaN,NaN
52,Guam,7079,NaN,NaN,NaN,NaN
53,West Virginia,63217,8259,7394,6082,6238
54,Northern Mariana Islands,113,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
