,State,796,801,808,815,822
0,Washington,NaN,100,80,69,65
1,Illinois,NaN,109,87,85,63
2,California,NaN,499,396,277,227
3,Arizona,NaN,260,206,169,147
4,Massachusetts,NaN,42,34,27,24
5,Wisconsin,NaN,194,166,127,121
6,Texas,NaN,316,296,289,260
7,Nebraska,NaN,13,11,7,6
8,Utah,NaN,62,63,36,35
9,Oregon,NaN,62,46,50,45
10,Florida,NaN,372,331,304,277
11,New York,NaN,115,106,105,96
12,Rhode Island,NaN,8,7,5,5
13,Georgia,NaN,219,182,142,130
14,New Hampshire,NaN,13,11,9,6
15,North Carolina,NaN,115,109,102,86
16,New Jersey,NaN,48,43,45,45
17,Colorado,NaN,44,37,26,22
18,Maryland,NaN,31,25,22,18
19,Nevada,NaN,49,60,53,51
20,Tennessee,NaN,101,58,67,51
21,Hawaii,NaN,8,7,6,5
22,Indiana,NaN,63,57,53,48
23,Kentucky,NaN,216,174,119,116
24,Minnesota,NaN,55,44,37,33
25,Oklahoma,NaN,99,70,51,41
26,Pennsylvania,NaN,153,143,127,116
27,South Carolina,NaN,64,69,61,57
28,District of Columbia,NaN,1,1,1,1
29,Kansas,NaN,72,51,39,39
30,Missouri,NaN,131,106,93,74
31,Vermont,NaN,5,4,4,3
32,Virginia,NaN,132,109,110,99
33,Connecticut,NaN,47,35,29,28
34,Iowa,NaN,49,43,34,29
35,Louisiana,NaN,71,57,47,40
36,Ohio,NaN,137,101,63,79
37,Michigan,NaN,149,132,122,109
38,South Dakota,NaN,9,7,6,5
39,Arkansas,NaN,112,93,72,59
40,Delaware,NaN,15,13,11,8
41,Mississippi,NaN,38,29,28,26
42,New Mexico,NaN,57,40,33,35
43,North Dakota,NaN,5,4,3,3
44,Wyoming,NaN,14,12,10,7
45,Alaska,NaN,9,13,7,7
46,Maine,NaN,20,14,12,12
47,Alabama,NaN,152,131,113,94
48,Idaho,NaN,23,24,20,17
49,Montana,NaN,10,9,8,5
50,Puerto Rico,NaN,7,6,7,8
51,Virgin Islands,NaN,0,0,0,0
52,Guam,NaN,2,1,1,1
53,West Virginia,NaN,52,37,31,27
54,Northern Mariana Islands,NaN,2,2,2,2
55,American Samoa,NaN,1,1,1,1
