,State,361,367,374,381,388
0,Washington,289939,16971,17130,17251,17309
1,Illinois,1068829,41483,37846,34253,30767
2,California,2991731,287729,283716,273765,258743
3,Arizona,673882,63789,64160,63390,61572
4,Massachusetts,470140,42366,41893,40739,38950
5,Wisconsin,568166,18784,16601,14572,12701
6,Texas,2127111,155326,151298,144986,136889
7,Nebraska,181978,5632,5215,4822,4439
8,Utah,323837,18806,17131,15394,13645
9,Oregon,133205,8531,8686,8798,8878
10,Florida,1571279,101704,99124,95827,91805
11,New York,1242561,113818,112740,109779,105150
12,Rhode Island,104443,5854,5221,4598,3999
13,Georgia,815995,66528,66731,65953,64236
14,New Hampshire,56864,5160,5185,5158,5077
15,North Carolina,674637,59105,59697,59278,57892
16,New Jersey,627221,43109,42641,41796,40607
17,Colorado,374981,15573,14485,13408,12334
18,Maryland,326445,21572,21464,21125,20582
19,Nevada,261573,14488,13459,12353,11208
20,Tennessee,685321,36457,34505,32414,30191
21,Hawaii,24595,1225,1231,1236,1239
22,Indiana,590211,30346,27844,25258,22667
23,Kentucky,326674,25905,25536,24876,23935
24,Minnesota,446380,11324,10286,9311,8391
25,Oklahoma,354979,27307,27041,26379,25399
26,Pennsylvania,770985,52148,50408,48251,45707
27,South Carolina,388184,34369,34169,33312,31856
28,District of Columbia,33851,2131,2121,2093,2047
29,Kansas,258354,13092,11937,10780,9635
30,Missouri,449379,17837,16485,15129,13790
31,Vermont,10057,1277,1393,1512,1631
32,Virginia,439305,31871,27597,23041,18681
33,Connecticut,223422,12469,11695,10936,10149
34,Iowa,305151,8808,7784,6856,6006
35,Louisiana,368980,22090,21457,20765,19944
36,Ohio,826754,53111,51955,50447,48599
37,Michigan,581785,20075,18776,17530,16303
38,South Dakota,105544,2202,1871,1579,1326
39,Arkansas,271154,18738,17711,16468,15070
40,Delaware,70294,4947,4785,4559,4284
41,Mississippi,252475,14102,13775,13302,12729
42,New Mexico,163637,8256,7615,6953,6291
43,North Dakota,95864,1119,938,788,660
44,Wyoming,49363,2020,1808,1602,1408
45,Alaska,51938,1762,1620,1480,1345
46,Maine,33559,4608,5013,5398,5749
47,Alabama,422598,24247,22920,21457,19866
48,Idaho,155554,6023,5485,4958,4447
49,Montana,89393,3147,2829,2530,2247
50,Puerto Rico,87381,3743,3729,3696,3651
51,Virgin Islands,2260,NaN,NaN,NaN,NaN
52,Guam,7474,66,62,56,53
53,West Virginia,108821,9272,9084,8777,8362
54,Northern Mariana Islands,128,0,1,0,0
55,American Samoa,0,0,0,0,0
