,State,452,458,465,472,479
0,Washington,5380,56,62,69,76
1,Illinois,23955,168,195,225,259
2,California,61038,705,792,920,1086
3,Arizona,17153,84,104,129,160
4,Massachusetts,17462,101,97,89,78
5,Wisconsin,7420,49,57,66,77
6,Texas,49595,396,374,350,325
7,Nebraska,2213,28,28,28,27
8,Utah,2164,18,18,17,17
9,Oregon,2460,35,45,59,80
10,Florida,34439,393,444,511,597
11,New York,51579,367,297,240,194
12,Rhode Island,2647,7,8,8,8
13,Georgia,19758,296,311,344,391
14,New Hampshire,1270,13,14,15,16
15,North Carolina,12387,133,151,171,195
16,New Jersey,25143,131,97,71,53
17,Colorado,6199,39,46,56,69
18,Maryland,8562,119,122,120,115
19,Nevada,5365,66,82,106,139
20,Tennessee,12049,94,92,90,87
21,Hawaii,474,5,5,4,4
22,Indiana,13224,82,93,106,120
23,Kentucky,6338,60,58,56,53
24,Minnesota,7098,52,60,67,75
25,Oklahoma,6697,954,956,959,961
26,Pennsylvania,25665,186,188,189,189
27,South Carolina,9336,72,72,73,74
28,District of Columbia,1096,13,12,11,10
29,Kansas,4909,28,30,34,40
30,Missouri,9009,51,50,48,46
31,Vermont,242,5,5,5,4
32,Virginia,10581,0,0,0,0
33,Connecticut,7995,28,24,19,15
34,Iowa,5881,59,57,54,51
35,Louisiana,10282,55,56,56,57
36,Ohio,19033,0,0,0,1
37,Michigan,17934,399,419,419,406
38,South Dakota,1953,6,7,7,7
39,Arkansas,5694,25,23,22,23
40,Delaware,1602,11,11,12,13
41,Mississippi,7153,30,26,22,18
42,New Mexico,4001,17,18,18,19
43,North Dakota,1510,2,2,2,2
44,Wyoming,703,2,2,2,1
45,Alaska,334,5,5,5,5
46,Maine,765,8,10,13,16
47,Alabama,10790,66,54,43,34
48,Idaho,2017,12,9,7,6
49,Montana,1546,40,35,30,27
50,Puerto Rico,2207,68,125,238,462
51,Virgin Islands,26,0,1,1,1
52,Guam,136,1,1,1,1
53,West Virginia,2785,18,17,14,12
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
