,State,390,395,402,409,416
0,Washington,4675,159,149,139,134
1,Illinois,22166,389,313,253,197
2,California,47119,2471,1838,1400,996
3,Arizona,14978,791,599,456,318
4,Massachusetts,15517,393,348,316,299
5,Wisconsin,6749,140,113,88,66
6,Texas,41336,1813,1579,1458,1356
7,Nebraska,2003,43,39,37,38
8,Utah,1796,NaN,NaN,NaN,NaN
9,Oregon,2137,68,54,40,41
10,Florida,28934,1025,945,887,857
11,New York,46000,1008,872,742,633
12,Rhode Island,2334,60,55,51,47
13,Georgia,15928,678,576,473,402
14,New Hampshire,1135,42,36,30,31
15,North Carolina,10501,565,521,483,452
16,New Jersey,22466,458,430,415,416
17,Colorado,5826,111,98,81,62
18,Maryland,7580,149,115,88,55
19,Nevada,4720,169,133,97,58
20,Tennessee,10937,597,664,606,511
21,Hawaii,425,12,11,12,12
22,Indiana,12191,244,196,140,70
23,Kentucky,4291,266,263,258,250
24,Minnesota,6446,91,86,84,85
25,Oklahoma,4041,222,210,203,203
26,Pennsylvania,23086,686,634,553,460
27,South Carolina,8034,399,423,323,286
28,District of Columbia,980,NaN,NaN,NaN,NaN
29,Kansas,4370,175,146,159,152
30,Missouri,7775,223,215,195,172
31,Vermont,190,9,9,10,9
32,Virginia,7016,269,235,208,151
33,Connecticut,7447,169,158,151,147
34,Iowa,5237,135,133,139,147
35,Louisiana,9325,226,204,191,177
36,Ohio,16394,1572,1853,2106,2614
37,Michigan,16130,261,231,195,179
38,South Dakota,1844,NaN,NaN,NaN,NaN
39,Arkansas,5275,193,174,160,145
40,Delaware,1283,33,29,25,23
41,Mississippi,6464,183,166,136,123
42,New Mexico,3538,108,98,90,88
43,North Dakota,1461,NaN,NaN,NaN,NaN
44,Wyoming,647,20,17,15,14
45,Alaska,282,8,6,8,7
46,Maine,649,29,23,19,17
47,Alabama,9244,1005,732,757,844
48,Idaho,1803,39,34,32,31
49,Montana,1328,39,42,40,39
50,Puerto Rico,1920,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2212,75,57,41,23
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
