,State,418,423,430,437,444
0,Washington,5135,29,16,11,8
1,Illinois,23217,214,206,195,197
2,California,56674,4087,5740,7564,10613
3,Arizona,16553,256,221,178,140
4,Massachusetts,16673,278,309,314,326
5,Wisconsin,7177,36,27,21,17
6,Texas,46519,799,685,603,558
7,Nebraska,2127,16,11,8,6
8,Utah,2027,33,24,17,13
9,Oregon,2324,22,14,9,6
10,Florida,32348,627,635,634,655
11,New York,49016,537,532,465,417
12,Rhode Island,2576,17,17,15,14
13,Georgia,18262,535,523,555,594
14,New Hampshire,1199,20,24,27,31
15,North Carolina,11709,246,252,250,247
16,New Jersey,23925,202,144,101,73
17,Colorado,6040,28,21,15,12
18,Maryland,8055,88,78,62,50
19,Nevada,5121,60,46,34,25
20,Tennessee,11638,89,84,72,63
21,Hawaii,450,7,9,11,15
22,Indiana,12864,80,67,50,40
23,Kentucky,5005,209,198,181,167
24,Minnesota,6815,101,115,130,169
25,Oklahoma,4701,26,16,10,7
26,Pennsylvania,24566,208,194,174,170
27,South Carolina,8878,104,105,90,81
28,District of Columbia,1042,14,13,11,10
29,Kansas,4791,55,102,160,296
30,Missouri,8661,85,76,69,65
31,Vermont,214,1,0,0,0
32,Virginia,10060,955,1244,1539,1864
33,Connecticut,7788,72,49,39,34
34,Iowa,5642,83,69,56,48
35,Louisiana,9903,159,187,195,211
36,Ohio,17870,9,6,3,2
37,Michigan,16779,116,81,71,68
38,South Dakota,1912,12,11,10,9
39,Arkansas,5481,190,309,451,703
40,Delaware,1511,34,40,42,50
41,Mississippi,6903,137,163,185,236
42,New Mexico,3853,28,18,11,7
43,North Dakota,1488,5,5,6,8
44,Wyoming,691,6,4,1,1
45,Alaska,306,2,1,0,0
46,Maine,725,4,2,1,0
47,Alabama,10329,207,176,154,133
48,Idaho,1916,12,6,3,2
49,Montana,1393,5,3,2,2
50,Puerto Rico,2081,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN
53,West Virginia,2531,100,109,113,128
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
