,County,389,395,402,409
0,01001,6023,158,134,117
1,01003,19105,428,349,304
2,01005,2042,43,35,32
3,01007,2395,41,38,29
4,01009,5961,,,NaN
5,01011,1142,28,19,19
6,01013,1902,39,34,30
7,01015,12700,265,215,179
8,01017,3321,52,43,34
9,01019,1744,16,11,9
10,01021,3731,91,98,88
11,01023,543,3,2,1
12,01025,3391,78,64,57
13,01027,1393,29,26,23
14,01029,1335,20,12,10
15,01031,5149,96,68,57
16,01033,5930,75,53,42
17,01035,1050,22,20,18
18,01037,839,99,115,120
19,01039,3828,106,84,75
20,01041,1396,37,30,25
21,01043,8797,84,51,40
22,01045,4521,100,93,77
23,01047,3282,,,NaN
24,01049,8352,79,55,41
25,01051,9100,208,163,133
26,01053,3706,82,69,61
27,01055,12954,149,102,75
28,01057,1942,31,19,15
29,01059,3947,39,28,21
30,01061,2350,31,22,16
31,01063,851,24,25,22
32,01065,2024,25,18,13
33,01067,1783,43,31,27
34,01069,9892,173,135,109
35,01071,6413,66,44,36
36,01073,69514,1039,790,635
37,01075,1281,12,8,7
38,01077,8471,108,77,59
39,01079,2777,49,39,29
40,01081,14608,347,278,248
41,01083,9173,217,190,161
42,01085,1287,24,17,15
43,01087,1370,42,35,34
44,01089,31538,846,718,631
45,01091,2259,34,30,25
46,01093,2706,33,26,19
47,01095,11102,124,92,71
48,01097,34840,842,715,638
49,01099,1644,28,19,17
50,01101,21973,473,401,345
51,01103,13395,148,106,83
52,01105,1042,6,3,3
53,01107,2186,36,30,26
54,01109,2884,60,48,40
55,01111,1577,27,22,19
56,01113,3946,98,91,82
57,01115,8598,157,111,86
58,01117,21277,467,381,335
59,01119,969,21,23,24
60,01121,7276,187,138,124
61,01123,3426,,,NaN
62,01125,23476,416,330,271
63,01127,6360,72,58,40
64,01129,1528,28,30,25
65,01131,1190,27,25,22
66,01133,2424,16,12,9
67,02013,350,62,28,17
68,02016,397,45,49,53
69,02020,26063,269,246,213
70,02050,3500,80,63,54
71,02060,0,0,0,0
72,02068,68,0,0,0
73,02070,192,10,8,8
74,02090,6027,74,64,57
75,02100,27,0,1,0
76,02105,0,0,0,0
77,02110,1208,21,18,17
78,02122,3967,25,25,21
79,02130,308,11,9,8
80,02150,1044,,,NaN
81,02158,1178,34,33,33
82,02164,180,4,4,3
83,02170,7986,284,298,312
84,02180,320,5,4,4
85,02185,994,5,4,4
86,02188,577,3,3,2
87,02195,51,,,NaN
88,02198,76,0,1,0
89,02220,307,,,NaN
90,02230,17,0,1,0
91,02240,445,,,NaN
92,02261,458,7,6,5
93,02275,27,0,1,0
94,02282,66,0,0,0
95,02290,319,43,55,76
96,04001,10147,189,152,107
97,04003,10814,149,137,107
98,04005,15997,298,214,176
99,04007,6287,107,89,71
100,04009,5217,44,37,29
101,04011,544,5,3,2
102,04012,2352,51,45,37
103,04013,498297,10545,8335,6836
104,04015,20534,441,348,281
105,04017,15234,266,202,152
106,04019,106812,2163,1647,1358
107,04021,44720,962,750,636
108,04023,7574,49,34,24
109,04025,16688,152,93,75
110,04027,36052,334,225,174
111,05001,1926,68,52,51
112,05003,1736,45,41,37
113,05005,2764,53,42,37
114,05007,26457,568,452,381
115,05009,3552,94,75,68
116,05011,1314,29,23,19
117,05013,387,17,13,11
