,County,340,346,353,360
0,01001,4029,412,405,445
1,01003,12825,1216,1287,1422
2,01005,1406,79,87,101
3,01007,1746,170,172,185
4,01009,4465,372,334,349
5,01011,827,73,104,108
6,01013,1452,75,73,79
7,01015,9232,807,777,819
8,01017,2214,107,98,99
9,01019,1369,107,113,123
10,01021,2822,145,129,118
11,01023,487,23,24,31
12,01025,2299,158,179,210
13,01027,1108,54,52,52
14,01029,995,64,61,66
15,01031,3415,281,276,294
16,01033,4430,333,342,350
17,01035,824,28,26,27
18,01037,478,26,24,25
19,01039,2798,144,125,134
20,01041,905,77,81,87
21,01043,6752,590,567,578
22,01045,3182,237,233,253
23,01047,2689,113,112,117
24,01049,6725,474,421,427
25,01051,5994,615,622,695
26,01053,2522,168,186,215
27,01055,9635,964,933,967
28,01057,1386,121,114,117
29,01059,3151,156,153,159
30,01061,1590,108,116,122
31,01063,632,55,61,67
32,01065,1391,155,163,184
33,01067,1172,113,123,143
34,01069,6895,501,496,551
35,01071,4897,279,252,244
36,01073,49645,5219,5274,5665
37,01075,1012,92,87,93
38,01077,6117,594,603,638
39,01079,1939,213,218,235
40,01081,9856,655,677,752
41,01083,6511,707,710,770
42,01085,918,32,29,32
43,01087,966,72,78,84
44,01089,21206,2529,2631,2897
45,01091,1748,169,186,205
46,01093,1997,189,194,215
47,01095,8854,589,565,562
48,01097,24933,1635,1828,2033
49,01099,1109,128,139,169
50,01101,15558,975,979,1081
51,01103,10196,961,954,972
52,01105,827,54,57,66
53,01107,1675,144,136,148
54,01109,1905,94,98,106
55,01111,1216,45,40,41
56,01113,2697,136,147,165
57,01115,6232,546,552,581
58,01117,15020,1283,1304,1367
59,01119,818,105,116,134
60,01121,4932,328,326,337
61,01123,2293,141,149,150
62,01125,17772,1297,1322,1391
63,01127,5036,357,372,388
64,01129,1158,84,87,100
65,01131,852,50,58,68
66,01133,1891,145,158,161
67,02013,40,0,0,0
68,02016,189,12,11,9
69,02020,22469,972,802,724
70,02050,2188,102,85,75
71,02060,0,0,0,0
72,02068,60,3,2,2
73,02070,115,3,3,2
74,02090,4830,250,235,232
75,02100,22,,,NaN
76,02105,0,0,0,0
77,02110,1030,39,41,38
78,02122,3606,181,156,148
79,02130,233,5,4,4
80,02150,892,84,66,47
81,02158,692,38,34,39
82,02164,157,,,NaN
83,02170,6180,380,358,366
84,02180,271,8,8,7
85,02185,796,70,66,64
86,02188,399,7,6,5
87,02195,29,0,0,0
88,02198,71,3,2,2
89,02220,269,21,21,23
90,02230,17,,,NaN
91,02240,402,22,22,20
92,02261,328,20,22,26
93,02275,24,0,1,0
94,02282,52,0,0,0
95,02290,206,7,7,6
96,04001,7192,383,368,343
97,04003,7052,1321,1492,1650
98,04005,10777,851,834,821
99,04007,4295,343,323,329
100,04009,3109,291,322,311
101,04011,379,32,34,37
102,04012,1327,176,215,238
103,04013,302707,29174,31139,33060
104,04015,11351,1944,2122,2310
105,04017,10886,664,620,573
106,04019,65915,8599,9523,10353
107,04021,26242,2588,2831,3044
108,04023,5779,488,490,485
109,04025,10740,1661,1803,2020
110,04027,26586,2153,2223,2077
111,05001,1250,85,82,86
112,05003,1230,99,99,103
113,05005,1958,150,129,115
114,05007,16884,1496,1520,1591
115,05009,2463,153,139,133
116,05011,891,135,139,154
117,05013,218,28,33,39
118,05015,2000,132,118,119
119,05017,1386,47,48,49
120,05019,1302,136,137,141
121,05021,1273,73,67,61
122,05023,1132,141,151,163
123,05025,541,40,39,41
124,05027,1493,92,92,92
125,05029,1223,194,209,226
126,05031,9676,626,574,564
127,05033,4241,291,267,270
128,05035,4192,265,267,268
129,05037,1321,131,127,135
130,05039,463,54,58,64
131,05041,911,94,94,100
132,05043,1408,165,162,173
133,05045,7137,642,656,685
134,05047,1051,58,54,49
135,05049,832,98,75,56
136,05051,5430,482,496,512
137,05053,998,149,168,187
138,05055,4283,268,250,233
139,05057,1191,100,109,112
140,05059,3523,200,211,216
141,05061,1068,77,73,77
142,05063,2650,164,165,161
143,05065,1217,89,98,106
144,05067,2751,160,109,102
145,05069,6516,494,482,534
146,05071,1735,165,174,197
147,05073,326,22,24,27
148,05075,1509,100,104,105
149,05077,1411,55,62,68
150,05079,2790,73,76,80
151,05081,777,49,53,53
152,05083,1353,107,105,108
153,05085,3915,348,339,355
154,05087,978,96,101,108
155,05089,594,37,29,23
156,05091,2654,192,224,242
157,05093,4248,226,211,203
158,05095,454,50,57,62
159,05097,467,41,42,44
160,05099,585,40,40,41
161,05101,544,28,27,27
162,05103,1290,141,142,146
163,05105,406,63,73,83
164,05107,1237,101,97,112
165,05109,651,109,132,147
166,05111,2307,172,164,159
167,05113,1183,79,73,69
168,05115,5194,512,546,586
169,05117,515,67,76,89
170,05119,23245,1889,1888,2003
171,05121,1368,86,80,78
172,05123,2674,165,172,181
173,05125,7186,559,538,541
174,05127,529,32,34,33
175,05129,477,42,41,37
176,05131,9083,527,515,511
177,05133,2025,84,81,80
178,05135,1065,104,97,90
179,05137,744,102,119,135
180,05139,2278,268,284,285
181,05141,719,113,113,132
182,05143,20547,1401,1367,1402
183,05145,4378,463,453,481
184,05147,327,39,42,47
185,05149,2295,216,221,237
186,06001,49084,7481,8893,10525
187,06003,65,0,0,1
188,06005,2281,477,484,538
189,06007,6968,1284,1455,1722
190,06009,1084,250,286,337
191,06011,1240,189,208,241
192,06013,38138,4957,5630,6594
193,06015,709,107,108,129
194,06017,5279,941,1048,1262
195,06019,63080,10070,10426,11359
196,06021,1413,151,163,179
197,06023,1584,230,272,330
198,06025,21734,1370,1244,1207
199,06027,575,118,133,146
200,06029,63557,8102,9164,10320
201,06031,15548,1487,1593,1686
202,06033,1710,313,368,395
203,06035,4180,598,505,504
204,06037,719833,115465,119576,120225
205,06039,9908,1309,1528,1697
206,06041,9505,716,874,1059
207,06043,220,31,37,42
208,06045,2382,226,226,267
209,06047,17890,2241,2413,2738
210,06049,307,30,28,28
211,06051,857,109,123,127
212,06053,26010,4359,4985,5624
213,06055,5427,813,926,1061
214,06057,2480,204,153,106
215,06059,147463,26441,29753,33621
216,06061,12816,2065,2350,2747
217,06063,455,68,69,79
218,06065,169360,28869,31308,32956
219,06067,62435,7987,8706,9498
220,06069,3394,642,724,812
221,06071,185111,33867,34556,36524
222,06073,145779,21040,21271,23631
223,06075,22319,2378,2593,3002
224,06077,42887,6564,6631,6361
225,06079,9945,1503,1729,2010
226,06081,22908,2813,3110,3729
227,06083,16159,1938,2333,2784
228,06085,64974,10253,11670,13611
229,06087,8113,1504,1765,2088
230,06089,7641,483,488,496
231,06091,34,,,NaN
232,06093,1076,,,NaN
233,06095,17528,1929,2096,2474
234,06097,18539,2267,2494,2953
235,06099,33148,3746,4075,4397
236,06101,6121,821,835,916
237,06103,3017,435,466,508
238,06105,265,22,18,19
239,06107,31665,3385,3812,4198
240,06109,2704,738,773,858
241,06111,36064,6385,7447,8397
242,06113,7793,967,1030,1136
243,06115,3628,537,608,717
244,08001,38849,1643,1397,1182
245,08003,907,52,40,34
246,08005,36976,2058,1901,1777
247,08007,467,35,43,45
248,08009,171,9,7,8
249,08011,1026,170,128,89
250,08013,14276,682,658,611
251,08014,2726,133,125,114
252,08015,1002,48,34,19
253,08017,87,1,0,1
254,08019,267,21,19,20
255,08021,304,27,23,23
256,08023,157,,,NaN
257,08025,1632,102,77,64
258,08027,146,,,NaN
259,08029,1534,268,317,332
260,08031,46570,1985,1791,1600
261,08033,49,,,NaN
262,08035,15168,849,779,705
263,08037,3226,189,171,172
264,08039,955,90,90,95
265,08041,39887,2444,2218,2057
266,08043,4507,522,545,549
267,08045,3731,402,373,394
268,08047,121,9,7,8
269,08049,620,57,51,54
270,08051,670,,,NaN
271,08053,12,0,0,0
272,08055,273,23,22,22
273,08057,31,3,3,3
274,08059,28828,1514,1356,1245
275,08061,74,11,9,10
276,08063,430,22,13,9
277,08065,401,23,18,18
278,08067,2189,192,188,202
279,08069,14676,832,744,711
280,08071,489,83,100,110
281,08073,777,,,NaN
282,08075,3200,204,162,145
283,08077,8801,684,641,606
284,08079,42,2,2,2
285,08081,531,45,40,37
286,08083,1199,123,121,127
287,08085,2034,125,81,52
288,08087,2092,85,65,49
289,08089,1590,152,132,129
290,08091,152,9,7,8
291,08093,373,40,42,46
292,08095,241,24,32,34
293,08097,971,168,167,193
294,08099,976,58,54,52
295,08101,12884,641,522,446
296,08103,262,25,22,22
297,08105,373,,,NaN
