,County,410,416,423,430
0,01001,6347,98,76,65
1,01003,19935,153,106,71
2,01005,2139,26,19,14
3,01007,2465,12,6,4
4,01009,6256,144,176,180
5,01011,1177,7,5,3
6,01013,2016,50,59,62
7,01015,13963,659,769,736
8,01017,3434,21,12,9
9,01019,1782,7,5,3
10,01021,3922,45,32,24
11,01023,561,,,NaN
12,01025,3445,7,5,2
13,01027,1462,19,17,14
14,01029,1403,30,33,34
15,01031,5261,12,5,2
16,01033,6010,,,NaN
17,01035,1072,2,1,1
18,01037,903,14,9,5
19,01039,3999,29,20,12
20,01041,1469,19,19,16
21,01043,9000,110,127,137
22,01045,4685,31,25,18
23,01047,3428,36,25,20
24,01049,8509,61,73,76
25,01051,9515,118,115,108
26,01053,3795,13,8,4
27,01055,13419,235,272,275
28,01057,2028,17,16,11
29,01059,4008,24,23,24
30,01061,2406,,,NaN
31,01063,889,6,4,3
32,01065,2129,26,20,16
33,01067,1837,7,5,2
34,01069,10130,31,14,9
35,01071,6552,76,85,95
36,01073,72033,1248,1478,1618
37,01075,1339,19,13,11
38,01077,8630,33,21,15
39,01079,2862,31,31,34
40,01081,15083,91,64,42
41,01083,9440,60,48,36
42,01085,1331,22,27,26
43,01087,1478,59,72,77
44,01089,32708,250,182,131
45,01091,2453,60,96,92
46,01093,2889,86,87,86
47,01095,11460,197,234,244
48,01097,36423,345,230,166
49,01099,1667,4,3,1
50,01101,22805,198,161,126
51,01103,13801,159,167,188
52,01105,1064,5,3,2
53,01107,2263,10,6,3
54,01109,2931,6,4,2
55,01111,1654,17,12,9
56,01113,4081,29,19,12
57,01115,9057,221,257,252
58,01117,22276,312,313,306
59,01119,1010,21,30,31
60,01121,7647,130,143,153
61,01123,3637,51,33,17
62,01125,24457,252,209,171
63,01127,6601,71,72,70
64,01129,1571,7,5,3
65,01131,1231,20,22,26
66,01133,2586,99,117,111
67,02013,363,,,NaN
68,02016,628,67,55,43
69,02020,26933,292,310,331
70,02050,3590,16,13,7
71,02060,0,0,0,0
72,02068,75,2,0,1
73,02070,208,3,1,1
74,02090,6323,89,80,78
75,02100,28,0,0,0
76,02105,0,0,0,0
77,02110,1262,18,19,19
78,02122,4043,35,42,43
79,02130,376,14,10,6
80,02150,1058,1,0,0
81,02158,1213,6,4,2
82,02164,177,0,0,0
83,02170,8869,256,232,212
84,02180,329,2,1,0
85,02185,1017,3,1,1
86,02188,588,1,0,0
87,02195,139,52,45,35
88,02198,81,,,NaN
89,02220,322,,,NaN
90,02230,20,0,0,0
91,02240,493,,,NaN
92,02261,458,0,0,0
93,02275,31,1,0,0
94,02282,69,1,0,0
95,02290,335,2,0,1
96,04001,10666,158,142,84
97,04003,11330,111,79,58
98,04005,16768,208,172,145
99,04007,6418,14,7,2
100,04009,5319,24,22,17
101,04011,561,1,1,0
102,04012,2420,51,69,67
103,04013,516216,4266,3856,3164
104,04015,21406,182,132,93
105,04017,15748,94,62,40
106,04019,110487,736,550,392
107,04021,46879,619,588,518
108,04023,7656,16,14,10
109,04025,18016,739,1062,974
110,04027,36564,91,74,51
111,05001,2005,31,21,19
112,05003,1849,78,78,96
113,05005,2911,97,94,117
114,05007,27508,365,306,292
115,05009,3672,38,28,22
116,05011,1325,3,3,2
117,05013,401,6,4,4
118,05015,2728,8,6,5
119,05017,1592,4,3,2
120,05019,2057,31,27,25
121,05021,1701,22,17,15
122,05023,1895,23,25,30
123,05025,928,7,6,6
124,05027,2282,135,127,151
125,05029,2159,20,22,26
126,05031,12918,175,189,231
127,05033,6845,95,111,131
128,05035,5791,124,126,155
129,05037,1901,,,NaN
130,05039,744,19,8,5
131,05041,1341,12,7,5
132,05043,1955,,,NaN
133,05045,11872,154,131,123
134,05047,1643,11,6,5
135,05049,1083,10,10,7
136,05051,9818,148,111,91
137,05053,1596,36,31,33
138,05055,5924,123,126,155
139,05057,1936,110,102,128
140,05059,4903,135,134,162
141,05061,1605,75,74,89
142,05063,3679,13,7,6
143,05065,1641,0,0,0
144,05067,3182,41,41,50
145,05069,8643,39,23,15
146,05071,2800,65,64,72
147,05073,538,35,31,34
