,County,298,304,311,318
0,01001,2456,191,246,296
1,01003,7646,436,494,488
2,01005,1128,31,26,22
3,01007,986,58,56,50
4,01009,2549,285,355,426
5,01011,677,14,13,10
6,01013,1087,50,55,68
7,01015,5608,562,634,760
8,01017,1570,102,116,126
9,01019,908,75,96,115
10,01021,2078,68,72,75
11,01023,411,,,NaN
12,01025,1503,57,63,59
13,01027,850,39,45,47
14,01029,669,52,57,64
15,01031,2170,196,266,317
16,01033,2736,241,186,107
17,01035,645,47,57,69
18,01037,269,30,46,53
19,01039,2039,82,77,63
20,01041,675,35,42,52
21,01043,3701,568,726,853
22,01045,2175,130,122,104
23,01047,2062,95,120,148
24,01049,4209,298,317,276
25,01051,3648,225,289,352
26,01053,1881,75,88,110
27,01055,5348,535,688,812
28,01057,735,85,105,127
29,01059,2336,82,74,60
30,01061,1101,82,84,82
31,01063,375,14,14,11
32,01065,873,48,66,77
33,01067,815,32,27,19
34,01069,4761,279,253,195
35,01071,2719,239,284,290
36,01073,27884,2349,2958,3470
37,01075,584,25,22,19
38,01077,3298,328,388,397
39,01079,1076,59,45,23
40,01081,7212,332,452,545
41,01083,3653,306,294,237
42,01085,760,14,13,12
43,01087,654,56,71,85
44,01089,11305,1021,1062,917
45,01091,1132,29,25,18
46,01093,1276,87,99,116
47,01095,5330,545,688,807
48,01097,18524,805,1060,1288
49,01099,732,48,57,70
50,01101,11596,460,425,349
51,01103,5400,530,473,318
52,01105,639,20,30,35
53,01107,1073,71,75,70
54,01109,1494,61,91,108
55,01111,950,63,82,98
56,01113,2073,56,57,49
57,01115,3736,257,281,284
58,01117,9011,842,1089,1304
59,01119,533,34,41,49
60,01121,3171,267,328,393
61,01123,1604,133,181,212
62,01125,11810,706,919,1101
63,01127,3294,154,158,146
64,01129,875,67,84,90
65,01131,606,18,21,23
66,01133,1138,104,143,168
67,02013,22,,,NaN
68,02016,105,3,4,5
69,02020,12362,2663,3207,3717
70,02050,907,265,305,334
71,02060,0,0,0,0
72,02068,38,4,6,7
73,02070,81,12,17,20
74,02090,2891,403,502,592
75,02100,16,2,2,3
76,02105,0,0,0,0
77,02110,746,102,123,139
78,02122,1752,444,539,602
79,02130,174,61,62,65
80,02150,170,40,34,30
81,02158,353,32,16,11
82,02164,133,15,17,19
83,02170,2329,433,439,426
84,02180,165,19,22,27
85,02185,380,67,84,100
86,02188,307,18,14,10
87,02195,23,2,2,3
88,02198,46,8,10,11
89,02220,132,45,41,38
90,02230,7,0,0,0
91,02240,156,48,67,76
92,02261,217,29,31,37
93,02275,20,2,1,1
94,02282,41,,,NaN
95,02290,137,13,14,17
96,04001,4391,260,340,376
97,04003,2705,329,440,525
98,04005,6318,550,520,458
99,04007,2362,220,265,281
100,04009,1675,268,329,353
101,04011,129,8,6,4
102,04012,681,39,49,61
103,04013,176204,11218,14411,17517
104,04015,5105,432,560,681
105,04017,7142,394,467,508
106,04019,32802,3036,3599,4391
107,04021,13632,947,1264,1541
108,04023,3291,173,221,262
109,04025,3637,434,546,667
110,04027,15362,974,1251,1479
111,05001,838,57,61,57
112,05003,679,70,94,114
113,05005,1089,193,248,300
114,05007,10354,1129,1415,1721
115,05009,1363,179,234,277
116,05011,392,8,12,12
117,05013,104,27,31,29
118,05015,1171,69,94,105
119,05017,1090,25,38,43
120,05019,683,98,127,154
121,05021,680,110,141,142
122,05023,598,61,75,83
123,05025,301,23,21,17
124,05027,870,66,76,77
125,05029,500,105,138,162
126,05031,5993,562,603,637
127,05033,2646,308,397,471
128,05035,2879,171,189,187
129,05037,675,31,41,42
130,05039,232,32,46,53
131,05041,479,22,19,16
132,05043,515,50,66,81
133,05045,4100,382,525,627
134,05047,660,37,32,26
135,05049,434,56,73,88
136,05051,3210,368,518,596
137,05053,464,63,81,96
138,05055,2192,282,354,383
139,05057,722,62,60,55
140,05059,2591,198,257,302
141,05061,721,53,46,45
142,05063,1852,215,273,308
143,05065,886,106,91,88
144,05067,1268,231,316,325
145,05069,4758,250,300,354
146,05071,1142,57,71,81
147,05073,230,9,5,4
148,05075,1018,55,54,45
149,05077,1136,11,14,14
150,05079,2364,,,NaN
151,05081,558,38,48,47
152,05083,741,94,127,150
153,05085,2266,230,288,337
154,05087,526,55,76,90
155,05089,293,88,110,129
156,05091,1894,89,71,49
157,05093,2818,211,218,205
158,05095,267,22,21,22
159,05097,217,20,27,32
160,05099,389,26,24,22
161,05101,374,33,42,47
162,05103,494,63,90,106
163,05105,197,22,24,22
164,05107,835,19,17,11
165,05109,317,27,38,46
166,05111,1466,128,122,111
167,05113,567,132,178,206
168,05115,3213,244,348,408
169,05117,317,44,51,57
170,05119,14391,1344,1753,2110
171,05121,828,81,103,122
172,05123,1910,63,68,68
173,05125,3845,511,690,825
174,05127,298,36,38,37
175,05129,258,29,43,49
176,05131,6117,679,865,1034
177,05133,1577,79,77,70
178,05135,526,95,126,149
179,05137,430,12,14,13
180,05139,1336,81,104,116
181,05141,270,39,46,58
182,05143,13474,1039,1418,1681
183,05145,2314,448,588,692
184,05147,168,12,11,8
185,05149,1504,96,131,154
186,06001,25872,1249,1622,2010
187,06003,30,12,15,15
188,06005,404,37,37,34
189,06007,3434,190,239,293
190,06009,390,22,36,43
191,06011,601,22,20,14
192,06013,21046,1306,1671,2052
193,06015,220,20,25,22
194,06017,1648,161,222,271
195,06019,33969,1762,2199,2693
196,06021,772,51,77,91
197,06023,658,48,68,84
198,06025,13932,546,652,790
199,06027,263,13,15,15
200,06029,36470,1501,1880,2293
201,06031,9490,574,671,710
202,06033,776,20,22,19
203,06035,1135,311,430,461
204,06037,339560,21204,26812,32630
205,06039,5426,164,223,276
206,06041,7358,141,183,227
207,06043,91,6,6,7
208,06045,1288,90,103,128
209,06047,10374,463,563,674
210,06049,93,25,22,15
211,06051,480,162,163,145
212,06053,12854,825,978,1208
213,06055,2473,288,356,441
214,06057,835,129,185,221
215,06059,65225,3722,4581,5639
216,06061,5215,547,655,814
217,06063,136,33,47,52
218,06065,74910,4297,5239,6418
219,06067,30298,2871,3623,4411
220,06069,1614,110,142,170
221,06071,74166,5611,7761,9336
222,06073,64768,4977,5821,7173
223,06075,13665,887,1065,1326
224,06077,23517,840,1278,1529
225,06079,5073,514,659,819
226,06081,12465,641,913,1121
227,06083,10482,390,488,600
228,06085,28307,2257,2798,3464
229,06087,3402,345,428,531
230,06089,3195,835,904,1053
231,06091,11,,,NaN
232,06093,372,72,96,90
233,06095,8729,581,771,961
234,06097,10845,590,578,604
235,06099,19276,925,1204,1458
236,06101,2185,217,256,312
237,06103,1206,193,238,286
238,06105,68,22,29,37
239,06107,18896,583,836,1019
240,06109,467,110,179,208
241,06111,16297,1135,1451,1790
242,06113,3814,365,464,567
243,06115,1549,132,162,199
244,08001,22149,3977,5005,5797
245,08003,460,69,68,52
246,08005,19897,3794,4580,5242
247,08007,99,25,35,41
248,08009,42,3,3,3
249,08011,33,8,10,8
250,08013,8435,1657,2170,2496
251,08014,1510,269,349,405
252,08015,501,54,51,55
253,08017,27,,,NaN
254,08019,141,32,42,39
255,08021,128,32,36,39
256,08023,59,10,11,9
257,08025,669,,,NaN
258,08027,50,,,NaN
259,08029,354,97,121,132
260,08031,27719,5163,6021,6806
261,08033,3,0,0,0
262,08035,7100,1789,2256,2644
263,08037,1882,244,306,368
264,08039,392,108,126,148
265,08041,18170,4191,5235,6154
266,08043,1535,416,484,438
267,08045,1582,240,299,359
268,08047,63,20,25,25
269,08049,214,43,55,65
270,08051,405,,,NaN
271,08053,4,0,0,0
272,08055,86,32,45,52
273,08057,12,2,2,1
274,08059,14580,3298,4025,4633
275,08061,15,6,6,5
276,08063,237,60,67,68
277,08065,196,42,46,55
278,08067,634,184,231,279
279,08069,6925,1667,2137,2541
280,08071,116,20,28,33
281,08073,85,,,NaN
282,08075,1725,235,280,309
283,08077,3611,1283,1668,1912
284,08079,21,0,0,0
285,08081,128,36,45,55
286,08083,397,118,154,179
287,08085,630,100,125,150
288,08087,1243,223,234,214
289,08089,301,84,98,94
290,08091,100,46,59,63
291,08093,164,39,54,64
292,08095,127,39,43,35
293,08097,374,51,70,83
294,08099,345,80,69,43
295,08101,4860,1751,2240,2493
296,08103,61,20,32,37
297,08105,174,34,43,50
298,08107,390,112,146,170
299,08109,193,28,34,37
300,08111,15,3,3,3
301,08113,163,42,59,67
302,08115,74,17,18,15
303,08117,1128,196,221,234
304,08119,401,91,115,122
305,08121,153,29,36,40
306,08123,9844,2179,2644,2985
307,08125,263,16,18,20
308,09001,29842,3068,4136,4990
309,09003,22083,1770,2447,2938
310,09005,3010,395,549,668
311,09007,2602,329,464,561
312,09009,22015,2123,3001,3596
313,09011,4668,331,342,274
314,09013,2209,244,348,417
315,09015,1837,197,273,330
316,10001,4044,289,400,483
317,10003,15629,1736,2128,2582
318,10005,9035,603,724,873
319,11001,NaN,1129,1431,1743
320,12001,11740,523,506,481
321,12003,1901,44,38,34
322,12005,7635,577,675,815
323,12007,1304,47,54,68
324,12009,13602,1054,1154,1284
325,12011,95311,6205,6886,8462
326,12013,797,42,50,57
327,12015,4292,350,421,506
328,12017,3927,454,534,630
329,12019,6922,494,594,726
330,12021,15938,750,849,949
331,12023,4513,127,176,211
332,12027,1798,95,108,132
333,12029,934,8,7,6
334,12031,38569,2278,2604,3172
335,12033,15118,987,1208,1471
336,12035,2399,125,137,150
337,12037,809,9,7,6
338,12039,3137,54,62,77
339,12041,671,56,57,70
340,12043,637,12,8,6
341,12045,1021,46,53,64
342,12047,936,8,8,5
343,12049,1698,50,50,56
344,12051,2354,67,79,90
345,12053,4255,283,311,350
346,12055,3231,375,441,538
347,12057,52907,2614,2842,3330
348,12059,1032,47,49,46
349,12061,4448,346,414,505
350,12063,3527,227,263,284
351,12065,718,11,7,5
352,12067,1289,4,3,2
353,12069,9623,550,606,727
354,12071,26226,1809,2144,2628
355,12073,13563,727,883,1084
356,12075,1253,66,76,96
357,12077,555,7,5,3
358,12079,1179,68,87,106
359,12081,14772,793,731,758
360,12083,11739,495,647,793
361,12085,5714,162,168,175
362,12086,202644,11643,13473,16245
363,12087,2810,322,360,420
364,12089,2762,195,229,282
365,12091,7615,682,757,871
366,12093,1870,74,90,112
367,12095,51575,3526,4119,5031
368,12097,15988,1191,1353,1662
369,12099,58396,3906,4513,5566
370,12101,12547,999,1196,1486
371,12103,29106,1775,1952,2238
372,12105,25252,1331,1594,1965
373,12107,2535,56,44,35
374,12109,7524,561,634,747
375,12111,9838,362,373,397
376,12113,6573,380,472,548
377,12115,11198,976,1152,1415
378,12117,11490,656,791,971
379,12119,3160,83,63,45
380,12121,3125,56,64,68
381,12123,1569,36,37,38
382,12125,1193,12,6,5
383,12127,14238,641,652,682
384,12129,1472,107,124,151
385,12131,3248,483,494,628
386,12133,1383,105,121,146
387,13001,1301,,,NaN
388,13003,559,24,17,12
389,13005,732,,,NaN
390,13007,119,12,14,13
391,13009,2529,83,87,90
392,13011,662,55,73,88
393,13013,3070,167,176,175
394,13015,4515,372,375,387
395,13017,965,21,14,10
396,13019,630,44,35,24
397,13021,7204,267,295,319
398,13023,683,55,41,29
399,13025,721,,,NaN
400,13027,614,,,NaN
401,13029,1402,39,36,33
402,13031,3623,172,140,117
403,13033,1167,,,NaN
404,13035,970,95,81,62
405,13037,306,8,8,4
406,13039,1642,119,150,183
407,13043,602,16,12,8
408,13045,4884,384,499,607
409,13047,1753,167,194,236
410,13049,756,,,NaN
411,13051,10184,382,512,629
412,13053,1937,75,99,105
413,13055,1153,82,80,82
414,13057,9107,755,985,1194
415,13059,7425,337,443,544
416,13061,144,10,10,10
417,13063,9659,442,461,433
418,13065,526,19,14,11
419,13067,26758,1618,2066,2538
420,13069,2699,147,125,103
421,13071,2568,,,NaN
422,13073,5758,494,666,795
423,13075,777,77,75,63
424,13077,4452,298,375,464
425,13079,233,17,11,7
426,13081,887,,,NaN
427,13083,452,38,40,40
428,13085,1011,43,51,56
429,13087,1526,,,NaN
430,13089,24915,1609,2055,2515
431,13091,1022,,,NaN
432,13093,454,28,24,19
433,13095,3595,118,100,82
434,13097,5041,372,344,315
435,13099,637,40,41,42
436,13101,263,8,9,8
437,13103,2036,78,87,87
438,13105,1035,119,105,73
439,13107,1395,60,45,38
440,13109,534,13,11,8
441,13111,938,63,86,101
442,13113,2757,256,218,197
443,13115,4934,388,382,383
444,13117,5880,512,556,588
445,13119,1095,56,46,41
446,13121,36425,1952,2556,3134
447,13123,1178,49,42,34
448,13125,74,12,11,11
449,13127,4081,160,206,246
450,13129,3042,265,248,246
451,13131,966,41,36,30
452,13133,677,29,21,15
