,County,375,381,388,395
0,01001,5669,220,210,192
1,01003,18126,882,799,775
2,01005,1951,126,130,139
3,01007,2307,59,49,41
4,01009,5713,166,151,126
5,01011,1086,50,46,48
6,01013,1812,59,58,54
7,01015,12011,376,339,288
8,01017,3203,172,151,145
9,01019,1704,41,33,30
10,01021,3544,79,64,56
11,01023,535,5,3,2
12,01025,3227,232,231,239
13,01027,1328,23,17,13
14,01029,1281,46,42,37
15,01031,4915,231,222,204
16,01033,5736,190,165,147
17,01035,1007,32,30,30
18,01037,678,42,43,45
19,01039,3581,128,120,107
20,01041,1312,50,45,37
21,01043,8551,209,172,140
22,01045,4290,144,131,112
23,01047,3224,73,62,55
24,01049,8133,176,150,119
25,01051,8602,333,292,250
26,01053,3523,176,161,163
27,01055,12515,293,235,182
28,01057,1856,70,53,45
29,01059,3842,78,65,56
30,01061,2258,112,107,96
31,01063,801,19,16,14
32,01065,1958,80,66,56
33,01067,1675,61,56,50
34,01069,9471,386,344,309
35,01071,6245,210,194,184
36,01073,66884,1969,1593,1388
37,01075,1248,26,24,20
38,01077,8180,264,217,186
39,01079,2647,88,71,59
40,01081,13829,642,570,556
41,01083,8676,291,251,219
42,01085,1232,57,54,52
43,01087,1288,67,62,63
44,01089,29680,1223,1124,1055
45,01091,2188,101,96,96
46,01093,2613,60,46,37
47,01095,10780,251,224,191
48,01097,33060,1380,1289,1258
49,01099,1569,50,43,39
50,01101,20921,914,833,809
51,01103,13001,322,264,224
52,01105,1027,22,18,18
53,01107,2095,53,58,53
54,01109,2746,126,114,110
55,01111,1518,62,58,58
56,01113,3751,229,209,227
57,01115,8159,254,212,182
58,01117,20216,780,707,668
59,01119,930,28,35,41
60,01121,6837,315,300,285
61,01123,3325,,,NaN
62,01125,22421,802,750,705
63,01127,6158,90,66,51
64,01129,1474,51,49,47
65,01131,1137,59,61,62
66,01133,2379,46,34,29
67,02013,87,15,9,6
68,02016,328,42,47,51
69,02020,25483,373,330,284
70,02050,3341,195,189,192
71,02060,0,0,0,0
72,02068,68,2,2,2
73,02070,169,8,7,7
74,02090,5877,113,91,82
75,02100,26,,,NaN
76,02105,0,0,0,0
77,02110,1159,30,30,32
78,02122,3917,32,26,21
79,02130,284,6,5,5
80,02150,1035,13,11,9
81,02158,1125,78,79,88
82,02164,170,3,3,2
83,02170,7495,165,145,130
84,02180,310,6,6,5
85,02185,983,12,11,10
86,02188,573,,,NaN
87,02195,47,0,1,0
88,02198,75,0,0,0
89,02220,304,5,6,4
90,02230,16,0,0,0
91,02240,435,9,9,8
92,02261,446,33,47,54
93,02275,27,0,1,0
94,02282,66,2,2,2
95,02290,269,7,7,6
96,04001,9607,407,326,289
97,04003,10452,400,318,289
98,04005,15228,528,416,360
99,04007,6023,292,248,228
100,04009,5117,376,365,345
101,04011,523,20,17,15
102,04012,2247,108,88,88
103,04013,472760,26094,23052,21413
104,04015,19395,1324,1194,1117
105,04017,14482,435,358,299
106,04019,101457,5458,4779,4433
107,04021,42322,3092,2962,2917
108,04023,7428,149,101,84
109,04025,16236,696,547,512
110,04027,35127,859,669,559
111,05001,1774,111,109,107
112,05003,1640,80,72,72
113,05005,2635,81,78,70
114,05007,25105,982,897,807
115,05009,3334,172,171,162
116,05011,1250,43,40,34
117,05013,346,31,29,27
118,05015,2580,92,99,92
119,05017,1551,24,19,18
120,05019,1837,94,89,82
121,05021,1564,35,29,24
122,05023,1761,69,60,53
123,05025,796,61,59,57
124,05027,1930,67,67,58
125,05029,1983,99,90,81
126,05031,12141,256,206,174
127,05033,6196,283,244,224
128,05035,5360,146,134,119
129,05037,1819,52,42,35
130,05039,668,29,27,27
131,05041,1206,69,74,74
132,05043,1864,80,80,73
133,05045,10624,491,459,414
134,05047,1502,83,77,75
135,05049,1024,5,2,1
136,05051,8370,445,409,386
137,05053,1386,53,51,43
138,05055,5498,185,173,156
139,05057,1632,95,88,89
140,05059,4399,150,142,134
141,05061,1352,56,56,54
142,05063,3454,87,79,66
143,05065,1557,38,35,30
144,05067,3066,32,31,24
145,05069,8061,310,315,296
146,05071,2505,113,113,108
147,05073,445,31,28,33
148,05075,1907,43,36,31
149,05077,1597,19,15,13
150,05079,3051,51,52,50
151,05081,1036,41,38,37
152,05083,1974,93,82,80
153,05085,5963,340,322,294
154,05087,1340,68,67,64
155,05089,867,37,36,34
156,05091,3376,125,124,121
157,05093,5250,172,170,153
158,05095,732,71,76,75
159,05097,654,17,15,12
160,05099,717,40,41,42
161,05101,647,20,18,19
162,05103,1964,120,120,112
163,05105,678,37,37,36
164,05107,1607,69,75,74
165,05109,877,16,13,11
166,05111,2927,80,65,54
167,05113,1656,51,42,37
168,05115,7188,261,219,200
169,05117,790,66,70,67
170,05119,33841,1747,1698,1603
171,05121,1834,46,42,35
172,05123,3315,77,66,60
173,05125,10403,485,480,442
174,05127,869,47,48,46
175,05129,615,22,22,19
176,05131,13555,582,529,476
177,05133,2343,37,31,27
178,05135,1445,30,27,22
179,05137,924,27,29,25
180,05139,3331,176,163,148
181,05141,1117,89,102,101
182,05143,27660,912,800,706
183,05145,6496,275,248,228
184,05147,552,30,25,20
185,05149,3048,81,64,54
186,06001,73771,3709,3606,3369
187,06003,74,0,1,0
188,06005,3199,98,105,93
189,06007,10177,421,404,371
190,06009,1763,103,96,96
191,06011,1935,124,106,108
192,06013,57337,2631,2547,2401
193,06015,883,12,9,8
194,06017,8359,382,337,319
195,06019,88476,3278,2817,2470
196,06021,2074,88,74,70
197,06023,2754,284,302,333
198,06025,26160,367,304,225
199,06027,1083,92,89,91
200,06029,94113,4512,4357,4106
201,06031,20773,732,737,650
202,06033,2809,156,155,161
203,06035,5393,153,147,136
204,06037,1116948,44686,37372,31738
205,06039,14443,597,524,465
206,06041,12346,392,391,372
207,06043,367,12,12,10
208,06045,3434,177,176,189
209,06047,26230,1263,1128,1063
210,06049,407,14,14,12
211,06051,1165,33,26,23
212,06053,39425,2141,2121,1983
213,06055,8342,465,426,408
214,06057,3499,188,186,179
215,06059,245978,6782,6497,5379
216,06061,18430,691,648,581
217,06063,626,27,23,21
218,06065,271910,15183,12622,11624
219,06067,86388,3553,3141,2871
220,06069,5401,257,239,217
221,06071,274429,10863,9296,8174
222,06073,238042,12639,11382,10550
223,06075,31427,1285,1160,1112
224,06077,61901,2503,2395,2151
225,06079,17605,1183,1114,1103
226,06081,35466,1950,1851,1775
227,06083,28567,2294,2261,2336
228,06085,101964,4413,3942,3552
229,06087,13383,666,582,550
230,06089,10333,383,362,342
231,06091,95,12,13,10
232,06093,1532,64,59,59
233,06095,27706,1387,1235,1183
234,06097,26108,1289,1246,1198
235,06099,50983,2176,1849,1457
236,06101,8264,351,317,298
237,06103,4660,395,376,431
238,06105,307,,,NaN
239,06107,44518,1698,1465,1271
240,06109,3549,115,103,95
241,06111,69931,5007,4780,4594
242,06113,11698,623,584,546
243,06115,5324,262,249,241
244,08001,45735,786,683,586
245,08003,1166,43,41,37
246,08005,45027,1127,1032,940
247,08007,604,20,15,14
248,08009,264,,,NaN
249,08011,1290,,,NaN
250,08013,17224,479,467,439
251,08014,3420,126,118,114
252,08015,1312,25,19,10
253,08017,120,6,5,4
254,08019,344,,,NaN
255,08021,407,19,16,15
256,08023,179,3,3,2
257,08025,1817,45,58,53
258,08027,160,,,NaN
259,08029,2333,118,103,97
260,08031,55734,1118,1045,935
261,08033,62,,,NaN
262,08035,18920,543,516,475
263,08037,4390,220,218,215
264,08039,1156,33,31,30
265,08041,47777,893,780,664
266,08043,5171,104,110,102
267,08045,4815,156,149,134
268,08047,149,5,5,3
269,08049,974,96,88,86
270,08051,1054,44,27,17
271,08053,16,0,1,0
272,08055,293,3,2,2
273,08057,45,0,1,0
274,08059,34593,810,746,667
275,08061,88,3,2,2
276,08063,504,16,13,12
277,08065,534,34,43,37
278,08067,2707,61,62,56
279,08069,18065,564,528,494
280,08071,917,,,NaN
281,08073,957,46,33,22
282,08075,3624,56,46,39
283,08077,12111,633,607,580
284,08079,61,4,2,3
285,08081,620,15,13,12
286,08083,1630,61,51,49
287,08085,3024,169,158,153
288,08087,2366,25,21,17
289,08089,1788,13,9,7
290,08091,209,13,10,9
291,08093,486,17,16,16
292,08095,325,6,4,4
293,08097,1831,64,46,34
294,08099,1126,19,16,15
295,08101,14339,135,121,95
296,08103,399,43,37,38
297,08105,624,50,54,60
298,08107,1622,172,174,193
299,08109,293,4,4,3
300,08111,43,4,3,3
301,08113,673,118,102,90
302,08115,189,6,4,4
303,08117,2646,118,98,84
304,08119,1181,38,36,35
305,08121,365,2,2,2
306,08123,23586,510,432,383
307,08125,663,23,18,18
308,09001,72026,2902,2637,2521
309,09003,63211,3151,2878,2775
310,09005,9883,482,453,442
311,09007,9202,497,467,447
312,09009,63085,3056,2819,2755
313,09011,16753,1070,1006,998
314,09013,6841,440,417,428
315,09015,8200,546,484,456
316,10001,12821,784,763,744
317,10003,44340,2079,1911,1829
318,10005,20728,1117,1070,1057
319,11001,NaN,1531,1531,1458
320,12001,20655,1023,1066,1071
321,12003,3034,100,96,89
322,12005,16615,1427,1484,1513
323,12007,2656,77,71,65
324,12009,29345,1757,1796,1806
325,12011,172864,7339,7285,7145
326,12013,1530,44,39,36
327,12015,9719,379,370,347
328,12017,8676,396,393,372
329,12019,15387,688,663,623
330,12021,27810,1070,1068,1047
331,12023,7235,198,184,168
332,12027,3372,83,83,78
333,12029,1394,45,42,44
334,12031,81927,3658,3767,3628
335,12033,30942,1856,1869,1825
336,12035,5294,323,341,348
337,12037,1235,70,69,72
338,12039,5092,171,162,158
339,12041,1223,54,56,58
340,12043,870,17,15,16
341,12045,1697,85,88,88
342,12047,1501,41,38,35
343,12049,2583,93,91,90
344,12051,4051,118,101,96
