,County,368,374,381,388
0,01001,5376,249,229,221
1,01003,17256,1015,1027,997
2,01005,1827,87,95,96
3,01007,2223,82,74,64
4,01009,5473,187,165,145
5,01011,1035,50,58,61
6,01013,1744,50,44,39
7,01015,11521,491,433,397
8,01017,3042,235,255,262
9,01019,1657,56,55,50
10,01021,3454,85,79,66
11,01023,519,9,10,9
12,01025,3002,220,239,243
13,01027,1305,32,29,24
14,01029,1218,49,46,43
15,01031,4624,237,223,210
16,01033,5499,193,173,153
17,01035,979,43,49,50
18,01037,636,29,33,30
19,01039,3396,105,102,88
20,01041,1240,56,51,45
21,01043,8274,250,217,181
22,01045,4107,184,160,147
23,01047,3132,110,108,104
24,01049,7894,223,194,168
25,01051,8214,403,382,348
26,01053,3354,224,240,254
27,01055,12107,449,384,339
28,01057,1786,107,105,99
29,01059,3749,97,83,74
30,01061,2115,100,94,84
31,01063,779,25,23,21
32,01065,1852,98,99,90
33,01067,1599,88,82,81
34,01069,9009,448,451,425
35,01071,6015,198,195,174
36,01073,64681,2754,2543,2277
37,01075,1202,27,21,17
38,01077,7871,340,323,300
39,01079,2541,105,101,88
40,01081,13205,903,935,971
41,01083,8349,368,351,324
42,01085,1155,56,61,62
43,01087,1223,75,82,82
44,01089,28310,1380,1320,1219
45,01091,2093,84,94,89
46,01093,2537,102,87,77
47,01095,10471,277,248,216
48,01097,31620,1613,1590,1580
49,01099,1524,74,75,73
50,01101,19954,1040,1091,1081
51,01103,12639,424,382,337
52,01105,1000,42,38,40
53,01107,1996,45,36,32
54,01109,2625,171,188,201
55,01111,1464,61,66,64
56,01113,3575,320,375,427
57,01115,7854,285,262,225
58,01117,19335,851,819,754
59,01119,905,9,9,9
60,01121,6481,340,331,317
61,01123,3149,410,567,481
62,01125,21525,712,769,680
63,01127,6036,126,106,83
64,01129,1423,56,56,54
65,01131,1079,71,77,83
66,01133,2336,74,65,57
67,02013,71,,,NaN
68,02016,293,50,55,64
69,02020,25089,438,383,326
70,02050,3184,196,207,203
71,02060,0,0,0,0
72,02068,67,,,NaN
73,02070,164,8,8,8
74,02090,5792,208,189,181
75,02100,24,1,0,0
76,02105,0,0,0,0
77,02110,1133,32,36,35
78,02122,3888,58,51,44
79,02130,276,8,9,8
80,02150,1022,28,24,22
81,02158,1084,112,127,142
82,02164,170,4,3,4
83,02170,7361,234,218,201
84,02180,305,12,11,11
85,02185,977,,,NaN
86,02188,561,53,62,74
87,02195,47,,,NaN
88,02198,74,0,0,0
89,02220,299,11,11,11
90,02230,16,0,0,0
91,02240,423,,,NaN
92,02261,412,16,15,16
93,02275,26,1,0,0
94,02282,64,,,NaN
95,02290,261,13,12,13
96,04001,9204,299,255,212
97,04003,10157,619,598,553
98,04005,14745,904,784,717
99,04007,5756,335,337,304
100,04009,4816,422,462,446
101,04011,508,29,30,28
102,04012,2170,177,179,186
103,04013,449162,34035,32977,31770
104,04015,18277,1538,1621,1510
105,04017,13988,649,562,493
106,04019,96738,7462,7139,6897
107,04021,39751,3328,3494,3471
108,04023,7297,269,226,192
109,04025,15736,1154,1108,1068
110,04027,34269,1460,1253,1117
111,05001,1686,134,145,151
112,05003,1587,99,104,103
113,05005,2550,97,89,83
114,05007,24129,1287,1201,1133
115,05009,3162,171,172,163
116,05011,1203,59,49,46
117,05013,318,29,28,28
118,05015,2479,101,90,86
119,05017,1538,35,35,34
120,05019,1750,115,111,106
121,05021,1529,52,48,42
122,05023,1690,101,97,93
123,05025,741,64,68,65
124,05027,1857,77,72,67
125,05029,1894,135,129,124
126,05031,11900,409,360,326
127,05033,5937,395,386,370
128,05035,5229,247,222,221
129,05037,1780,94,88,81
130,05039,647,61,61,66
131,05041,1138,50,49,45
132,05043,1780,88,81,76
133,05045,10156,620,584,558
134,05047,1429,90,90,88
135,05049,1017,19,16,13
136,05051,7987,548,515,501
137,05053,1333,65,58,53
138,05055,5302,214,200,185
139,05057,1571,121,140,142
140,05059,4257,176,177,174
141,05061,1298,57,58,58
142,05063,3357,122,103,94
143,05065,1518,44,43,41
144,05067,3028,35,26,20
145,05069,7742,295,290,283
146,05071,2396,124,125,121
147,05073,430,33,37,34
148,05075,1868,69,63,59
149,05077,1587,39,37,37
150,05079,2996,46,42,40
151,05081,999,57,59,60
152,05083,1903,122,126,123
153,05085,5630,393,388,374
154,05087,1267,63,60,58
155,05089,826,48,44,44
156,05091,3258,151,156,158
157,05093,5053,163,156,140
158,05095,667,62,65,66
159,05097,638,25,20,18
160,05099,686,37,45,49
161,05101,633,24,29,30
162,05103,1850,138,135,131
163,05105,646,53,46,44
164,05107,1537,72,70,70
165,05109,861,41,33,31
166,05111,2855,112,105,92
167,05113,1612,83,74,67
168,05115,6976,379,368,347
169,05117,724,70,73,77
170,05119,32044,1985,1944,1920
171,05121,1787,80,68,64
172,05123,3248,142,130,129
173,05125,9906,581,533,512
174,05127,829,63,64,66
175,05129,595,28,26,25
176,05131,12974,867,800,784
177,05133,2312,65,59,57
178,05135,1409,47,37,33
179,05137,892,33,28,28
180,05139,3176,212,215,204
181,05141,1039,102,104,110
182,05143,26790,1308,1221,1152
183,05145,6241,366,368,358
184,05147,524,43,37,34
185,05149,2966,123,110,98
186,06001,70334,5427,4854,5078
187,06003,73,0,1,0
188,06005,3049,112,89,86
189,06007,9757,636,577,588
190,06009,1695,162,162,175
191,06011,1854,164,184,187
192,06013,54951,4053,3681,3896
193,06015,873,30,24,24
194,06017,8002,612,562,572
195,06019,85274,5382,4881,4857
196,06021,2015,163,156,168
197,06023,2494,281,305,348
198,06025,25581,662,499,430
199,06027,1007,115,117,123
200,06029,90213,5706,5278,5309
201,06031,19904,743,634,606
202,06033,2673,314,328,390
203,06035,5269,159,166,149
204,06037,1073156,73154,63186,58802
205,06039,13858,964,879,884
206,06041,11954,643,608,653
207,06043,351,,,NaN
208,06045,3277,209,219,224
209,06047,25048,1685,1591,1538
210,06049,390,11,9,9
211,06051,1135,85,73,74
212,06053,37285,2524,2406,2396
213,06055,7893,690,649,682
214,06057,3332,200,191,188
215,06059,237666,16863,15293,15212
216,06061,17675,1051,914,915
217,06063,605,32,34,32
218,06065,258532,23058,22297,21936
219,06067,83408,5798,5206,5239
220,06069,5166,402,366,364
221,06071,264457,17632,15248,14514
222,06073,227195,18369,17664,17354
223,06075,30308,1846,1694,1737
224,06077,59395,3852,3419,3405
225,06079,16652,1588,1492,1582
226,06081,33731,3110,3006,3232
227,06083,26820,3220,3426,3786
228,06085,98057,6945,5837,5958
229,06087,12771,1110,1018,1062
230,06089,9951,467,423,417
231,06091,88,11,8,8
232,06093,1484,95,98,102
233,06095,26494,1898,1779,1822
234,06097,24935,1770,1683,1748
235,06099,48753,2595,2192,2105
236,06101,7943,436,418,408
237,06103,4468,478,634,709
238,06105,305,5,5,4
239,06107,42759,2609,2348,2272
240,06109,3443,133,128,120
241,06111,65581,7142,6500,6872
242,06113,11087,877,843,872
243,06115,5049,295,283,287
244,08001,44877,945,836,722
245,08003,1118,57,53,52
246,08005,43906,1339,1237,1136
247,08007,592,33,35,33
248,08009,262,34,31,32
249,08011,1283,25,20,16
250,08013,16742,497,471,440
251,08014,3313,139,141,135
252,08015,1258,23,16,10
253,08017,113,4,3,3
254,08019,340,12,12,9
255,08021,394,27,26,25
256,08023,175,2,2,2
257,08025,1764,48,43,46
258,08027,159,2,2,2
259,08029,2240,180,173,171
260,08031,54528,1367,1208,1111
261,08033,61,3,3,2
262,08035,18374,628,574,529
263,08037,4192,287,283,299
264,08039,1120,27,28,25
265,08041,46818,1178,1011,888
266,08043,5075,78,74,60
267,08045,4640,165,142,129
268,08047,144,4,4,4
269,08049,898,96,123,119
270,08051,987,140,160,192
271,08053,15,0,1,0
272,08055,288,2,2,2
273,08057,44,1,1,0
274,08059,33760,947,849,764
275,08061,85,4,3,3
276,08063,496,25,30,34
277,08065,487,11,10,9
278,08067,2646,104,86,88
279,08069,17517,654,632,595
280,08071,899,52,52,59
281,08073,886,,,NaN
282,08075,3567,87,79,72
283,08077,11539,752,778,772
284,08079,57,4,4,3
285,08081,610,24,24,23
286,08083,1579,110,105,109
287,08085,2900,262,255,264
288,08087,2338,41,35,30
289,08089,1777,24,20,16
290,08091,186,8,8,7
291,08093,471,20,19,18
292,08095,319,9,8,7
293,08097,1761,165,123,113
294,08099,1104,28,27,24
295,08101,14177,143,115,86
296,08103,377,56,63,63
297,08105,587,63,74,89
298,08107,1503,211,248,283
299,08109,290,8,8,7
300,08111,40,4,4,3
301,08113,597,,,NaN
302,08115,183,10,9,7
303,08117,2532,116,112,97
304,08119,1146,48,47,45
