,Region,733,738,745,752,759
0,Belgium,,286186,282809,0,0
1,Bulgaria,,60392,7952,0,0
2,Czechia,,108344,111672,147588,14449
3,Denmark,,238573,251463,240186,0
4,Germany,,750844,747429,368461,0
5,Estonia,,22733,23501,0,0
6,Ireland,,48325,48750,5035,50002
7,Greece,,133484,136390,134461,0
8,Spain,,908397,897893,922308,0
9,France,,2450841,2509796,2381066,0
10,Croatia,,59929,59735,59618,0
11,Italy,,1261436,158060,154734,151484
12,Cyprus,,13557,7702,7141,945
13,Latvia,,29487,15571,0,0
14,Lithuania,,38329,38585,0,0
15,Luxembourg,,14604,14650,0,0
16,Hungary,,73878,46998,41613,0
17,Malta,,2305,873,1588,2251
18,Netherlands,,300891,299247,0,0
19,Austria,,131492,0,0,0
20,Poland,,154889,137047,178555,189497
21,Portugal,,330440,333184,125139,120677
22,Romania,,17921,4087,2063,1102
23,Slovenia,,63256,0,0,0
24,Slovakia,,41280,31848,40963,23927
25,Finland,,22,1,0,0
26,Sweden,,230257,229829,0,0
27,United Kingdom,,650086,566848,532672,651815
28,Iceland,,9777,9705,9832,0
29,Liechtenstein,,704,699,703,0
30,Norway,,105615,107463,0,0
31,Switzerland,,217482,214294,217644,0
