,Region,726,731,738,745,752
0,Belgium,,167032,180779,184912,159569
1,Bulgaria,,40677,40817,15536,0
2,Czechia,,57265,47722,48789,63109
3,Denmark,,159274,156656,158113,10713
4,Germany,,463105,416913,384855,472631
5,Estonia,,13868,13736,13938,0
6,Ireland,,145236,141357,12325,0
7,Greece,,163721,164342,0,0
8,Spain,,971920,936503,0,0
9,France,,2088226,2067682,0,0
10,Croatia,,51301,54973,55380,0
11,Italy,,1316663,207237,204059,0
12,Cyprus,,20166,7427,1740,1267
13,Latvia,,12785,11763,15243,0
14,Lithuania,,25134,24767,24706,24606
15,Luxembourg,,11430,11452,0,0
16,Hungary,,36208,26133,27800,44675
17,Malta,,3307,3059,1911,257
18,Netherlands,,227393,229853,226904,224571
19,Austria,,88359,99842,100556,0
20,Poland,,76614,70867,65226,61297
21,Portugal,,250919,247434,1,0
22,Romania,,28539,11712,1135,619
23,Slovenia,,31112,41278,40670,0
24,Slovakia,,19643,19654,19953,15951
25,Finland,,66393,66644,0,0
26,Sweden,,143563,145464,0,0
27,United Kingdom,,835968,829318,813701,829046
28,Iceland,,8697,8779,0,0
29,Liechtenstein,,518,561,562,564
30,Norway,,67790,58291,66849,67676
31,Switzerland,,170632,186055,0,0
