,Region,586,591,598,605,612
0,Belgium,,29058,29046,29391,29074
1,Bulgaria,,20789,49,0,49
2,Czechia,,2753,2762,2757,2822
3,Denmark,,13766,13079,12977,12926
4,Germany,,100179,645,0,644
5,Estonia,,4695,4674,0,0
6,Ireland,,25735,26199,25823,0
7,Greece,,45515,46075,46073,46014
8,Spain,,51077,59776,0,0
9,France,,241948,241702,240377,241352
10,Croatia,,6977,166,0,171
11,Italy,,95161,94261,94623,95434
12,Cyprus,,4103,4089,0,49
13,Latvia,,2365,59,0,55
14,Lithuania,,8116,8167,0,29
15,Luxembourg,,1068,1075,1073,1035
16,Hungary,,972,1357,536,1101
17,Malta,,648,650,0,0
18,Netherlands,,35534,15795,10450,423
19,Austria,,18612,891,0,990
20,Poland,,3016,2993,2995,170
21,Portugal,,31783,32153,32138,32058
22,Romania,,11260,6440,0,7240
23,Slovenia,,6029,14,0,14
24,Slovakia,,1383,1392,382,12
25,Finland,,8157,8187,8164,8144
26,Sweden,,13788,13904,0,175
27,United Kingdom,,448391,448167,448333,448000
28,Iceland,,1108,1109,359,1115
29,Liechtenstein,,1,0,0,0
30,Norway,,6539,145,0,99
31,Switzerland,,37066,16320,15757,14703
