,Region,803,808,815,822,829
0,Belgium,,72252,72885,68932,74963
1,Bulgaria,,7640,7604,7538,171
2,Czechia,,46723,42129,40189,40082
3,Denmark,,24331,18403,15334,12322
4,Germany,,1490345,1506436,1483474,1503306
5,Estonia,,7128,7381,6419,6668
6,Ireland,,43263,43579,42946,43419
7,Greece,,152243,151715,154506,153543
8,Spain,,98362,101256,103426,102284
9,France,,998531,986565,1000932,997380
10,Croatia,,8996,9627,9009,8986
11,Italy,,495719,492517,485076,484583
12,Cyprus,,31981,32626,32149,0
13,Latvia,,16125,14835,13307,77
14,Lithuania,,18916,17733,16056,16515
15,Luxembourg,,8950,8935,9028,8807
16,Hungary,,15873,15409,16369,15369
17,Malta,,4315,4313,0,0
18,Netherlands,,174887,130422,14652,14446
19,Austria,,176035,180365,178176,179042
20,Poland,,33719,34762,151,78
21,Portugal,,72524,72359,72106,72410
22,Romania,,20432,20431,20488,20245
23,Slovenia,,16200,17759,17655,17724
24,Slovakia,,49541,49518,43311,43962
25,Finland,,46382,46898,46015,46762
26,Sweden,,6406,6448,5689,6731
27,United Kingdom,,545826,542381,546104,553641
28,Iceland,,3586,2632,1883,1540
29,Liechtenstein,,418,322,219,205
30,Norway,,11052,9070,6712,6349
31,Switzerland,,103991,114702,70577,137893
