,Region,642,647,654,661,668
0,Belgium,,33356,33152,33351,0
1,Bulgaria,,27842,28884,29228,0
2,Czechia,,19340,19428,0,0
3,Denmark,,7184,7208,7144,423327
4,Germany,,103081,102868,102153,103329
5,Estonia,,9093,9089,9117,9064
6,Ireland,,14800,14688,14656,14893
7,Greece,,21921,21881,22049,21224
8,Spain,,14162,14603,13641,13625
9,France,,34379,34798,34361,34226
10,Croatia,,14461,14974,16711,16786
11,Italy,,21967,22016,22015,22553
12,Cyprus,,1035,1029,1021,1028
13,Latvia,,17133,17417,0,0
14,Lithuania,,19488,19707,19716,19661
15,Luxembourg,,896,904,910,900
16,Hungary,,10782,10874,10597,0
17,Malta,,96,98,96,96
18,Netherlands,,33281,32559,32584,0
19,Austria,,22048,21946,22236,21688
20,Poland,,31028,30307,0,0
21,Portugal,,5272,5349,5340,5307
22,Romania,,106890,106219,106815,0
23,Slovenia,,10737,10827,10851,11137
24,Slovakia,,19941,19980,20123,0
25,Finland,,3360,3388,3330,3280
26,Sweden,,4480,4503,4478,4483
27,United Kingdom,,337273,340510,335430,338212
28,Iceland,,474,457,455,453
29,Liechtenstein,,38,40,40,40
30,Norway,,3617,3450,4036,4024
31,Switzerland,,7900,8008,7965,7984
