,Region,565,570,577,584,591
0,Belgium,,18051,16351,17529,18245
1,Bulgaria,,3406,3091,3220,3221
2,Czechia,,1347,2211,2214,2348
3,Denmark,,6747,7852,10863,0
4,Germany,,37346,27628,31023,12267
5,Estonia,,1914,1141,952,1082
6,Ireland,,12052,2898,0,0
7,Greece,,38859,38655,38789,38836
8,Spain,,191682,158665,296666,296614
9,France,,296099,150210,136714,139800
10,Croatia,,2481,2497,1178,1165
11,Italy,,20943,17204,20171,18475
12,Cyprus,,7988,4299,4439,7971
13,Latvia,,806,804,859,323
14,Lithuania,,4461,2859,3248,3179
15,Luxembourg,,298,340,178,136
16,Hungary,,884,878,887,883
17,Malta,,499,179,610,23
18,Netherlands,,29736,29137,12128,32832
19,Austria,,4634,5223,6378,7229
20,Poland,,2125,2116,2116,1107
21,Portugal,,24177,20929,22149,30843
22,Romania,,3089,910,881,689
23,Slovenia,,1304,1381,1681,297
24,Slovakia,,769,184,132,94
25,Finland,,8857,8838,0,80
26,Sweden,,7328,7283,2954,3188
27,United Kingdom,,277098,208117,158421,354773
28,Iceland,,444,14,0,14
29,Liechtenstein,,11,28,0,28
30,Norway,,3960,2853,2607,3245
31,Switzerland,,7425,7831,8776,9122
