,Region,635,640,647,654,661
0,Belgium,,19025,19097,19082,19149
1,Bulgaria,,16774,19795,19896,666
2,Czechia,,8786,1207,0,1395
3,Denmark,,4793,4821,4783,0
4,Germany,,62988,64216,61786,62028
5,Estonia,,7791,7757,0,0
6,Ireland,,11078,11281,12190,0
7,Greece,,17165,17087,17185,17043
8,Spain,,10925,10916,10921,11095
9,France,,32193,0,30737,31307
10,Croatia,,9882,9949,9759,9907
11,Italy,,17804,17704,17845,17926
12,Cyprus,,1019,1026,1018,40
13,Latvia,,13547,14520,14618,15695
14,Lithuania,,16625,16648,16750,0
15,Luxembourg,,712,712,713,716
16,Hungary,,5840,5808,0,54
17,Malta,,112,102,125,15
18,Netherlands,,23137,23175,11376,23024
19,Austria,,14117,14242,14322,14146
20,Poland,,16652,124,0,124
21,Portugal,,4622,4608,4555,4594
22,Romania,,104827,104970,0,0
23,Slovenia,,6678,6634,6656,6613
24,Slovakia,,9451,9506,0,0
25,Finland,,3255,4433,2104,4318
26,Sweden,,4130,4169,4186,4214
27,United Kingdom,,287763,288249,286887,280201
28,Iceland,,310,314,313,0
29,Liechtenstein,,15,13,9,17
30,Norway,,3023,2966,2926,0
31,Switzerland,,6560,6132,3484,2525
