,Region,453,458,465,472,479
0,Belgium,,25456,19433,18687,18808
1,Bulgaria,,15898,12920,10969,10334
2,Czechia,,27307,28811,29648,32243
3,Denmark,,5235,5923,5543,5898
4,Germany,,149582,146434,159174,120157
5,Estonia,,1128,0,3658,3599
6,Ireland,,3015,5434,5437,4855
7,Greece,,24765,42205,29494,24491
8,Spain,,58981,61706,68209,69142
9,France,,433219,387924,356670,368946
10,Croatia,,20336,21147,16572,16969
11,Italy,,120805,103198,104737,98341
12,Cyprus,,4962,4903,5177,5457
13,Latvia,,4493,4162,2840,7313
14,Lithuania,,7669,7816,7962,8106
15,Luxembourg,,1440,1431,1532,2724
16,Hungary,,62619,27877,26087,24710
17,Malta,,498,328,111,20
18,Netherlands,,63510,75946,72296,40283
19,Austria,,19397,16952,19275,33638
20,Poland,,137498,114052,102463,231949
21,Portugal,,7076,7649,2233,7698
22,Romania,,55900,26453,26261,27109
23,Slovenia,,6326,11439,7868,6655
24,Slovakia,,3208,1510,0,0
25,Finland,,2311,1979,1980,1999
26,Sweden,,61400,44598,47791,49551
27,United Kingdom,,24862,31966,0,0
28,Iceland,,22,34,0,0
29,Liechtenstein,,57,15,0,0
30,Norway,,5944,4011,3802,3509
31,Switzerland,,18912,14279,14860,14459
