,Region,418,423,430,437,444
0,Belgium,,15926,15926,15930,15936
1,Bulgaria,,18307,16617,15281,15285
2,Czechia,,82217,75188,75746,81692
3,Denmark,,3835,5439,5449,5444
4,Germany,,69222,69090,64566,64626
5,Estonia,,10966,10868,10015,10005
6,Ireland,,3578,3750,4888,4916
7,Greece,,15679,15717,15871,15468
8,Spain,,2,14,14,14
9,France,,163061,160769,160714,157624
10,Croatia,,3160,3160,3159,4212
11,Italy,,160367,136551,136042,137027
12,Cyprus,,2396,2394,2403,2394
13,Latvia,,3829,4123,4075,4050
14,Lithuania,,3283,3276,3269,3670
15,Luxembourg,,1137,1138,1136,1135
16,Hungary,,48304,50052,32614,32695
17,Malta,,1644,1651,1646,1651
18,Netherlands,,35777,35765,35939,35789
19,Austria,,17816,17936,14975,14998
20,Poland,,108702,90614,89868,89753
21,Portugal,,4981,4470,4487,4503
22,Romania,,30000,25152,25148,27848
23,Slovenia,,5180,4963,4622,6256
24,Slovakia,,14613,14734,14725,14745
25,Finland,,4731,4184,4207,4176
26,Sweden,,28700,28698,28743,28766
27,United Kingdom,,39389,39403,52834,52799
28,Iceland,,12,12,12,12
29,Liechtenstein,,13,13,13,10
30,Norway,,4007,4030,4035,4042
31,Switzerland,,8241,7134,6709,7916
