,Region,474,479,486,493,500
0,Belgium,,19460,13901,17080,14417
1,Bulgaria,,4144,6388,5790,6247
2,Czechia,,0,1274,0,1269
3,Denmark,,5385,6144,6092,6346
4,Germany,,127465,153765,89312,256729
5,Estonia,,2384,3404,2748,335
6,Ireland,,2708,3253,5965,6004
7,Greece,,12060,11483,11037,9532
8,Spain,,44571,45171,42965,43124
9,France,,130048,122017,117325,111293
10,Croatia,,11455,9979,12701,9408
11,Italy,,86264,120571,166508,71628
12,Cyprus,,3709,2253,2302,6940
13,Latvia,,5087,5160,4832,3057
14,Lithuania,,3270,2151,4003,8025
15,Luxembourg,,885,591,1062,1083
16,Hungary,,10825,5335,0,0
17,Malta,,0,0,0,0
18,Netherlands,,27148,19442,100281,101940
19,Austria,,10366,14643,11534,12112
20,Poland,,10920,40589,41921,44136
21,Portugal,,3033,3527,6321,0
22,Romania,,6968,4225,1465,0
23,Slovenia,,3333,5047,5189,5454
24,Slovakia,,1530,360,0,0
25,Finland,,1224,0,1575,1563
26,Sweden,,45642,33198,33138,73306
27,United Kingdom,,14538,12413,24059,24125
28,Iceland,,30,62,70,74
29,Liechtenstein,,36,35,53,0
30,Norway,,3119,2262,2249,2152
31,Switzerland,,17451,16355,15208,11734
