,Region,460,465,472,479,486
0,Belgium,,28842,21535,19668,0
1,Bulgaria,,10545,10148,9653,9298
2,Czechia,,9858,1844,15227,27754
3,Denmark,,5467,5563,5646,4382
4,Germany,,234169,258705,150155,154653
5,Estonia,,4247,3580,3454,3319
6,Ireland,,4244,5606,5614,5908
7,Greece,,22811,40467,27403,37364
8,Spain,,67628,72332,71659,75558
9,France,,233604,291665,206336,451956
10,Croatia,,23155,29925,30075,14451
11,Italy,,117389,86091,97786,101638
12,Cyprus,,7948,8722,9537,10392
13,Latvia,,5938,4858,5295,7260
14,Lithuania,,7972,7733,8015,7746
15,Luxembourg,,1743,1256,1241,1239
16,Hungary,,33290,21949,18924,18401
17,Malta,,276,367,0,0
18,Netherlands,,71621,112535,82442,66145
19,Austria,,18094,15306,14900,14441
20,Poland,,92423,89363,81772,82664
21,Portugal,,6949,6898,4061,2871
22,Romania,,25053,22166,21044,21007
23,Slovenia,,7177,11634,11641,5142
24,Slovakia,,3145,2124,1087,41
25,Finland,,2197,1831,1891,1939
26,Sweden,,55536,33590,41553,75520
27,United Kingdom,,3337,0,0,0
28,Iceland,,87,71,103,0
29,Liechtenstein,,58,29,0,0
30,Norway,,4042,3082,2792,2547
31,Switzerland,,15942,14066,14743,14954
