,Region,558,563,570,577,584
0,Belgium,,14249,14209,15348,15909
1,Bulgaria,,1962,2266,1507,3410
2,Czechia,,2714,2712,2715,2720
3,Denmark,,7336,10422,0,0
4,Germany,,29959,20920,26120,29561
5,Estonia,,2478,1245,1259,1674
6,Ireland,,9550,7242,0,106
7,Greece,,35795,19910,35702,371
8,Spain,,230219,87262,0,0
9,France,,199114,37411,0,404
10,Croatia,,2179,2184,370,290
11,Italy,,34975,37684,42775,44430
12,Cyprus,,1843,0,3026,0
13,Latvia,,915,919,918,917
14,Lithuania,,3804,2217,2605,2753
15,Luxembourg,,659,415,706,375
16,Hungary,,886,886,883,0
17,Malta,,828,868,0,0
18,Netherlands,,43588,37465,18489,0
19,Austria,,3809,5119,5690,6607
20,Poland,,1618,1618,1621,1617
21,Portugal,,22333,18869,17984,31345
22,Romania,,2007,924,571,472
23,Slovenia,,877,1206,1259,1625
24,Slovakia,,915,0,308,0
25,Finland,,7282,33,0,14
26,Sweden,,4888,4886,1839,349
27,United Kingdom,,386290,308200,388252,378734
28,Iceland,,453,130,0,0
29,Liechtenstein,,10,4,1,0
30,Norway,,2698,2445,2649,2026
31,Switzerland,,6284,6158,6581,7046
