,State,214,220,227,234,241,248,255,262,269,276,283,290,297,304,311
0,Washington,70595,3936,4004,4066,4123,4177,4228,4275,4318,4357,4392,4423,4449,4471,4488
1,Illinois,219701,15333,17446,19515,21910,24509,27372,30497,33891,37557,41489,45672,50086,54695,59455
2,California,664435,50557,50598,44336,46908,42542,41263,40825,37471,37326,35226,33627,32809,30835,29928
3,Arizona,197895,4683,4073,3535,3064,2654,2297,1987,1718,1485,1283,1109,957,827,713
4,Massachusetts,125360,2165,2096,2032,1969,1907,1846,1787,1728,1670,1614,1559,1505,1453,1402
5,Wisconsin,70009,5600,5844,6055,6253,6445,6629,6804,6970,7123,7265,7392,7504,7601,7680
6,Texas,589349,32047,23950,17919,13400,10013,7479,5584,4168,3110,2321,1731,1291,963,718
7,Nebraska,31780,1615,1490,1388,1307,1211,1134,1057,985,919,856,797,742,691,643
8,Utah,48814,2483,2558,2556,2581,2593,2606,2617,2625,2632,2636,2638,2639,2637,2633
9,Oregon,24710,1690,1607,1527,1449,1374,1303,1234,1169,1106,1046,990,935,884,835
10,Florida,597597,26264,22723,19581,16836,14454,12396,10620,9090,7776,6647,5680,4850,4141,3534
11,New York,429165,4233,4048,3862,3681,3508,3342,3183,3030,2884,2744,2611,2483,2361,2245
12,Rhode Island,21022,637,636,631,622,616,609,601,594,587,579,572,564,556,548
13,Georgia,252222,17865,17675,17412,17097,16738,16342,15910,15449,14961,14453,13928,13390,12844,12294
14,New Hampshire,7094,123,121,119,116,114,112,110,108,106,104,102,100,98,96
15,North Carolina,153640,9770,10397,10486,10769,10971,11186,11389,11583,11769,11944,12109,12262,12403,12532
16,New Jersey,189346,2214,2039,1969,1879,1795,1715,1638,1564,1494,1426,1361,1299,1240,1183
17,Colorado,54864,1862,1646,1458,1296,1147,1018,902,799,708,627,555,492,436,386
18,Maryland,103523,3512,3032,2589,2254,1931,1667,1437,1236,1066,918,791,681,586,505
19,Nevada,65069,3970,3447,2999,2602,2258,1958,1696,1469,1272,1101,953,824,713,616
20,Tennessee,142083,9427,8566,7705,6951,6254,5625,5055,4540,4075,3656,3278,2938,2632,2358
21,Hawaii,6356,1770,1980,2208,2454,2720,3003,3303,3617,3942,4275,4609,4940,5260,5563
22,Indiana,85317,6059,6305,6543,6777,7007,7231,7447,7655,7852,8037,8209,8366,8507,8631
23,Kentucky,43066,5275,5696,6239,6791,7389,8024,8698,9411,10159,10941,11754,12594,13454,14329
24,Minnesota,68867,4521,4642,4728,4827,4918,5008,5094,5178,5259,5336,5409,5478,5542,5603
25,Oklahoma,52599,5315,5538,5728,5904,6068,6219,6356,6478,6582,6667,6734,6780,6805,6809
26,Pennsylvania,133160,4680,4347,4022,3784,3512,3278,3057,2847,2655,2473,2304,2147,2000,1863
27,South Carolina,111295,4652,4040,3354,2838,2379,1999,1678,1409,1182,992,832,698,585,491
28,District of Columbia,13534,420,403,398,391,383,376,369,361,354,347,339,332,324,317
29,Kansas,37388,4186,4533,4877,5227,5583,5942,6301,6655,7000,7330,7640,7924,8179,8397
30,Missouri,74952,8284,8082,7934,7895,7718,7618,7490,7349,7223,7080,6941,6799,6653,6508
31,Vermont,1553,43,38,35,32,29,27,24,22,20,18,17,15,14,13
32,Virginia,112068,6130,5839,5535,5243,4945,4655,4369,4092,3824,3566,3319,3084,2860,2649
33,Connecticut,51519,383,371,357,344,331,318,305,294,282,271,260,250,240,231
34,Iowa,55996,5397,6955,8919,11372,14394,18054,22386,27364,32871,38669,44379,49507,53500,55857
35,Louisiana,141720,3461,2394,1655,1148,793,549,380,263,182,126,87,60,42,29
36,Ohio,114165,7477,8180,8923,9718,10566,11469,12426,13438,14501,15612,16767,17961,19184,20430
37,Michigan,106044,4743,4527,4474,4374,4284,4194,4104,4014,3924,3836,3748,3660,3574,3488
38,South Dakota,11135,1620,2711,4504,7397,11918,18624,27746,38503,48419,53764,51906,43654,32586,22196
39,Arkansas,56199,4247,4351,4416,4465,4502,4527,4540,4540,4529,4505,4469,4422,4363,4295
40,Delaware,16828,515,471,470,456,445,434,423,412,402,391,380,370,360,350
41,Mississippi,77268,5757,6075,6097,6218,6285,6351,6401,6439,6463,6474,6470,6453,6422,6378
42,New Mexico,24302,1078,1088,1089,1087,1084,1080,1076,1070,1063,1056,1047,1038,1028,1017
43,North Dakota,9736,1373,1627,1812,2055,2306,2585,2885,3208,3551,3911,4284,4664,5045,5419
44,Wyoming,3543,378,456,556,670,811,978,1178,1416,1698,2029,2415,2863,3376,3955
45,Alaska,4677,561,568,593,611,631,652,672,692,713,733,754,775,795,816
46,Maine,4318,210,261,323,401,497,615,761,941,1161,1431,1759,2158,2639,3215
47,Alabama,114532,7249,7255,7227,7178,7111,7026,6924,6806,6673,6528,6370,6201,6023,5837
48,Idaho,29659,2126,1914,1717,1536,1373,1225,1092,972,865,769,683,606,538,477
49,Montana,6376,1001,1337,1778,2356,3107,4073,5299,6827,8682,10862,13313,15913,18456,20670
50,Puerto Rico,29577,3287,2813,2399,2044,1740,1480,1258,1068,907,769,652,553,469,397
51,"Virgin Islands, U.S.",932,290,361,458,575,718,890,1091,1321,1576,1848,2121,2378,2594,2748
52,Guam,767,482,910,1699,3097,5397,8699,12375,14742,14177,11023,7207,4184,2262,1175
53,West Virginia,9185,743,690,649,608,570,534,500,468,438,410,384,359,336,314
54,Northern Mariana Islands,54,1,1,1,1,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
