,County,284,290,297,304,311,318,325
0,01001,2173,34,32,29,27,23,21
1,01003,6966,105,100,97,96,94,92
2,01005,1061,16,14,13,11,11,9
3,01007,878,12,11,10,9,8,7
4,01009,2095,26,23,20,18,15,13
5,01011,655,5,4,4,3,3,3
6,01013,1024,8,7,7,6,5,5
7,01015,4892,73,65,58,51,46,41
8,01017,1392,18,17,15,14,12,11
9,01019,787,15,13,12,11,9,8
10,01021,1946,29,25,22,19,16,15
11,01023,395,3,3,2,2,2,2
12,01025,1406,11,10,9,8,7,6
13,01027,776,9,8,7,6,5,4
14,01029,590,6,5,4,3,3,3
15,01031,1878,52,48,45,41,38,35
16,01033,2307,34,31,28,25,22,19
17,01035,577,3,2,2,2,1,1
18,01037,223,5,4,4,4,3,3
19,01039,1892,32,29,25,22,20,17
20,01041,621,9,7,7,6,5,5
21,01043,2831,32,28,25,23,21,19
22,01045,1926,32,28,24,21,18,16
23,01047,1907,12,11,9,8,7,6
24,01049,3691,46,41,36,32,28,25
25,01051,3314,51,45,40,35,32,28
26,01053,1768,14,12,11,9,8,7
27,01055,4530,66,59,51,46,41,36
28,01057,608,14,12,10,9,8,7
29,01059,2185,30,27,24,21,19,17
30,01061,975,33,30,28,25,22,20
31,01063,351,3,2,2,2,1,1
32,01065,796,12,11,9,9,8,7
33,01067,747,15,14,12,11,10,9
34,01069,4320,107,98,90,83,74,68
35,01071,2347,40,37,32,30,27,25
36,01073,24472,328,297,268,243,220,199
37,01075,534,8,7,6,6,5,5
38,01077,2743,46,41,36,32,29,25
39,01079,941,20,18,16,14,13,11
40,01081,6715,78,67,60,52,48,42
41,01083,3108,44,38,33,28,24,21
42,01085,728,4,4,3,3,2,2
43,01087,565,6,6,5,5,4,4
44,01089,9787,154,137,124,112,102,94
45,01091,1066,12,10,9,8,8,6
46,01093,1127,13,12,12,11,10,9
47,01095,4570,44,42,40,37,34,31
48,01097,17298,138,123,109,97,87,79
49,01099,668,4,3,3,2,2,2
50,01101,10702,100,92,81,73,66,60
51,01103,4523,61,54,46,41,36,31
52,01105,606,2,1,1,1,1,1
53,01107,929,13,12,11,9,9,8
