,County,291,297,304,311,318,325,332
0,01001,2307,110,123,136,142,144,135
1,01003,7263,281,236,199,168,145,119
2,01005,1098,50,50,59,67,75,79
3,01007,942,52,53,52,49,48,46
4,01009,2338,279,329,356,353,320,260
5,01011,664,0,0,0,0,0,0
6,01013,1053,13,14,14,15,14,15
7,01015,5214,307,288,277,255,231,200
8,01017,1488,103,121,152,177,203,214
9,01019,846,53,56,61,64,68,64
10,01021,2016,62,56,54,47,44,40
11,01023,407,1,0,0,0,0,0
12,01025,1449,3,5,7,7,7,7
13,01027,816,34,33,33,31,28,29
14,01029,627,21,15,13,7,7,7
15,01031,1999,89,75,61,53,48,39
16,01033,2478,341,415,435,393,322,242
17,01035,607,6,7,7,7,7,7
18,01037,239,14,14,13,15,14,15
19,01039,1943,103,86,75,66,57,49
20,01041,647,5,7,7,6,7,7
21,01043,3239,367,332,294,252,214,179
22,01045,2055,160,202,249,280,293,283
23,01047,1985,22,21,14,11,7,7
24,01049,3903,208,207,237,280,307,321
25,01051,3471,112,112,116,117,115,113
26,01053,1827,0,0,0,0,2,1
27,01055,4918,431,494,524,514,464,399
28,01057,679,35,35,36,34,32,28
29,01059,2254,41,32,22,14,7,5
30,01061,1033,34,33,33,31,28,27
31,01063,361,0,0,0,0,0,0
32,01065,832,12,9,8,7,7,7
33,01067,782,8,7,7,7,7,6
34,01069,4517,197,221,241,262,288,302
35,01071,2488,151,118,93,73,57,44
36,01073,25957,1454,1598,1742,1859,1951,1931
37,01075,556,35,29,29,26,25,21
38,01077,2956,644,789,847,769,614,443
39,01079,1006,86,87,85,84,78,75
40,01081,6921,214,253,302,335,396,442
41,01083,3386,291,342,379,380,366,329
42,01085,745,0,0,0,0,0,0
43,01087,612,29,45,59,73,86,95
44,01089,10442,743,1038,1400,1740,2020,2185
45,01091,1097,13,8,7,7,1,0
46,01093,1213,85,132,189,245,284,298
47,01095,4865,291,379,464,541,567,550
48,01097,17802,543,572,605,623,642,637
49,01099,692,6,7,10,14,20,26
50,01101,11152,513,517,526,514,489,451
51,01103,4920,386,399,394,386,344,305
52,01105,619,0,0,0,0,0,0
53,01107,1008,48,49,41,36,30,25
54,01109,1430,37,35,34,34,29,28
55,01111,896,34,30,28,28,28,27
56,01113,2021,32,18,14,14,11,9
57,01115,3494,283,255,233,197,171,146
58,01117,8315,474,525,575,608,639,656
59,01119,509,10,10,11,14,13,14
60,01121,2947,113,94,73,54,37,27
61,01123,1484,7,7,7,6,7,6
62,01125,11244,400,329,272,220,180,137
63,01127,3141,209,223,236,234,234,219
64,01129,816,0,0,0,0,0,0
65,01131,592,0,0,0,0,0,0
66,01133,1042,36,34,31,24,21,20
67,02013,19,0,0,0,0,0,0
68,02016,103,0,0,0,0,0,0
69,02020,10209,1519,1616,1664,1621,1532,1394
70,02050,672,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,33,0,0,0,0,0,0
73,02070,70,0,0,0,0,0,0
74,02090,2533,0,0,0,0,0,0
75,02100,15,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,655,93,116,136,151,162,157
78,02122,1362,221,295,370,435,495,531
79,02130,134,14,13,8,4,0,0
80,02150,143,0,0,0,0,0,0
81,02158,327,33,18,9,7,0,0
82,02164,117,0,0,0,0,0,0
83,02170,1946,0,2,3,6,5,7
84,02180,153,0,0,0,0,0,0
85,02185,319,0,0,0,0,0,0
86,02188,284,0,0,0,0,0,0
87,02195,21,0,0,0,0,0,0
88,02198,40,0,0,0,0,0,0
89,02220,98,7,6,0,0,0,0
90,02230,7,0,0,0,0,0,0
91,02240,105,0,0,0,0,0,0
92,02261,196,,,,,,NaN
93,02275,19,0,0,0,0,0,0
94,02282,38,0,0,0,0,0,0
95,02290,127,0,0,0,0,0,0
96,04001,4127,112,113,114,117,115,115
97,04003,2384,246,376,547,742,899,991
98,04005,5846,406,437,465,493,495,490
99,04007,2168,198,237,294,346,367,374
100,04009,1434,200,229,262,291,297,301
101,04011,116,,,,,,NaN
102,04012,646,10,11,9,8,11,13
103,04013,166850,8390,10851,13488,15818,17722,18842
104,04015,4740,289,422,583,770,919,1035
105,04017,6803,83,63,48,35,29,25
106,04019,30419,1796,1792,1779,1765,1727,1651
107,04021,12805,667,873,1079,1269,1420,1472
108,04023,3130,12,14,13,10,8,8
109,04025,3284,353,587,920,1324,1725,1990
110,04027,14512,293,228,153,95,60,35
111,05001,778,55,48,43,37,29,24
112,05003,617,0,0,1,1,4,5
113,05005,916,176,189,191,183,158,133
114,05007,9508,1151,1763,2482,3158,3553,3452
115,05009,1197,108,133,146,158,164,150
116,05011,383,0,0,0,0,0,0
117,05013,79,16,14,13,14,8,7
118,05015,1094,43,38,31,27,21,21
119,05017,1065,0,0,0,0,0,0
120,05019,602,42,44,41,38,32,28
121,05021,577,43,38,30,27,24,21
122,05023,547,52,68,83,88,95,95
123,05025,281,0,0,0,0,0,0
124,05027,805,39,42,44,47,45,44
125,05029,402,24,32,36,42,44,44
126,05031,5509,732,925,1096,1175,1163,1038
127,05033,2376,228,277,312,317,304,274
128,05035,2705,182,185,176,157,141,122
129,05037,639,26,24,22,21,20,17
130,05039,198,0,0,0,0,0,0
131,05041,458,20,20,21,21,19,18
132,05043,473,11,16,19,26,31,38
133,05045,3748,237,246,254,261,266,256
134,05047,622,47,40,33,29,25,20
135,05049,383,30,27,26,21,21,19
136,05051,2838,206,180,161,142,126,110
137,05053,410,26,27,26,26,27,26
138,05055,1917,271,291,295,281,242,201
139,05057,670,86,104,120,126,125,117
140,05059,2418,144,168,191,207,218,213
141,05061,687,31,42,48,55,60,61
142,05063,1613,78,91,105,118,119,120
143,05065,835,114,97,75,51,34,23
144,05067,1029,94,74,55,40,29,21
145,05069,4547,164,178,177,170,157,141
146,05071,1090,47,49,49,50,50,50
147,05073,220,7,7,7,7,5,1
148,05075,955,87,65,54,46,34,28
149,05077,1118,0,0,0,0,0,0
150,05079,2355,,,,,,NaN
151,05081,517,19,21,23,22,23,22
152,05083,650,1,6,7,7,10,14
153,05085,2054,169,156,142,126,111,97
154,05087,473,23,29,34,39,44,47
155,05089,219,39,50,64,76,82,88
156,05091,1783,220,185,157,125,93,72
157,05093,2622,180,150,118,89,65,45
158,05095,249,11,8,11,9,12,9
159,05097,198,0,0,0,0,0,0
160,05099,366,30,36,36,41,41,40
161,05101,345,0,0,0,0,0,0
162,05103,434,43,48,51,58,61,67
163,05105,180,18,20,22,22,24,25
164,05107,807,1,0,0,0,0,0
165,05109,288,6,7,7,7,7,7
166,05111,1332,19,16,17,20,17,15
167,05113,435,45,72,96,118,135,138
168,05115,2981,145,148,149,150,149,142
169,05117,275,17,22,28,30,32,35
170,05119,13223,848,1006,1157,1307,1449,1533
171,05121,754,50,44,34,29,21,17
172,05123,1843,51,49,44,38,34,31
173,05125,3382,413,496,570,636,674,676
174,05127,265,29,28,30,28,24,21
175,05129,227,0,0,0,0,0,0
176,05131,5562,480,663,821,962,996,923
177,05133,1498,0,0,0,0,0,0
178,05135,446,48,56,56,56,53,49
179,05137,416,0,0,0,0,0,0
180,05139,1261,75,94,107,116,123,118
181,05141,246,6,11,16,20,27,31
182,05143,12523,706,820,941,1028,1095,1133
183,05145,1917,384,571,731,805,764,652
184,05147,152,20,17,15,14,13,11
185,05149,1411,7,7,6,3,0,0
186,06001,24664,844,1042,1325,1631,1959,2467
187,06003,23,7,2,0,0,0,0
188,06005,375,35,43,56,74,90,110
189,06007,3277,107,118,136,151,162,187
190,06009,366,0,0,0,0,0,0
191,06011,583,20,21,21,19,16,15
192,06013,19943,762,848,973,1054,1125,1180
193,06015,203,11,17,22,29,36,40
194,06017,1495,150,238,368,565,813,1154
195,06019,32497,806,814,819,825,838,821
196,06021,716,19,21,21,22,24,24
197,06023,605,25,39,57,76,106,144
198,06025,13398,217,182,129,84,51,31
199,06027,252,2,0,0,0,0,0
200,06029,35063,940,1289,1724,2252,2944,3663
201,06031,9005,300,558,881,1291,1659,1821
202,06033,751,28,28,31,30,31,34
203,06035,799,0,0,0,0,0,0
204,06037,319977,14055,18143,22733,28285,34273,40015
205,06039,5249,172,226,278,331,388,445
206,06041,7232,90,123,157,193,238,293
207,06043,89,7,7,8,8,11,13
208,06045,1216,35,42,47,47,47,48
209,06047,9982,389,518,666,819,955,1060
210,06049,73,7,5,0,0,0,0
211,06051,352,85,78,58,42,29,16
212,06053,12136,462,540,615,693,764,828
213,06055,2260,209,309,430,557,721,836
214,06057,710,73,104,151,213,284,372
215,06059,62255,1910,2151,2353,2603,2777,3000
216,06061,4745,387,437,470,526,576,592
217,06063,99,11,9,8,7,7,6
218,06065,71153,2805,3243,3658,4122,4535,5004
219,06067,27773,1525,1795,2089,2393,2642,2886
220,06069,1509,35,51,70,91,117,150
221,06071,68721,3286,4166,5297,6682,7922,9208
222,06073,59682,3246,3975,4865,6029,7216,8421
223,06075,12980,544,631,757,851,964,1092
224,06077,22635,499,497,486,471,471,455
225,06079,4668,365,601,972,1496,2141,2918
226,06081,11810,530,757,1042,1513,2125,2977
227,06083,10157,158,149,142,147,152,174
228,06085,26490,1208,1269,1283,1306,1340,1310
229,06087,3130,256,358,504,687,889,1146
230,06089,2547,674,1289,2161,3210,3939,3871
231,06091,7,0,0,0,0,0,0
232,06093,292,27,40,51,62,79,92
233,06095,8132,600,705,809,899,994,1082
234,06097,10248,631,731,856,963,1104,1191
235,06099,18386,475,562,639,736,810,898
236,06101,1992,114,157,221,305,412,508
237,06103,1043,85,77,69,66,53,50
238,06105,43,1,0,0,0,0,0
239,06107,18312,486,571,682,797,911,1021
240,06109,329,45,65,92,126,153,204
241,06111,15364,800,1093,1480,1902,2456,3069
242,06113,3486,187,249,306,384,468,549
243,06115,1434,82,106,126,144,148,149
244,08001,18226,2915,3052,3103,2978,2834,2593
245,08003,393,17,25,36,46,56,64
246,08005,16332,2473,2495,2464,2326,2249,2085
247,08007,73,0,0,0,0,0,0
248,08009,39,0,0,0,0,0,0
249,08011,24,,,,,,NaN
250,08013,6863,1018,1171,1325,1482,1630,1664
251,08014,1269,158,115,82,61,45,31
252,08015,466,14,16,17,16,15,15
253,08017,16,0,0,0,0,0,0
254,08019,108,21,21,21,25,23,23
255,08021,103,7,7,7,5,5,4
256,08023,48,,,,,,NaN
257,08025,203,79,49,28,13,7,0
258,08027,32,0,0,0,0,0,0
259,08029,267,44,65,84,101,115,125
260,08031,23218,3419,3383,3248,3041,2688,2451
261,08033,3,0,0,0,0,0,0
262,08035,5532,1089,1168,1248,1270,1243,1207
263,08037,1675,234,326,451,583,711,771
264,08039,304,48,75,107,137,172,193
265,08041,14062,3908,5496,7016,8175,8469,7786
266,08043,1107,337,408,450,460,418,343
267,08045,1390,178,236,303,367,418,450
268,08047,45,13,20,31,42,51,51
269,08049,174,7,7,7,7,3,1
270,08051,347,12,9,7,5,0,0
271,08053,4,0,0,0,0,0,0
272,08055,50,0,0,0,0,0,0
273,08057,9,0,0,0,0,0,0
274,08059,11562,2217,2222,2147,1931,1696,1431
275,08061,8,0,0,0,0,0,0
276,08063,191,0,0,0,0,0,0
277,08065,163,3,5,7,7,7,7
278,08067,472,62,79,99,118,137,154
279,08069,5425,1067,1365,1670,1982,2255,2394
280,08071,96,6,1,0,0,0,0
281,08073,30,0,0,0,0,0,0
282,08075,1529,190,219,224,215,182,149
283,08077,2405,745,839,906,895,842,723
284,08079,21,0,0,0,0,0,0
285,08081,100,7,4,2,0,0,0
286,08083,295,48,62,77,86,94,97
287,08085,541,46,57,66,77,92,98
288,08087,1057,131,182,215,234,226,195
289,08089,225,16,25,31,42,54,61
290,08091,52,,,,,,NaN
291,08093,125,11,8,7,7,7,7
292,08095,93,0,0,0,0,0,0
293,08097,324,16,20,23,26,27,28
294,08099,265,35,29,25,22,19,14
295,08101,3160,950,1120,1244,1248,1153,985
296,08103,38,0,0,0,0,0,0
297,08105,144,7,7,7,7,7,7
298,08107,286,32,42,48,53,54,60
299,08109,168,2,0,0,0,0,0
300,08111,12,0,0,0,0,0,0
301,08113,118,3,0,0,0,0,0
302,08115,60,0,0,0,0,0,0
303,08117,961,209,233,234,214,175,127
304,08119,317,76,100,127,145,153,156
305,08121,127,1,0,0,0,0,0
306,08123,7961,1519,1793,2072,2308,2470,2463
307,08125,248,,,,,,NaN
308,09001,26435,2366,1722,1159,770,492,321
309,09003,19769,1906,2089,2213,2280,2309,2314
310,09005,2559,316,324,325,337,329,322
