,County,341,346,353,360,367
0,01001,4065,285,346,387,379
1,01003,12962,922,1015,1242,1268
2,01005,1417,68,75,89,81
3,01007,1762,114,136,138,121
4,01009,4483,239,304,354,276
5,01011,830,43,42,40,41
6,01013,1457,57,76,101,91
7,01015,9286,539,640,678,670
8,01017,2229,86,97,180,157
9,01019,1372,87,114,130,118
10,01021,2845,126,155,186,177
11,01023,487,16,25,35,33
12,01025,2311,113,117,179,122
13,01027,1111,47,60,72,54
14,01029,999,48,65,79,62
15,01031,3430,212,256,307,332
16,01033,4469,280,302,329,433
17,01035,824,22,35,46,40
18,01037,480,22,31,46,45
19,01039,2796,105,138,156,164
20,01041,912,56,68,75,76
21,01043,6774,406,449,529,467
22,01045,3201,179,218,256,247
23,01047,2689,99,128,152,131
24,01049,6734,291,371,396,289
25,01051,6063,447,535,578,589
26,01053,2544,115,125,149,125
27,01055,9704,599,651,701,721
28,01057,1393,77,90,108,105
29,01059,3169,132,154,195,154
30,01061,1604,88,97,117,127
31,01063,633,41,44,59,56
32,01065,1395,111,120,113,108
33,01067,1178,84,98,109,81
34,01069,6949,327,423,503,455
35,01071,4915,206,256,327,403
36,01073,49981,3344,3127,3746,5109
37,01075,1017,59,74,86,62
38,01077,6162,504,560,556,653
39,01079,1958,155,183,198,155
40,01081,9928,497,592,800,708
41,01083,6561,485,550,593,564
42,01085,922,26,35,49,54
43,01087,974,60,70,83,77
44,01089,21385,1723,1828,1855,2104
45,01091,1755,108,116,139,125
46,01093,2004,131,152,172,163
47,01095,8865,392,458,509,416
48,01097,25171,1457,1481,1752,2001
49,01099,1112,77,93,100,82
50,01101,15678,779,880,1040,1169
51,01103,10252,716,724,787,792
52,01105,836,35,47,49,40
53,01107,1681,109,127,127,125
54,01109,1912,88,95,123,135
55,01111,1221,50,62,85,66
56,01113,2694,124,163,176,174
57,01115,6280,425,451,537,557
58,01117,15159,1044,1034,1184,1449
59,01119,822,54,66,66,54
60,01121,4953,253,318,343,426
61,01123,2304,117,138,186,191
62,01125,17859,943,991,1179,1224
63,01127,5046,280,309,364,363
64,01129,1159,61,77,85,68
65,01131,853,34,39,62,44
66,01133,1921,129,136,169,183
67,02013,40,1,3,4,10
68,02016,189,16,14,19,31
69,02020,22540,746,928,1371,1554
70,02050,2190,104,100,146,244
71,02060,0,0,0,0,0
72,02068,60,1,3,5,8
73,02070,115,2,5,7,14
74,02090,4837,245,294,436,532
75,02100,22,0,1,0,2
76,02105,0,0,0,0,0
77,02110,1031,35,41,63,94
78,02122,3609,127,178,304,315
79,02130,233,4,9,11,29
80,02150,894,67,78,106,121
81,02158,693,23,40,68,36
82,02164,157,1,3,4,10
83,02170,6212,325,318,509,880
84,02180,272,7,12,20,40
85,02185,799,38,57,74,97
86,02188,400,6,11,14,35
87,02195,29,0,1,3,5
88,02198,71,2,4,6,10
89,02220,269,11,17,18,42
90,02230,17,1,1,1,1
91,02240,402,17,24,37,43
92,02261,329,12,18,27,32
93,02275,24,0,1,1,3
94,02282,52,0,1,1,6
95,02290,207,4,10,10,21
96,04001,7255,304,431,520,674
97,04003,7236,878,911,987,1208
98,04005,10852,741,773,1103,1156
99,04007,4347,278,314,329,425
100,04009,3137,265,278,287,381
101,04011,382,25,32,44,85
102,04012,1347,127,114,130,139
103,04013,309737,17545,20115,14493,19263
104,04015,11799,1215,1334,1411,1459
105,04017,11067,486,546,803,870
106,04019,67360,5136,5076,6208,6215
107,04021,26388,2433,2194,2833,2884
108,04023,5798,371,361,405,495
