,County,201,206,213,220,227,234,241,248,255
0,01001,1174,98,98,98,98,98,98,98,98
1,01003,3651,407,407,407,407,407,407,407,407
2,01005,576,19,19,19,19,19,19,19,19
3,01007,442,66,66,66,66,66,66,66,66
4,01009,812,84,84,84,84,84,84,84,84
5,01011,466,27,27,27,27,27,27,27,27
6,01013,767,15,15,15,15,15,15,15,15
7,01015,1807,323,323,323,323,323,323,323,323
8,01017,844,33,33,33,33,33,33,33,33
9,01019,275,48,48,48,48,48,48,48,48
10,01021,809,115,115,115,115,115,115,115,115
11,01023,287,10,10,10,10,10,10,10,10
12,01025,826,183,183,183,183,183,183,183,183
13,01027,263,52,52,52,52,52,52,52,52
14,01029,127,14,14,14,14,14,14,14,14
15,01031,764,61,61,61,61,61,61,61,61
16,01033,1207,121,121,121,121,121,121,121,121
17,01035,393,25,25,25,25,25,25,25,25
18,01037,103,12,12,12,12,12,12,12,12
19,01039,737,50,50,50,50,50,50,50,50
20,01041,326,35,35,35,35,35,35,35,35
21,01043,1227,130,130,130,130,130,130,130,130
22,01045,835,64,64,64,64,64,64,64,64
23,01047,1331,53,53,53,53,53,53,53,53
24,01049,1830,148,148,148,148,148,148,148,148
25,01051,1731,153,153,153,153,153,153,153,153
26,01053,1087,123,123,123,123,123,123,123,123
27,01055,2162,220,220,220,220,220,220,220,220
28,01057,212,37,37,37,37,37,37,37,37
29,01059,1288,105,105,105,105,105,105,105,105
30,01061,263,41,41,41,41,41,41,41,41
31,01063,252,11,11,11,11,11,11,11,11
32,01065,478,25,25,25,25,25,25,25,25
33,01067,264,21,21,21,21,21,21,21,21
34,01069,1419,111,111,111,111,111,111,111,111
35,01071,1014,185,185,185,185,185,185,185,185
36,01073,13258,1504,1504,1504,1504,1504,1504,1504,1504
37,01075,229,29,29,29,29,29,29,29,29
38,01077,1189,129,129,129,129,129,129,129,129
39,01079,351,50,50,50,50,50,50,50,50
40,01081,2700,205,205,205,205,205,205,205,205
41,01083,1349,163,163,163,163,163,163,163,163
42,01085,573,26,26,26,26,26,26,26,26
43,01087,339,30,30,30,30,30,30,30,30
44,01089,5447,497,497,497,497,497,497,497,497
45,01091,565,47,47,47,47,47,47,47,47
46,01093,580,42,42,42,42,42,42,42,42
47,01095,3189,252,252,252,252,252,252,252,252
48,01097,10517,1370,1370,1370,1370,1370,1370,1370,1370
49,01099,421,34,34,34,34,34,34,34,34
50,01101,6835,516,516,516,516,516,516,516,516
51,01103,2411,213,213,213,213,213,213,213,213
52,01105,445,21,21,21,21,21,21,21,21
53,01107,404,33,33,33,33,33,33,33,33
54,01109,708,59,59,59,59,59,59,59,59
55,01111,403,10,10,10,10,10,10,10,10
56,01113,1387,173,173,173,173,173,173,173,173
57,01115,1354,159,159,159,159,159,159,159,159
58,01117,3309,306,306,306,306,306,306,306,306
59,01119,364,0,0,0,0,0,0,0,0
60,01121,1048,147,147,147,147,147,147,147,147
61,01123,865,53,53,53,53,53,53,53,53
62,01125,4230,339,339,339,339,339,339,339,339
63,01127,1539,70,70,70,70,70,70,70,70
64,01129,443,82,82,82,82,82,82,82,82
65,01131,432,26,26,26,26,26,26,26,26
66,01133,457,24,24,24,24,24,24,24,24
67,02013,2,1,1,1,1,1,1,1,1
68,02016,4,0,0,0,0,0,0,0,0
69,02020,2198,331,331,331,331,331,331,331,331
70,02050,23,2,2,2,2,2,2,2,2
71,02060,10,3,3,3,3,3,3,3,3
72,02068,1,0,0,0,0,0,0,0,0
73,02070,1,0,0,0,0,0,0,0,0
74,02090,440,28,28,28,28,28,28,28,28
75,02100,4,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,110,14,14,14,14,14,14,14,14
78,02122,328,16,16,16,16,16,16,16,16
79,02130,36,2,2,2,2,2,2,2,2
80,02150,6,0,0,0,0,0,0,0,0
81,02158,6,2,2,2,2,2,2,2,2
82,02164,0,0,0,0,0,0,0,0,0
83,02170,349,37,37,37,37,37,37,37,37
84,02180,19,2,2,2,2,2,2,2,2
85,02185,18,5,5,5,5,5,5,5,5
86,02188,40,11,11,11,11,11,11,11,11
87,02195,6,0,0,0,0,0,0,0,0
88,02198,8,3,3,3,3,3,3,3,3
89,02220,27,4,4,4,4,4,4,4,4
90,02230,0,0,0,0,0,0,0,0,0
91,02240,17,2,2,2,2,2,2,2,2
92,02261,53,5,5,5,5,5,5,5,5
93,02275,8,4,4,4,4,4,4,4,4
94,02282,7,0,0,0,0,0,0,0,0
95,02290,53,6,6,6,6,6,6,6,6
96,04001,3194,101,101,101,101,101,101,101,101
97,04003,1611,77,77,77,77,77,77,77,77
98,04005,3099,112,112,112,112,112,112,112,112
99,04007,916,83,83,83,83,83,83,83,83
100,04009,549,61,61,61,61,61,61,61,61
101,04011,57,2,2,2,2,2,2,2,2
102,04012,477,6,6,6,6,6,6,6,6
103,04013,126371,6250,6250,6250,6250,6250,6250,6250,6250
104,04015,3202,160,160,160,160,160,160,160,160
105,04017,5375,113,113,113,113,113,113,113,113
106,04019,17996,1253,1253,1253,1253,1253,1253,1253,1253
107,04021,8378,203,203,203,203,203,203,203,203
108,04023,2671,48,48,48,48,48,48,48,48
109,04025,2018,202,202,202,202,202,202,202,202
110,04027,11609,434,434,434,434,434,434,434,434
111,05001,221,18,18,18,18,18,18,18,18
112,05003,330,84,84,84,84,84,84,84,84
113,05005,71,11,11,11,11,11,11,11,11
114,05007,4794,260,260,260,260,260,260,260,260
115,05009,212,46,46,46,46,46,46,46,46
116,05011,204,44,44,44,44,44,44,44,44
117,05013,17,3,3,3,3,3,3,3,3
118,05015,359,16,16,16,16,16,16,16,16
119,05017,739,207,207,207,207,207,207,207,207
120,05019,177,25,25,25,25,25,25,25,25
121,05021,136,25,25,25,25,25,25,25,25
122,05023,202,15,15,15,15,15,15,15,15
123,05025,102,30,30,30,30,30,30,30,30
124,05027,217,28,28,28,28,28,28,28,28
125,05029,153,16,16,16,16,16,16,16,16
126,05031,1374,232,232,232,232,232,232,232,232
127,05033,635,98,98,98,98,98,98,98,98
128,05035,1369,160,160,160,160,160,160,160,160
129,05037,204,33,33,33,33,33,33,33,33
130,05039,64,5,5,5,5,5,5,5,5
131,05041,197,48,48,48,48,48,48,48,48
132,05043,209,43,43,43,43,43,43,43,43
133,05045,1319,100,100,100,100,100,100,100,100
134,05047,127,21,21,21,21,21,21,21,21
135,05049,44,13,13,13,13,13,13,13,13
136,05051,1058,155,155,155,155,155,155,155,155
137,05053,137,11,11,11,11,11,11,11,11
138,05055,485,114,114,114,114,114,114,114,114
139,05057,247,32,32,32,32,32,32,32,32
140,05059,1554,79,79,79,79,79,79,79,79
141,05061,342,42,42,42,42,42,42,42,42
142,05063,537,147,147,147,147,147,147,147,147
143,05065,53,8,8,8,8,8,8,8,8
144,05067,117,51,51,51,51,51,51,51,51
145,05069,1574,204,204,204,204,204,204,204,204
146,05071,670,46,46,46,46,46,46,46,46
147,05073,54,4,4,4,4,4,4,4,4
