,County,328,339,346
0,01001,3426,520,386
1,01003,11061,1672,1261
2,01005,1292,125,101
3,01007,1504,251,188
4,01009,3881,616,456
5,01011,733,64,53
6,01013,1332,159,121
7,01015,7966,1137,856
8,01017,2040,218,176
9,01019,1213,152,119
10,01021,2585,290,241
11,01023,455,39,31
12,01025,2101,309,226
13,01027,1014,107,91
14,01029,892,103,82
15,01031,2971,390,296
16,01033,3915,485,344
17,01035,784,78,62
18,01037,438,54,34
19,01039,2563,275,228
20,01041,793,86,67
21,01043,5831,818,566
22,01045,2809,357,275
23,01047,2517,239,190
24,01049,5933,705,496
25,01051,5076,732,563
26,01053,2291,226,182
27,01055,8156,1143,795
28,01057,1199,182,126
29,01059,2896,344,274
30,01061,1427,151,118
31,01063,552,87,62
32,01065,1159,159,117
33,01067,1006,125,96
34,01069,6155,745,531
35,01071,4433,687,474
36,01073,41718,6304,4348
37,01075,870,140,101
38,01077,5200,689,463
39,01079,1617,226,164
40,01081,8857,1055,893
41,01083,5457,802,568
42,01085,870,95,73
43,01087,855,104,82
44,01089,17454,2631,1816
45,01091,1523,229,168
46,01093,1716,240,179
47,01095,7890,938,622
48,01097,22488,2434,1932
49,01099,939,102,79
50,01101,14070,1668,1401
51,01103,8662,1233,841
52,01105,749,75,59
53,01107,1441,177,131
54,01109,1754,182,146
55,01111,1133,105,85
56,01113,2494,255,202
57,01115,5391,760,557
58,01117,12983,1922,1425
59,01119,686,92,68
60,01121,4448,645,487
61,01123,2085,203,150
62,01125,15811,2242,1570
63,01127,4479,557,432
64,01129,1037,113,85
65,01131,790,101,80
66,01133,1667,196,138
67,02013,40,4,3
68,02016,161,36,20
69,02020,20710,2227,1362
70,02050,1978,226,128
71,02060,0,7,7
72,02068,57,7,4
73,02070,112,11,8
74,02090,4396,605,408
75,02100,20,1,1
76,02105,0,,NaN
77,02110,972,93,72
78,02122,3283,388,249
79,02130,225,23,16
80,02150,732,175,99
81,02158,651,,NaN
82,02164,155,0,0
83,02170,5524,719,469
84,02180,257,24,18
85,02185,695,112,76
86,02188,386,35,25
87,02195,28,3,2
88,02198,65,8,5
89,02220,244,29,18
90,02230,15,2,1
91,02240,370,42,24
92,02261,301,27,18
93,02275,23,2,2
94,02282,52,,NaN
95,02290,191,16,11
96,04001,6580,923,663
97,04003,5387,828,568
98,04005,9418,1443,978
99,04007,3733,502,348
100,04009,2665,361,244
101,04011,338,65,36
102,04012,1096,144,100
103,04013,263191,42054,29408
104,04015,8857,1743,1103
105,04017,9911,1408,1002
106,04019,54246,11628,7889
107,04021,22394,4237,2747
108,04023,5028,803,549
109,04025,8321,1132,704
110,04027,23206,4125,2268
111,05001,1112,121,86
112,05003,1081,144,89
113,05005,1707,209,141
114,05007,14586,1625,1041
115,05009,2200,275,172
116,05011,706,133,84
117,05013,180,19,10
118,05015,1793,225,147
119,05017,1318,146,99
120,05019,1088,160,96
121,05021,1146,143,88
122,05023,924,128,80
123,05025,478,68,40
124,05027,1348,166,107
125,05029,950,151,86
126,05031,8556,1079,775
127,05033,3768,474,311
128,05035,3752,430,327
129,05037,1115,177,113
130,05039,391,53,30
131,05041,774,127,76
132,05043,1175,227,131
133,05045,6101,885,575
134,05047,947,105,68
135,05049,658,73,46
136,05051,4682,638,414
137,05053,771,107,65
138,05055,3843,526,337
139,05057,1044,127,78
140,05059,3196,324,220
141,05061,955,114,77
142,05063,2379,274,199
