,County,179,185,192,199,206,213,220,227,234
0,01001,823,,,,,,,,NaN
1,01003,1914,,,,,,,,NaN
2,01005,472,,,,,,,,NaN
3,01007,265,,,,,,,,NaN
4,01009,441,,,,,,,,NaN
5,01011,393,,,,,,,,NaN
6,01013,679,,,,,,,,NaN
7,01015,768,,,,,,,,NaN
8,01017,734,,,,,,,,NaN
9,01019,166,,,,,,,,NaN
10,01021,463,,,,,,,,NaN
11,01023,237,,,,,,,,NaN
12,01025,383,,,,,,,,NaN
13,01027,117,,,,,,,,NaN
14,01029,79,,,,,,,,NaN
15,01031,531,,,,,,,,NaN
16,01033,728,,,,,,,,NaN
17,01035,284,18,15,11,8,6,4,3,2
18,01037,71,,,,,,,,NaN
19,01039,535,65,58,49,41,32,25,19,15
20,01041,156,6,6,5,5,4,4,3,3
21,01043,808,175,172,158,135,110,86,64,47
22,01045,512,82,79,72,62,51,41,32,24
23,01047,1117,51,35,23,15,10,6,4,2
24,01049,1292,208,177,139,103,73,50,34,23
25,01051,1245,115,95,75,58,44,32,23,17
26,01053,613,61,49,38,28,20,14,10,7
27,01055,1307,251,224,185,144,106,76,53,36
28,01057,119,18,19,19,19,17,16,14,12
29,01059,1020,24,18,13,9,6,4,3,2
30,01061,143,22,25,27,27,28,27,25,23
31,01063,220,1,0,0,0,0,0,0,0
32,01065,397,24,20,16,13,10,7,5,4
33,01067,189,12,11,10,9,7,6,5,4
34,01069,834,144,146,142,131,116,99,82,67
35,01071,561,110,106,95,81,65,50,38,28
36,01073,8640,1750,1574,1289,981,708,492,333,221
37,01075,129,16,17,17,17,16,14,12,10
38,01077,748,143,147,143,132,116,98,79,63
39,01079,184,38,40,41,40,37,33,28,24
40,01081,1993,294,270,234,193,154,119,90,67
41,01083,844,192,193,181,158,130,102,78,57
42,01085,512,1,0,0,0,0,0,0,0
43,01087,254,23,20,17,15,12,9,7,6
44,01089,3462,938,903,779,614,452,317,214,142
45,01091,419,29,23,18,14,10,8,6,4
46,01093,418,61,54,45,35,27,20,14,10
47,01095,2335,231,186,143,107,78,56,40,28
48,01097,6017,614,521,425,335,258,194,144,106
49,01099,312,30,26,22,18,15,11,9,7
50,01101,5057,361,304,248,198,154,118,90,67
51,01103,1664,226,196,160,125,94,69,49,35
52,01105,320,13,10,7,6,4,3,2,1
53,01107,302,33,29,24,20,15,12,9,6
54,01109,537,34,29,25,20,17,13,10,8
55,01111,317,33,29,24,20,16,12,9,7
56,01113,909,113,96,76,59,44,32,22,16
57,01115,790,204,207,190,160,125,93,66,46
58,01117,2208,465,432,367,289,214,153,106,72
59,01119,317,2,1,1,0,0,0,0,0
60,01121,580,128,136,136,129,116,99,81,65
61,01123,696,28,25,21,18,15,12,10,8
