,County,242,248,255,262
0,01001,1690,243,342,413
1,01003,5061,383,493,644
2,01005,835,,,NaN
3,01007,632,57,80,97
4,01009,1551,404,582,691
5,01011,587,,,NaN
6,01013,909,14,11,7
7,01015,3338,626,865,1050
8,01017,1130,,,NaN
9,01019,565,163,233,284
10,01021,1485,253,340,407
11,01023,345,,,NaN
12,01025,1049,38,35,19
13,01027,542,110,145,165
14,01029,323,62,59,53
15,01031,1277,239,335,406
16,01033,1606,94,132,164
17,01035,523,,,NaN
18,01037,164,,,NaN
19,01039,1309,,,NaN
20,01041,523,36,33,17
21,01043,1845,312,454,563
22,01045,1330,247,353,429
23,01047,1748,229,313,350
24,01049,2355,196,285,346
25,01051,2549,327,451,543
26,01053,1562,247,339,391
27,01055,3355,470,655,789
28,01057,421,85,111,137
29,01059,1743,99,121,135
30,01061,572,145,210,257
31,01063,300,,,NaN
32,01065,615,21,17,8
33,01067,472,103,148,177
34,01069,2708,670,972,1159
35,01071,1506,145,205,250
36,01073,19015,1833,2436,3019
37,01075,346,21,18,11
38,01077,1646,140,204,261
39,01079,585,57,67,79
40,01081,5713,1803,2516,2752
41,01083,1995,229,316,408
42,01085,648,,,NaN
43,01087,477,21,19,11
44,01089,7583,792,1121,1437
45,01091,699,43,56,68
46,01093,942,159,222,263
47,01095,3835,253,362,420
48,01097,13066,608,815,1010
49,01099,575,,,NaN
50,01101,8674,552,716,867
51,01103,3197,247,348,435
52,01105,537,,,NaN
53,01107,635,70,95,114
54,01109,1155,246,345,393
55,01111,608,38,35,19
56,01113,1713,48,46,25
57,01115,2234,423,585,720
58,01117,5684,1088,1500,1813
59,01119,418,,,NaN
60,01121,2069,639,923,1084
61,01123,1136,60,55,29
62,01125,7240,1522,2116,2435
63,01127,2226,210,269,324
64,01129,546,,,NaN
65,01131,531,,,NaN
66,01133,709,97,126,154
67,02013,2,0,0,0
68,02016,7,0,0,0
69,02020,3838,308,323,327
70,02050,95,9,7,7
71,02060,10,0,0,0
72,02068,2,0,0,0
73,02070,7,0,0,0
74,02090,966,116,106,107
75,02100,5,0,0,0
76,02105,0,0,0,0
77,02110,267,50,44,39
78,02122,436,13,29,35
79,02130,49,0,4,7
80,02150,20,0,0,0
81,02158,11,0,0,0
82,02164,0,0,0,0
83,02170,579,45,57,68
84,02180,57,0,4,7
85,02185,86,,,NaN
86,02188,91,7,7,7
87,02195,7,0,0,0
88,02198,30,0,0,0
89,02220,44,0,0,2
90,02230,0,0,0,0
91,02240,22,0,0,0
92,02261,76,,,NaN
93,02275,13,0,0,0
94,02282,22,0,0,0
95,02290,79,,,NaN
96,04001,3451,45,61,62
97,04003,1881,14,17,14
98,04005,3744,270,341,414
99,04007,1233,67,92,116
100,04009,792,8,7,7
101,04011,58,0,0,0
102,04012,535,7,7,7
103,04013,139856,1917,2173,2554
104,04015,3896,88,128,154
105,04017,5748,51,53,55
106,04019,24610,1998,2973,3646
107,04021,10361,134,102,69
108,04023,2819,28,26,21
109,04025,2480,43,35,33
110,04027,12553,106,131,149
111,05001,354,44,64,82
112,05003,422,33,38,42
113,05005,273,100,134,182
114,05007,6226,446,619,808
115,05009,626,155,171,199
116,05011,335,28,31,35
117,05013,34,7,7,7
118,05015,612,88,116,157
119,05017,994,50,83,98
120,05019,310,30,38,41
121,05021,260,37,41,48
122,05023,314,32,29,34
123,05025,179,32,21,21
124,05027,376,49,68,89
125,05029,246,24,22,28
126,05031,2600,323,346,376
127,05033,1250,212,289,378
128,05035,1871,78,75,70
129,05037,405,53,51,49
130,05039,156,,,NaN
131,05041,280,35,28,28
132,05043,348,31,32,35
133,05045,2260,356,450,606
134,05047,236,32,34,35
135,05049,122,,,NaN
136,05051,1746,143,169,199
137,05053,247,41,27,28
138,05055,788,100,141,183
139,05057,355,25,32,35
140,05059,1839,64,82,106
141,05061,456,,,NaN
142,05063,1025,167,212,273
143,05065,149,,,NaN
144,05067,287,75,81,84
145,05069,2891,453,594,720
146,05071,816,,,NaN
147,05073,90,,,NaN
148,05075,363,75,83,83
149,05077,1046,57,89,104
150,05079,1930,90,108,75
151,05081,344,42,35,35
