,County,355,360,367,374,381
0,01001,4902,322,508,488,455
1,01003,15417,960,1511,1412,1280
2,01005,1663,95,152,145,137
3,01007,2060,127,205,201,190
4,01009,5080,288,477,476,463
5,01011,957,47,79,77,73
6,01013,1637,91,155,154,144
7,01015,10537,612,1004,987,927
8,01017,2651,161,262,262,257
9,01019,1545,85,143,145,144
10,01021,3277,187,305,295,270
11,01023,501,24,42,42,38
12,01025,2643,154,258,254,239
13,01027,1233,67,114,115,109
14,01029,1128,60,100,100,96
15,01031,4181,257,408,384,358
16,01033,5109,277,459,455,430
17,01035,908,49,83,81,74
18,01037,581,34,54,52,48
19,01039,3177,180,298,287,264
20,01041,1127,66,104,99,94
21,01043,7719,410,676,663,622
22,01045,3748,224,371,367,348
23,01047,2929,146,249,240,219
24,01049,7413,379,646,654,642
25,01051,7433,494,784,756,711
26,01053,2997,188,304,288,259
27,01055,11151,653,1053,1020,949
28,01057,1585,90,146,142,132
29,01059,3552,178,299,295,273
30,01061,1920,110,178,170,161
31,01063,734,47,75,71,64
32,01065,1667,107,169,161,147
33,01067,1442,86,135,129,123
34,01069,8203,499,801,772,723
35,01071,5631,310,514,516,506
36,01073,59248,3628,5859,5663,5279
37,01075,1146,65,107,105,99
38,01077,7214,418,679,668,637
39,01079,2340,146,235,228,212
40,01081,11626,718,1181,1166,1117
41,01083,7638,455,737,715,666
42,01085,1058,53,84,81,76
43,01087,1100,60,98,94,90
44,01089,25643,1615,2592,2492,2301
45,01091,1947,115,187,180,164
46,01093,2335,145,235,229,211
47,01095,9863,513,864,851,794
48,01097,28793,1553,2599,2499,2253
49,01099,1387,97,155,148,136
50,01101,18176,1090,1762,1694,1551
51,01103,11781,671,1110,1104,1067
52,01105,934,54,90,88,79
53,01107,1895,101,164,158,144
54,01109,2341,137,220,207,192
55,01111,1353,69,116,117,111
56,01113,3075,183,306,303,283
57,01115,7250,426,691,677,642
58,01117,17690,1031,1655,1600,1498
59,01119,890,51,84,80,72
60,01121,5825,336,534,504,459
61,01123,2554,137,224,219,203
62,01125,20211,1072,1804,1770,1635
63,01127,5758,319,528,517,483
64,01129,1323,71,117,112,101
65,01131,977,54,87,82,76
66,01133,2191,126,206,201,189
67,02013,39,1,1,1,1
68,02016,229,21,34,35,36
69,02020,24177,708,1187,1225,1253
70,02050,2811,114,162,151,146
71,02060,0,2,4,3,3
72,02068,62,1,2,2,2
73,02070,147,5,7,7,7
74,02090,5399,200,321,325,329
75,02100,23,0,0,0,0
76,02105,0,,,,NaN
77,02110,1076,38,65,65,62
78,02122,3772,126,230,257,279
79,02130,260,9,16,16,16
80,02150,978,52,84,80,76
81,02158,924,,,,NaN
82,02164,162,0,0,0,0
83,02170,6936,277,446,455,470
84,02180,285,8,13,13,13
85,02185,883,34,58,63,68
86,02188,493,15,24,24,25
87,02195,38,1,1,1,1
88,02198,74,3,5,5,5
89,02220,281,9,15,15,15
90,02230,16,0,0,0,0
91,02240,414,11,18,19,20
92,02261,381,15,24,24,24
93,02275,25,0,1,1,1
94,02282,60,,,,NaN
95,02290,238,8,13,13,13
96,04001,8309,465,793,848,894
97,04003,8969,667,1083,1124,1174
98,04005,12996,777,1281,1348,1418
99,04007,5098,304,511,541,566
100,04009,4071,265,427,445,464
101,04011,465,29,48,51,55
102,04012,1880,145,231,237,246
103,04013,388518,31988,52643,54850,57219
104,04015,15595,1206,1945,2012,2092
105,04017,12675,718,1261,1362,1433
106,04019,83386,6076,9974,10395,10850
107,04021,33638,2548,4034,4143,4311
108,04023,6716,408,713,765,803
109,04025,13724,1065,1702,1758,1841
110,04027,31501,1896,3257,3505,3702
111,05001,1461,89,150,159,164
112,05003,1409,85,146,157,166
113,05005,2358,136,225,238,251
114,05007,21649,1434,2282,2338,2428
115,05009,2856,157,269,289,304
116,05011,1091,83,140,148,154
117,05013,268,16,28,31,33
118,05015,2287,133,229,246,258
119,05017,1477,78,146,163,171
