,County,250,255,262,269,276,283,290,297,304
0,01001,1785,57,53,50,46,43,40,38,35
1,01003,5588,154,140,128,117,106,97,88,80
2,01005,886,34,11,3,1,1,0,0,0
3,01007,657,18,16,14,12,10,9,8,7
4,01009,1618,39,15,7,4,2,1,0,0
5,01011,607,4,4,4,4,4,4,4,4
6,01013,914,8,7,5,4,4,3,2,2
7,01015,3548,176,123,82,55,41,32,26,22
8,01017,1172,28,9,2,1,0,0,0,0
9,01019,614,23,6,1,0,0,0,0,0
10,01021,1593,63,50,38,27,19,12,8,5
11,01023,351,9,8,6,4,2,1,0,0
12,01025,1104,4,2,1,0,0,0,0,0
13,01027,592,26,13,5,1,0,0,0,0
14,01029,389,16,11,7,4,3,1,1,1
15,01031,1365,82,84,82,75,66,55,44,33
16,01033,1675,45,43,41,39,38,36,34,33
17,01035,537,4,3,2,2,1,1,0,0
18,01037,172,5,2,1,0,0,0,0,0
19,01039,1403,31,12,6,5,3,3,2,1
20,01041,542,21,19,15,11,8,5,3,1
21,01043,1911,32,27,23,20,17,15,13,12
22,01045,1399,32,30,28,26,24,22,21,19
23,01047,1793,18,10,4,2,1,0,0,0
24,01049,2435,26,21,16,13,10,8,6,5
25,01051,2691,83,77,72,67,63,58,54,51
26,01053,1614,8,6,4,3,2,1,1,1
27,01055,3540,92,80,70,61,53,46,40,35
28,01057,467,35,32,28,24,21,18,16,14
29,01059,1790,47,42,37,33,29,26,23,20
30,01061,638,58,35,20,12,8,6,5,4
31,01063,303,2,1,1,1,0,0,0,0
32,01065,649,15,14,14,14,14,13,13,13
33,01067,508,30,29,25,21,16,12,8,5
34,01069,2935,75,67,59,52,46,41,36,32
35,01071,1589,46,41,36,32,28,25,22,20
36,01073,19833,201,161,128,102,81,65,51,41
37,01075,377,11,11,11,10,10,10,9,9
38,01077,1740,61,55,51,46,42,38,35,32
39,01079,628,7,4,2,1,0,0,0,0
40,01081,5945,218,213,208,203,197,193,188,183
41,01083,2135,73,66,60,55,50,45,41,37
42,01085,657,3,2,2,1,1,1,0,0
43,01087,483,8,7,6,5,4,4,3,3
44,01089,7978,211,197,184,172,161,150,140,131
45,01091,726,8,6,5,4,3,3,2,2
46,01093,971,19,16,14,13,12,11,10,9
47,01095,3967,24,17,13,10,7,5,4,3
48,01097,13471,206,200,195,189,184,179,174,170
49,01099,590,10,7,3,1,0,0,0,0
50,01101,8865,141,119,101,85,72,60,51,43
51,01103,3327,71,66,62,58,54,50,47,43
52,01105,542,2,2,1,1,1,1,0,0
53,01107,668,16,16,15,14,13,13,12,11
54,01109,1205,32,30,28,26,24,23,21,20
55,01111,660,38,36,33,28,22,17,13,9
56,01113,1765,17,16,15,13,12,11,10,9
57,01115,2340,22,19,16,14,12,11,10,9
58,01117,6043,315,262,204,149,102,66,41,24
59,01119,438,4,4,3,3,3,2,2,2
60,01121,2177,74,72,70,68,67,65,63,61
61,01123,1166,13,11,9,7,6,5,4,3
62,01125,8744,303,238,214,199,187,175,163,153
63,01127,2330,81,79,77,75,73,71,69,67
64,01129,561,0,0,0,0,0,0,0,0
65,01131,532,0,0,0,0,0,0,0,0
66,01133,745,21,20,18,17,16,15,14,13
67,02013,3,0,0,0,0,0,0,0,0
68,02016,8,0,0,0,0,0,0,0,0
69,02020,4279,340,322,297,269,242,215,191,168
70,02050,112,15,11,8,5,3,2,1,0
71,02060,10,0,0,0,0,0,0,0,0
72,02068,7,0,0,0,0,0,0,0,0
73,02070,9,1,1,1,0,0,0,0,0
74,02090,1109,111,103,94,86,78,71,64,58
75,02100,5,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,290,21,17,13,10,7,5,3,2
78,02122,449,4,3,2,1,1,1,0,0
79,02130,49,0,0,0,0,0,0,0,0
80,02150,22,0,0,0,0,0,0,0,0
81,02158,14,0,0,0,0,0,0,0,0
82,02164,0,0,0,0,0,0,0,0,0
83,02170,603,26,23,21,19,17,15,14,12
84,02180,71,1,1,1,1,1,1,1,1
85,02185,122,10,2,1,0,0,0,0,0
86,02188,108,12,3,0,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0,0
88,02198,31,0,0,0,0,0,0,0,0
89,02220,48,5,5,5,5,4,3,3,2
90,02230,0,0,0,0,0,0,0,0,0
91,02240,27,9,14,13,9,6,3,2,1
92,02261,76,0,0,0,0,0,0,0,0
93,02275,13,0,0,0,0,0,0,0,0
94,02282,24,0,0,0,0,0,0,0,0
95,02290,81,0,0,0,0,0,0,0,0
96,04001,3527,8,6,4,2,1,1,0,0
97,04003,1903,16,15,14,13,12,11,11,10
98,04005,4098,407,419,374,313,256,205,163,129
99,04007,1303,16,3,0,0,0,0,0,0
100,04009,821,12,9,7,5,4,3,2,1
101,04011,59,0,0,0,0,0,0,0,0
102,04012,544,11,10,8,6,4,3,2,1
103,04013,141377,417,286,195,133,91,62,42,28
104,04015,3985,18,12,9,6,4,3,2,1
105,04017,5786,13,9,6,4,3,2,1,1
106,04019,25445,622,298,202,162,133,109,89,73
107,04021,10571,99,78,62,49,39,30,24,19
108,04023,2843,12,11,9,8,7,6,6,5
109,04025,2532,32,25,19,15,12,9,7,5
110,04027,12715,40,29,20,15,10,7,5,3
111,05001,413,28,11,6,5,5,5,4,4
112,05003,434,5,1,0,0,0,0,0,0
113,05005,351,32,18,11,8,6,5,5,4
114,05007,6585,322,249,168,103,62,39,28,22
115,05009,726,75,43,20,8,3,1,1,1
116,05011,342,5,3,2,1,0,0,0,0
117,05013,36,1,0,0,0,0,0,0,0
118,05015,672,59,57,54,51,48,45,42,39
119,05017,1006,6,5,5,5,5,5,5,5
120,05019,346,25,23,21,19,18,16,14,13
121,05021,298,23,18,13,8,5,3,1,0
122,05023,331,6,4,3,2,2,1,1,1
123,05025,185,3,2,1,1,1,0,0,0
124,05027,469,58,58,45,32,22,15,11,8
125,05029,267,13,12,11,11,10,9,9,8
126,05031,2986,237,178,119,71,39,20,10,5
127,05033,1415,101,51,24,11,5,2,1,0
128,05035,1948,42,37,34,31,28,26,24,23
129,05037,440,17,10,7,6,5,5,4,3
130,05039,163,0,0,0,0,0,0,0,0
131,05041,297,8,7,6,5,4,3,3,2
132,05043,357,3,3,2,2,2,2,1,1
133,05045,2502,116,69,56,51,48,44,41,39
134,05047,282,16,8,3,1,0,0,0,0
135,05049,162,36,38,37,34,30,25,19,15
136,05051,1918,82,48,36,30,25,21,18,16
137,05053,269,9,8,7,6,6,5,4,4
138,05055,883,48,45,41,37,34,31,29,26
139,05057,371,3,2,1,1,0,0,0,0
140,05059,1913,52,46,41,36,32,28,25,22
141,05061,472,7,5,4,3,2,2,1,1
142,05063,1103,32,10,5,4,2,1,1,0
143,05065,244,42,41,37,32,26,21,15,11
144,05067,327,17,7,3,1,0,0,0,0
145,05069,3350,546,501,379,247,151,98,74,63
146,05071,853,16,15,14,12,11,10,9,8
147,05073,114,21,21,17,10,5,2,0,0
148,05075,442,43,15,3,0,0,0,0,0
149,05077,1062,3,2,2,1,1,1,0,0
150,05079,2019,41,31,23,17,12,8,5,4
151,05081,358,7,5,4,3,2,2,1,1
152,05083,411,0,0,0,0,0,0,0,0
153,05085,1193,89,38,20,16,13,11,9,8
154,05087,355,15,13,9,6,3,2,0,0
155,05089,99,24,22,19,15,12,9,7,5
156,05091,833,47,43,39,35,31,28,25,22
157,05093,1689,72,68,65,62,59,56,54,51
158,05095,134,6,2,0,0,0,0,0,0
159,05097,154,2,2,1,1,1,1,1,1
160,05099,221,8,1,0,0,0,0,0,0
161,05101,242,16,5,1,0,0,0,0,0
162,05103,263,12,9,7,6,6,5,5,5
163,05105,88,3,1,0,0,0,0,0,0
164,05107,495,34,26,17,11,7,5,3,3
165,05109,230,6,4,3,2,2,1,1,1
166,05111,660,27,23,19,15,13,10,8,7
