,County,180,185,192,199,206,213,220,227,234
0,01001,838,134,134,134,134,134,134,134,134
1,01003,1990,589,589,589,589,589,589,589,589
2,01005,479,71,71,71,71,71,71,71,71
3,01007,274,39,39,39,39,39,39,39,39
4,01009,465,125,125,125,125,125,125,125,125
5,01011,395,15,15,15,15,15,15,15,15
6,01013,682,20,20,20,20,20,20,20,20
7,01015,814,234,234,234,234,234,234,234,234
8,01017,739,56,56,56,56,56,56,56,56
9,01019,172,35,35,35,35,35,35,35,35
10,01021,477,104,104,104,104,104,104,104,104
11,01023,238,23,23,23,23,23,23,23,23
12,01025,387,64,64,64,64,64,64,64,64
13,01027,124,23,23,23,23,23,23,23,23
14,01029,80,30,30,30,30,30,30,30,30
15,01031,546,95,95,95,95,95,95,95,95
16,01033,757,207,207,207,207,207,207,207,207
17,01035,290,49,49,49,49,49,49,49,49
18,01037,73,4,4,4,4,4,4,4,4
19,01039,553,106,106,106,106,106,106,106,106
20,01041,172,24,24,24,24,24,24,24,24
21,01043,826,203,203,203,203,203,203,203,203
22,01045,538,112,112,112,112,112,112,112,112
23,01047,1141,105,105,105,105,105,105,105,105
24,01049,1325,330,330,330,330,330,330,330,330
25,01051,1268,193,193,193,193,193,193,193,193
26,01053,640,114,114,114,114,114,114,114,114
27,01055,1356,313,313,313,313,313,313,313,313
28,01057,121,35,35,35,35,35,35,35,35
29,01059,1027,79,79,79,79,79,79,79,79
30,01061,146,38,38,38,38,38,38,38,38
31,01063,220,22,22,22,22,22,22,22,22
32,01065,401,45,45,45,45,45,45,45,45
33,01067,192,28,28,28,28,28,28,28,28
34,01069,892,188,188,188,188,188,188,188,188
35,01071,576,128,128,128,128,128,128,128,128
36,01073,8901,1967,1967,1967,1967,1967,1967,1967,1967
37,01075,134,30,30,30,30,30,30,30,30
38,01077,773,162,162,162,162,162,162,162,162
39,01079,185,58,58,58,58,58,58,58,58
40,01081,2043,388,388,388,388,388,388,388,388
41,01083,879,192,192,192,192,192,192,192,192
42,01085,515,30,30,30,30,30,30,30,30
43,01087,261,33,33,33,33,33,33,33,33
44,01089,3588,1204,1204,1204,1204,1204,1204,1204,1204
45,01091,428,61,61,61,61,61,61,61,61
46,01093,430,134,134,134,134,134,134,134,134
47,01095,2400,358,358,358,358,358,358,358,358
48,01097,6150,1146,1146,1146,1146,1146,1146,1146,1146
49,01099,318,55,55,55,55,55,55,55,55
50,01101,5178,555,555,555,555,555,555,555,555
51,01103,1722,353,353,353,353,353,353,353,353
52,01105,335,76,76,76,76,76,76,76,76
53,01107,308,30,30,30,30,30,30,30,30
54,01109,546,61,61,61,61,61,61,61,61
55,01111,328,42,42,42,42,42,42,42,42
56,01113,936,210,210,210,210,210,210,210,210
57,01115,828,250,250,250,250,250,250,250,250
58,01117,2287,506,506,506,506,506,506,506,506
59,01119,323,24,24,24,24,24,24,24,24
60,01121,602,178,178,178,178,178,178,178,178
61,01123,707,62,62,62,62,62,62,62,62
62,01125,3215,436,436,436,436,436,436,436,436
63,01127,1257,165,165,165,165,165,165,165,165
64,01129,219,57,57,57,57,57,57,57,57
65,01131,351,38,38,38,38,38,38,38,38
66,01133,350,45,45,45,45,45,45,45,45
67,02013,0,0,0,0,0,0,0,0,0
68,02016,1,0,0,0,0,0,0,0,0
69,02020,962,199,199,199,199,199,199,199,199
70,02050,16,3,3,3,3,3,3,3,3
71,02060,6,2,2,2,2,2,2,2,2
72,02068,1,0,0,0,0,0,0,0,0
73,02070,1,1,1,1,1,1,1,1,1
74,02090,316,76,76,76,76,76,76,76,76
75,02100,3,1,1,1,1,1,1,1,1
76,02105,0,0,0,0,0,0,0,0,0
77,02110,63,10,10,10,10,10,10,10,10
78,02122,245,42,42,42,42,42,42,42,42
79,02130,25,1,1,1,1,1,1,1,1
80,02150,5,1,1,1,1,1,1,1,1
81,02158,3,1,1,1,1,1,1,1,1
82,02164,0,0,0,0,0,0,0,0,0
83,02170,190,40,40,40,40,40,40,40,40
84,02180,16,3,3,3,3,3,3,3,3
85,02185,6,2,2,2,2,2,2,2,2
86,02188,8,2,2,2,2,2,2,2,2
87,02195,6,0,0,0,0,0,0,0,0
88,02198,2,0,0,0,0,0,0,0,0
89,02220,15,2,2,2,2,2,2,2,2
90,02230,0,0,0,0,0,0,0,0,0
91,02240,11,0,0,0,0,0,0,0,0
92,02261,17,13,13,13,13,13,13,13,13
93,02275,3,0,0,0,0,0,0,0,0
94,02282,0,0,0,0,0,0,0,0,0
95,02290,29,12,12,12,12,12,12,12,12
96,04001,2740,184,184,184,184,184,184,184,184
97,04003,1260,197,197,197,197,197,197,197,197
98,04005,2675,220,220,220,220,220,220,220,220
99,04007,573,112,112,112,112,112,112,112,112
100,04009,298,77,77,77,77,77,77,77,77
101,04011,40,7,7,7,7,7,7,7,7
102,04012,435,36,36,36,36,36,36,36,36
103,04013,96711,15389,15389,15389,15389,15389,15389,15389,15389
104,04015,2281,470,470,470,470,470,470,470,470
105,04017,4817,489,489,489,489,489,489,489,489
106,04019,13594,1827,1827,1827,1827,1827,1827,1827,1827
107,04021,6651,1023,1023,1023,1023,1023,1023,1023,1023
108,04023,2340,108,108,108,108,108,108,108,108
109,04025,1394,253,253,253,253,253,253,253,253
110,04027,9374,943,943,943,943,943,943,943,943
111,05001,134,52,52,52,52,52,52,52,52
112,05003,137,28,28,28,28,28,28,28,28
