,County,361,367,374,381,388,395,402,409,416
0,01001,5184,385,383,378,367,353,336,318,296
1,01003,16251,1029,973,911,843,771,700,628,560
2,01005,1729,86,81,74,69,62,57,51,46
3,01007,2151,130,126,121,114,108,100,93,85
4,01009,5304,260,245,230,215,199,183,168,152
5,01011,990,37,30,26,21,17,14,12,9
6,01013,1696,66,60,56,51,46,42,39,34
7,01015,11122,641,597,552,505,457,409,365,321
8,01017,2827,208,199,187,174,158,143,126,111
9,01019,1603,84,82,80,78,75,72,69,65
10,01021,3361,148,140,133,125,118,110,102,95
11,01023,512,11,10,9,8,8,6,6,5
12,01025,2814,171,146,121,100,81,66,52,41
13,01027,1261,46,40,35,31,26,22,19,16
14,01029,1174,61,58,53,50,46,42,39,34
15,01031,4410,344,338,327,312,292,271,247,223
16,01033,5320,290,278,261,245,228,209,191,173
17,01035,944,40,36,31,29,24,22,19,16
18,01037,605,35,33,31,29,28,26,23,22
19,01039,3272,146,132,118,105,93,81,70,62
20,01041,1187,92,87,85,81,76,71,65,60
21,01043,8023,347,313,279,247,217,188,163,140
22,01045,3961,271,258,240,221,201,180,161,140
23,01047,3031,94,83,75,65,57,50,44,37
24,01049,7683,337,313,289,264,240,217,194,173
25,01051,7836,501,465,426,385,343,302,262,225
26,01053,3168,230,223,214,204,191,178,164,149
27,01055,11735,723,686,642,593,542,490,440,390
28,01057,1682,115,112,105,99,92,84,76,68
29,01059,3662,169,157,143,131,119,105,95,83
30,01061,2014,138,138,137,134,132,126,122,115
31,01063,760,32,30,28,25,24,22,20,17
32,01065,1758,130,125,119,111,102,93,84,74
33,01067,1536,119,118,114,111,105,99,92,85
34,01069,8598,527,525,506,485,464,438,411,383
35,01071,5803,246,216,188,163,140,119,100,84
36,01073,62039,3753,3470,3167,2851,2534,2225,1934,1667
37,01075,1180,48,43,40,35,31,28,24,21
38,01077,7546,440,411,379,346,312,279,247,217
39,01079,2436,158,150,141,131,121,109,99,88
40,01081,12465,941,892,832,767,696,624,554,486
41,01083,8002,489,477,461,442,420,396,371,344
42,01085,1103,55,46,39,32,26,22,17,13
43,01087,1147,65,64,63,61,60,57,55,53
44,01089,27052,1832,1749,1648,1534,1409,1281,1153,1029
45,01091,1990,70,64,59,52,48,43,39,34
46,01093,2456,149,139,128,118,106,95,83,74
47,01095,10191,418,389,360,331,302,274,248,223
48,01097,30225,1743,1623,1491,1358,1224,1094,971,855
49,01099,1452,96,90,85,79,72,66,59,53
50,01101,18978,1089,1012,935,853,771,688,610,536
51,01103,12233,626,594,557,519,479,439,400,361
52,01105,974,42,35,30,25,20,16,13,10
53,01107,1965,96,91,86,81,75,70,64,59
54,01109,2487,223,220,213,204,192,177,160,144
55,01111,1398,55,52,47,44,40,36,33,30
56,01113,3303,227,226,226,222,218,212,204,196
57,01115,7535,378,350,320,291,261,232,205,180
58,01117,18504,1077,1018,953,884,811,736,663,591
59,01119,890,6,6,4,5,3,4,3,3
60,01121,6166,418,396,371,344,314,283,253,224
61,01123,2616,81,75,68,63,58,53,48,43
62,01125,20728,713,630,553,483,419,361,310,265
63,01127,5897,254,240,225,211,197,181,167,153
64,01129,1376,65,58,50,44,37,32,28,23
65,01131,1031,71,65,57,51,43,37,31,26
66,01133,2266,110,100,90,80,71,63,54,46
67,02013,40,1,0,1,0,0,1,0,0
68,02016,269,18,14,13,10,8,7,6,4
69,02020,24656,630,565,505,449,398,351,308,269
70,02050,2985,117,101,84,71,60,48,40,33
71,02060,0,,,,,,,,NaN
72,02068,63,2,2,2,1,1,2,1,1
73,02070,154,12,12,11,11,10,9,9,8
74,02090,5633,291,286,280,272,264,254,245,233
75,02100,24,0,0,0,0,0,0,0,0
76,02105,0,,,,,,,,NaN
77,02110,1102,23,22,21,20,19,17,17,15
78,02122,3832,85,78,72,65,60,54,48,44
79,02130,269,12,10,10,9,8,7,7,6
80,02150,1002,34,30,26,23,20,17,15,13
81,02158,995,44,37,30,24,19,16,12,10
82,02164,167,2,1,1,0,1,1,0,0
83,02170,7157,283,253,224,198,174,152,132,115
84,02180,296,8,8,8,7,6,6,6,5
85,02185,965,76,69,62,53,45,38,32,26
86,02188,520,59,57,55,52,47,43,38,34
87,02195,46,8,9,11,12,12,14,16,16
88,02198,75,1,1,1,1,1,1,0,1
89,02220,294,12,11,10,10,9,9,8,8
90,02230,16,0,0,0,0,0,0,0,0
91,02240,412,1,0,1,0,0,1,0,0
92,02261,401,20,19,18,17,16,15,14,13
93,02275,25,0,0,0,0,0,0,0,0
94,02282,62,2,1,2,1,0,1,0,1
95,02290,253,20,19,18,17,16,15,14,12
96,04001,8634,388,337,290,245,206,171,141,116
97,04003,9589,889,853,806,745,679,607,536,468
98,04005,13943,1232,1191,1119,1025,919,808,698,593
99,04007,5389,340,312,280,249,218,188,160,137
100,04009,4361,463,431,390,341,292,243,198,160
101,04011,483,31,28,27,25,22,21,19,17
102,04012,2029,213,211,206,197,185,171,155,140
103,04013,417839,39557,38065,35709,32728,29360,25837,22354,19056
104,04015,16734,1752,1775,1768,1734,1674,1591,1490,1378
105,04017,13343,734,652,566,484,407,339,280,229
106,04019,90084,8412,8171,7741,7172,6507,5793,5071,4373
107,04021,36735,4063,4036,3916,3702,3417,3083,2725,2366
108,04023,7039,383,332,281,234,193,158,127,103
109,04025,14748,1441,1420,1374,1307,1223,1128,1024,920
110,04027,32932,2051,1854,1641,1431,1231,1047,881,735
111,05001,1564,100,92,84,75,66,57,50,43
112,05003,1487,90,83,78,70,64,57,51,44
113,05005,2466,136,128,120,113,104,96,87,80
114,05007,23013,2411,2498,2543,2544,2500,2412,2290,2137
115,05009,2996,184,179,170,163,152,143,133,122
116,05011,1161,86,77,68,59,50,42,35,29
117,05013,293,25,24,23,22,20,19,17,16
118,05015,2406,137,126,116,105,94,83,73,63
119,05017,1503,33,27,23,18,14,12,10,7
120,05019,1649,121,117,109,102,94,84,76,67
121,05021,1477,63,59,54,49,46,41,36,33
122,05023,1613,137,134,129,123,115,107,97,89
123,05025,682,50,47,44,39,35,31,27,23
124,05027,1791,90,84,76,69,62,56,49,44
125,05029,1782,173,165,154,140,126,110,95,81
126,05031,11529,578,532,484,437,390,345,304,265
127,05033,5571,491,495,494,483,468,446,420,391
128,05035,5055,344,336,323,306,287,266,244,221
129,05037,1703,110,105,99,92,85,78,71,63
130,05039,611,63,60,56,51,45,39,34,28
131,05041,1088,56,52,50,46,42,39,35,32
132,05043,1708,99,89,79,69,59,50,43,36
133,05045,9599,798,798,793,778,755,725,687,646
134,05047,1338,104,100,95,87,80,71,64,57
135,05049,998,33,29,26,23,21,19,16,14
136,05051,7492,825,860,883,893,886,864,829,782
137,05053,1273,77,73,68,63,58,52,48,42
138,05055,5104,264,231,199,171,143,120,100,81
139,05057,1463,98,93,89,83,77,71,64,58
140,05059,4094,161,126,98,75,57,44,33,25
141,05061,1248,56,50,44,38,34,28,25,21
142,05063,3251,189,179,170,158,147,136,125,113
143,05065,1474,47,40,34,27,23,20,15,13
144,05067,2985,62,52,44,38,31,27,22,18
145,05069,7440,287,264,241,219,197,177,157,140
146,05071,2287,180,171,159,145,131,115,102,87
147,05073,395,21,21,19,18,16,15,14,13
148,05075,1806,88,82,74,68,62,55,49,43
149,05077,1560,33,23,17,12,8,6,4,3
150,05079,2950,40,28,20,13,9,6,4,3
151,05081,956,55,51,46,42,37,33,29,25
152,05083,1785,153,145,134,123,110,97,84,72
153,05085,5268,460,468,471,471,464,452,436,417
154,05087,1202,68,66,62,60,57,53,49,46
155,05089,792,67,65,63,61,56,53,49,46
156,05091,3135,168,157,145,132,119,107,95,84
157,05093,4893,194,177,160,143,128,113,100,88
158,05095,610,50,48,45,41,36,32,28,24
159,05097,619,54,52,49,46,41,38,33,30
160,05099,646,19,17,14,13,11,10,8,8
161,05101,608,14,12,10,9,7,7,5,4
162,05103,1741,161,155,146,136,123,111,98,85
163,05105,615,74,76,77,76,73,70,64,59
164,05107,1485,101,98,94,91,85,81,74,69
165,05109,837,66,65,63,61,57,55,51,47
166,05111,2733,131,121,110,99,90,80,70,63
167,05113,1540,117,109,102,92,83,73,65,56
168,05115,6634,481,469,451,427,401,371,339,306
169,05117,671,52,48,45,42,36,33,29,24
170,05119,30299,2308,2311,2295,2256,2191,2107,2006,1889
171,05121,1731,116,112,108,102,96,90,82,76
172,05123,3154,162,144,127,110,96,82,69,59
173,05125,9440,806,808,801,785,761,728,688,644
174,05127,783,84,82,78,73,67,59,52,45
175,05129,571,28,25,24,20,19,17,14,13
176,05131,12322,1323,1363,1373,1354,1308,1237,1147,1046
177,05133,2261,75,65,56,48,41,35,30,24
178,05135,1379,94,90,88,83,79,74,69,63
179,05137,870,44,41,37,34,30,26,24,21
180,05139,2977,225,219,208,195,180,164,148,132
181,05141,971,99,98,95,91,86,79,72,65
182,05143,25675,1663,1512,1349,1184,1023,872,736,614
183,05145,5917,395,369,341,312,282,253,224,197
184,05147,489,48,47,45,43,40,37,33,29
185,05149,2848,158,133,111,90,73,58,46,36
186,06001,68016,6775,7093,7322,7463,7509,7457,7313,7079
187,06003,73,2,1,1,1,1,1,1,1
188,06005,2986,160,144,128,114,99,87,75,65
189,06007,9359,840,848,844,834,813,786,751,711
190,06009,1596,178,188,195,202,208,211,213,213
191,06011,1691,160,151,142,130,118,104,91,79
192,06013,52146,5744,6047,6264,6387,6407,6325,6144,5875
