,County,270,276,283,290,297
0,01001,1989,80,86,91,90
1,01003,6369,146,147,145,134
2,01005,981,33,30,32,33
3,01007,785,49,47,50,49
4,01009,1827,117,118,125,125
5,01011,634,7,9,11,12
6,01013,996,37,38,42,44
7,01015,4084,227,241,245,242
8,01017,1266,21,22,25,25
9,01019,714,34,38,40,41
10,01021,1787,63,65,66,66
11,01023,386,9,10,11,13
12,01025,1261,37,40,42,43
13,01027,703,46,47,49,48
14,01029,520,44,43,45,46
15,01031,1629,93,93,97,93
16,01033,1889,76,86,90,93
17,01035,554,5,6,7,8
18,01037,196,6,9,9,11
19,01039,1644,71,77,78,79
20,01041,588,23,23,25,26
21,01043,2239,188,197,201,199
22,01045,1615,62,58,63,62
23,01047,1845,15,19,21,23
24,01049,3133,276,289,287,304
25,01051,3081,118,124,126,130
26,01053,1703,22,22,24,28
27,01055,3991,215,213,217,218
28,01057,540,24,25,30,29
29,01059,1981,78,84,87,84
30,01061,829,37,35,40,38
31,01063,333,11,9,10,11
32,01065,737,30,32,34,36
33,01067,628,29,26,28,28
34,01069,3623,129,123,137,137
35,01071,1979,145,151,149,151
36,01073,22300,892,941,950,957
37,01075,455,33,30,32,31
38,01077,2043,128,136,140,140
39,01079,788,60,62,64,64
40,01081,6430,143,148,153,154
41,01083,2683,185,184,182,186
42,01085,698,16,17,19,20
43,01087,528,14,16,18,20
44,01089,8951,412,437,440,440
45,01091,964,65,65,69,74
46,01093,1039,20,22,24,25
47,01095,4253,113,118,124,124
48,01097,14273,362,378,387,396
49,01099,625,14,15,18,20
50,01101,9615,363,407,417,415
51,01103,3932,292,303,302,304
52,01105,579,9,10,13,14
53,01107,793,66,60,62,62
54,01109,1301,29,32,35,36
55,01111,793,55,53,54,54
56,01113,1899,40,43,46,47
57,01115,2767,202,208,213,219
58,01117,7002,344,354,356,366
59,01119,464,7,8,10,11
60,01121,2536,127,141,145,150
61,01123,1269,41,45,46,48
62,01125,9886,436,390,369,343
63,01127,2641,99,100,103,108
64,01129,620,19,17,18,18
65,01131,554,2,4,5,5
66,01133,886,52,56,58,59
67,02013,15,0,0,0,0
68,02016,97,0,0,0,0
69,02020,6331,647,652,650,667
70,02050,263,70,61,65,67
71,02060,0,0,0,0,0
72,02068,21,1,1,2,3
73,02070,37,0,1,1,1
74,02090,1813,203,196,191,193
75,02100,11,0,0,0,0
76,02105,0,0,0,0,0
77,02110,453,36,39,41,41
78,02122,753,55,49,52,55
79,02130,78,2,2,4,5
80,02150,91,6,7,8,9
81,02158,34,6,7,7,8
82,02164,99,0,0,0,0
83,02170,861,107,106,112,116
84,02180,112,6,6,8,9
85,02185,217,34,34,36,36
86,02188,213,33,31,32,31
87,02195,16,0,0,1,1
88,02198,34,0,1,1,1
89,02220,71,0,0,0,0
90,02230,1,0,0,0,0
91,02240,62,10,9,9,11
92,02261,148,6,9,10,11
93,02275,19,0,0,0,0
94,02282,33,0,0,0,0
95,02290,103,8,8,9,9
96,04001,3780,70,77,82,84
97,04003,2032,67,74,82,85
98,04005,4721,232,222,223,221
99,04007,1741,154,153,156,160
100,04009,1028,74,80,83,82
101,04011,72,6,8,9,9
102,04012,589,16,19,22,24
103,04013,149720,4034,4532,4963,5175
104,04015,4183,88,96,105,105
105,04017,6096,90,130,142,155
106,04019,26911,501,501,504,508
107,04021,11334,317,350,360,377
108,04023,2949,41,39,44,45
109,04025,2776,76,78,83,86
110,04027,13217,194,202,208,220
111,05001,602,46,47,49,50
112,05003,498,18,22,25,27
113,05005,550,86,81,80,78
114,05007,7599,398,415,432,428
115,05009,951,56,60,61,64
116,05011,356,5,6,7,7
117,05013,42,1,1,2,2
118,05015,927,61,63,67,69
119,05017,1030,9,10,12,12
120,05019,463,35,39,41,40
121,05021,429,46,48,49,50
122,05023,431,35,35,37,37
123,05025,204,7,8,8,10
124,05027,654,44,42,43,42
125,05029,329,18,20,21,22
126,05031,4026,377,388,379,375
127,05033,1867,128,133,137,136
128,05035,2184,104,111,117,116
129,05037,538,27,28,30,31
130,05039,177,3,3,4,6
131,05041,374,30,29,31,31
132,05043,403,21,23,26,27
133,05045,3132,203,211,208,211
134,05047,458,51,52,53,52
135,05049,274,39,38,40,40
136,05051,2246,121,123,123,121
137,05053,334,21,23,25,25
138,05055,1246,133,135,136,140
139,05057,501,41,39,43,45
140,05059,2105,54,53,58,61
141,05061,539,18,19,21,21
142,05063,1368,56,58,58,56
143,05065,408,45,36,37,37
144,05067,614,60,62,61,64
145,05069,3933,150,158,166,171
146,05071,941,30,32,36,36
147,05073,151,12,13,14,15
148,05075,722,87,88,88,87
149,05077,1100,10,10,12,13
150,05079,2219,55,54,58,58
151,05081,413,14,17,18,19
152,05083,542,43,47,51,53
153,05085,1517,89,93,96,94
154,05087,409,13,15,17,18
155,05089,131,12,12,14,14
156,05091,1175,107,108,108,112
157,05093,2059,199,196,197,189
158,05095,198,16,20,21,21
159,05097,179,4,5,6,8
160,05099,266,16,15,17,19
161,05101,287,13,13,16,17
162,05103,333,33,33,34,35
163,05105,124,9,11,12,13
164,05107,682,52,56,56,57
165,05109,254,6,7,8,9
166,05111,914,99,99,104,104
167,05113,342,30,33,36,37
168,05115,2551,165,168,170,173
169,05117,192,9,11,14,14
170,05119,11110,695,722,734,750
171,05121,588,58,54,55,55
172,05123,1652,35,36,38,39
173,05125,2592,166,172,175,175
174,05127,147,13,15,15,16
175,05129,177,13,14,16,17
176,05131,4539,292,293,288,291
177,05133,1271,40,42,48,50
178,05135,303,25,25,26,26
179,05137,389,7,8,9,11
180,05139,1072,55,58,63,66
181,05141,200,11,13,16,17
182,05143,10851,469,474,464,473
183,05145,1275,141,145,145,147
184,05147,88,14,14,17,16
185,05149,1321,30,31,35,37
186,06001,22636,590,513,559,569
187,06003,3,0,0,0,0
188,06005,309,3,3,7,7
189,06007,3012,50,49,54,56
190,06009,333,2,2,3,5
191,06011,545,2,2,3,5
192,06013,18054,383,379,388,415
193,06015,173,7,8,9,10
194,06017,1277,33,35,37,38
195,06019,29911,587,570,611,628
196,06021,639,12,13,14,15
197,06023,544,10,12,13,14
198,06025,12410,165,161,168,164
199,06027,212,7,10,12,13
200,06029,33373,484,470,500,513
201,06031,8151,56,58,87,96
202,06033,663,32,29,32,31
203,06035,757,3,4,7,7
204,06037,288451,5471,5672,5626,5461
205,06039,4836,65,60,67,68
206,06041,7001,120,119,134,142
207,06043,78,0,0,0,0
208,06045,1089,50,48,52,54
209,06047,9314,89,89,96,102
210,06049,27,0,0,0,0
211,06051,175,1,1,3,3
212,06053,11022,413,412,413,412
213,06055,1866,65,66,71,70
214,06057,581,15,17,19,22
215,06059,56868,1105,1083,1123,1108
216,06061,3898,122,120,131,134
217,06063,54,0,0,1,1
218,06065,63284,1324,1346,1308,1305
219,06067,24304,604,579,607,624
220,06069,1401,14,17,20,22
221,06071,59696,1407,1397,1424,1452
222,06073,52355,1904,1824,1813,1801
223,06075,11877,203,197,213,227
224,06077,21187,226,224,239,243
225,06079,3985,114,122,118,117
226,06081,10743,208,211,214,213
227,06083,9588,174,171,180,186
228,06085,23224,748,712,758,798
229,06087,2696,97,98,103,103
230,06089,1679,159,160,150,144
231,06091,6,0,0,0,0
