,County,173,178,185,192,199,206,213,220
0,01001,715,43,62,64,65,64,65,63
1,01003,1341,326,567,691,828,974,1130,1268
2,01005,402,25,34,32,29,26,23,21
3,01007,227,16,24,26,26,26,27,26
4,01009,331,64,113,140,172,199,227,254
5,01011,378,2,2,2,2,1,1,1
6,01013,655,5,5,4,3,2,1,1
7,01015,554,122,198,219,234,240,237,230
8,01017,685,17,23,21,20,19,18,16
9,01019,131,11,17,18,18,18,18,17
10,01021,345,63,109,134,161,183,205,230
11,01023,220,7,10,9,8,7,6,5
12,01025,323,22,33,36,37,39,40,40
13,01027,89,4,6,6,5,4,3,3
14,01029,48,1,2,2,2,2,2,2
15,01031,436,27,40,41,42,41,40,39
16,01033,528,73,109,115,118,116,114,108
17,01035,238,4,5,4,3,3,2,2
18,01037,67,3,5,5,6,6,6,6
19,01039,435,26,38,38,39,39,39,37
20,01041,134,1,1,1,1,0,0,0
21,01043,668,117,151,126,99,74,54,38
22,01045,406,83,142,174,201,224,239,255
23,01047,1018,57,75,68,59,52,45,38
24,01049,1001,217,367,442,520,593,651,700
25,01051,1076,85,121,124,124,124,123,117
26,01053,512,50,67,59,51,41,33,26
27,01055,1069,211,338,382,420,446,468,475
28,01057,90,5,8,10,12,14,15,17
29,01059,950,18,23,20,17,15,13,10
30,01061,101,5,6,4,3,2,1,0
31,01063,200,3,4,3,3,2,2,2
32,01065,363,20,24,19,15,11,8,5
33,01067,157,7,8,6,4,3,2,1
34,01069,641,82,114,111,105,97,87,77
35,01071,442,144,260,336,402,463,499,523
36,01073,7012,1389,2184,2457,2671,2839,2991,3067
37,01075,89,5,8,9,10,10,11,11
38,01077,600,60,88,94,97,98,97,97
39,01079,146,16,29,36,44,53,62,70
40,01081,1647,148,221,233,241,249,254,254
41,01083,665,106,171,192,208,225,233,239
42,01085,492,0,0,0,0,0,0,0
43,01087,222,7,6,4,2,1,0,0
44,01089,2535,892,1698,2333,3130,3920,4679,5178
45,01091,361,19,26,24,21,18,16,13
46,01093,309,44,76,92,110,129,146,165
47,01095,2050,181,263,272,270,270,265,263
48,01097,5061,734,1137,1257,1349,1446,1529,1597
49,01099,268,5,5,3,1,0,0,0
50,01101,4599,226,268,219,176,138,107,84
51,01103,1397,188,249,227,195,165,136,110
52,01105,255,51,94,120,142,163,172,171
53,01107,278,23,37,40,44,47,49,50
54,01109,480,11,10,6,4,2,1,0
55,01111,275,31,46,47,46,44,41,38
