,County,291,297,304,311,318,325,332
0,01001,2307,113,126,135,138,148,153
1,01003,7263,284,241,198,177,153,135
2,01005,1098,49,53,62,73,83,93
3,01007,942,52,53,53,53,53,52
4,01009,2338,278,327,361,365,336,290
5,01011,664,0,0,0,0,0,0
6,01013,1053,13,14,15,14,18,18
7,01015,5214,308,289,274,254,243,231
8,01017,1488,103,128,157,190,225,241
9,01019,846,51,59,66,69,74,74
10,01021,2016,62,57,51,48,44,45
11,01023,407,1,0,0,0,0,0
12,01025,1449,3,5,7,7,7,7
13,01027,816,34,32,31,30,33,35
14,01029,627,21,16,14,10,8,7
15,01031,1999,90,76,65,57,51,47
16,01033,2478,346,419,429,407,347,271
17,01035,607,6,7,7,7,7,11
18,01037,239,14,14,14,15,19,20
19,01039,1943,104,87,74,68,64,56
20,01041,647,5,7,7,7,7,7
21,01043,3239,370,334,299,261,226,195
22,01045,2055,159,203,243,284,308,316
23,01047,1985,22,19,16,12,9,7
24,01049,3903,208,210,245,300,348,370
25,01051,3471,109,116,117,122,126,131
26,01053,1827,0,0,0,1,0,4
27,01055,4918,431,497,534,531,498,438
28,01057,679,35,35,35,34,33,32
29,01059,2254,42,32,23,15,7,7
30,01061,1033,34,32,34,31,29,29
31,01063,361,0,0,0,0,0,0
32,01065,832,13,9,8,7,7,7
33,01067,782,8,7,7,7,7,7
34,01069,4517,199,220,247,277,310,352
35,01071,2488,150,119,94,78,61,50
36,01073,25957,1445,1602,1771,1927,2114,2232
37,01075,556,33,30,28,28,27,23
38,01077,2956,646,791,854,799,654,483
39,01079,1006,86,85,88,87,83,83
40,01081,6921,212,254,304,362,422,509
41,01083,3386,289,338,375,390,386,358
42,01085,745,0,0,0,0,0,0
43,01087,612,29,43,62,78,95,111
44,01089,10442,743,1042,1395,1820,2201,2494
45,01091,1097,14,8,7,6,2,0
46,01093,1213,85,133,192,251,306,334
47,01095,4865,287,380,476,556,616,629
48,01097,17802,544,571,616,660,719,769
49,01099,692,6,7,10,15,23,32
50,01101,11152,508,520,531,543,532,510
51,01103,4920,386,403,403,392,367,334
52,01105,619,0,0,0,0,0,0
53,01107,1008,50,46,45,38,31,28
54,01109,1430,37,36,34,34,32,31
55,01111,896,33,29,28,29,30,31
56,01113,2021,32,20,14,11,13,8
57,01115,3494,282,256,230,203,182,161
58,01117,8315,473,533,592,637,711,754
59,01119,509,9,11,13,13,14,14
60,01121,2947,113,91,70,52,40,30
61,01123,1484,7,7,7,7,7,7
62,01125,11244,400,329,271,219,184,153
63,01127,3141,208,222,237,246,257,248
64,01129,816,0,0,0,0,0,0
65,01131,592,0,0,0,0,0,0
66,01133,1042,35,33,30,29,24,20
67,02013,19,0,0,0,0,0,0
68,02016,103,0,0,0,0,0,0
69,02020,10209,1529,1613,1686,1699,1661,1630
70,02050,672,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,33,0,0,0,0,0,0
73,02070,70,0,0,0,0,0,0
74,02090,2533,0,0,0,0,0,0
75,02100,15,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,655,94,115,134,158,174,181
78,02122,1362,220,297,366,451,535,614
79,02130,134,15,11,7,5,1,0
80,02150,143,0,0,0,0,0,0
81,02158,327,33,18,9,5,0,0
82,02164,117,0,0,0,0,0,0
83,02170,1946,0,1,3,4,7,6
84,02180,153,0,0,0,0,0,0
85,02185,319,0,0,0,0,0,0
86,02188,284,0,0,0,0,0,0
87,02195,21,0,0,0,0,0,0
88,02198,40,0,0,0,0,0,0
89,02220,98,7,7,1,0,0,0
90,02230,7,0,0,0,0,0,0
91,02240,105,0,0,0,0,0,0
92,02261,196,,,,,,NaN
93,02275,19,0,0,0,0,0,0
94,02282,38,0,0,0,0,0,0
95,02290,127,0,0,0,0,0,0
96,04001,4127,111,114,116,118,123,127
97,04003,2384,246,376,555,775,991,1113
98,04005,5846,405,436,477,511,545,573
99,04007,2168,200,241,297,352,402,426
100,04009,1434,198,233,271,306,330,337
101,04011,116,0,0,0,0,0,0
102,04012,646,9,8,9,12,12,15
103,04013,166850,8378,10831,13763,16726,19531,21667
104,04015,4740,287,427,592,794,1005,1208
105,04017,6803,79,63,47,36,32,30
106,04019,30419,1801,1796,1789,1806,1809,1860
107,04021,12805,668,871,1104,1334,1548,1709
108,04023,3130,12,14,13,12,11,10
109,04025,3284,355,587,936,1403,1899,2242
110,04027,14512,289,233,157,100,61,40
111,05001,778,54,46,42,38,33,28
112,05003,617,0,0,0,2,4,7
113,05005,916,175,192,193,187,171,148
114,05007,9508,1160,1773,2548,3303,3838,3840
115,05009,1197,110,132,154,167,175,174
116,05011,383,0,0,0,0,0,0
117,05013,79,16,15,14,13,9,7
118,05015,1094,44,38,31,28,27,21
119,05017,1065,0,0,0,0,0,0
120,05019,602,42,41,42,38,35,31
121,05021,577,42,39,34,29,26,22
122,05023,547,53,67,82,96,103,107
123,05025,281,0,0,0,0,0,0
124,05027,805,40,43,47,47,48,48
125,05029,402,25,31,37,42,49,52
126,05031,5509,733,931,1119,1224,1258,1159
127,05033,2376,225,274,312,335,332,304
128,05035,2705,182,183,175,167,153,139
129,05037,639,27,25,22,21,21,19
130,05039,198,0,0,0,0,0,0
131,05041,458,19,21,21,21,18,21
132,05043,473,11,15,22,29,35,45
133,05045,3748,237,247,254,268,285,304
134,05047,622,46,39,34,31,27,22
135,05049,383,30,27,27,23,22,20
136,05051,2838,207,187,165,148,137,122
137,05053,410,27,28,27,28,27,27
138,05055,1917,273,295,296,293,263,224
139,05057,670,88,104,124,133,132,125
140,05059,2418,142,167,190,218,235,241
141,05061,687,32,45,48,60,67,70
142,05063,1613,76,93,104,121,135,138
143,05065,835,116,98,72,56,38,25
144,05067,1029,95,72,57,44,34,24
145,05069,4547,164,177,180,178,171,162
146,05071,1090,48,48,49,50,55,56
147,05073,220,7,7,7,7,6,5
148,05075,955,87,68,53,44,35,30
149,05077,1118,0,0,0,0,0,1
150,05079,2355,,,,,,NaN
151,05081,517,18,21,23,25,23,27
152,05083,650,3,7,7,10,14,16
153,05085,2054,169,153,138,129,118,108
154,05087,473,23,30,37,43,47,55
155,05089,219,40,51,67,80,93,101
156,05091,1783,219,187,156,128,103,78
157,05093,2622,181,152,122,91,68,48
158,05095,249,10,11,11,14,12,13
159,05097,198,0,0,0,0,0,0
160,05099,366,28,33,37,40,44,46
161,05101,345,0,0,0,0,0,0
162,05103,434,43,48,53,62,65,75
163,05105,180,15,19,21,24,26,28
164,05107,807,1,0,0,0,0,0
165,05109,288,4,7,7,7,7,7
166,05111,1332,19,15,17,20,21,16
167,05113,435,46,73,99,127,151,158
168,05115,2981,145,150,156,158,156,160
169,05117,275,17,24,27,33,37,39
170,05119,13223,848,1014,1183,1367,1596,1768
171,05121,754,51,42,36,30,25,18
172,05123,1843,52,49,44,40,39,36
173,05125,3382,415,496,590,676,734,781
174,05127,265,29,28,27,28,27,25
175,05129,227,0,0,0,0,0,0
176,05131,5562,482,666,847,1011,1062,1051
177,05133,1498,0,0,0,0,0,0
178,05135,446,49,57,58,60,57,54
179,05137,416,0,0,0,0,0,0
180,05139,1261,76,92,106,121,130,134
181,05141,246,6,11,16,21,31,38
182,05143,12523,699,813,947,1090,1203,1328
183,05145,1917,384,568,733,851,845,706
184,05147,152,19,20,15,14,14,14
185,05149,1411,7,7,7,2,1,0
186,06001,24664,844,1044,1323,1691,2215,2897
187,06003,23,7,3,0,0,0,0
188,06005,375,36,45,61,79,104,132
189,06007,3277,111,120,137,159,187,228
190,06009,366,0,0,0,0,0,0
191,06011,583,20,21,21,20,18,20
192,06013,19943,767,847,960,1095,1177,1385
193,06015,203,11,17,23,30,39,50
194,06017,1495,151,242,380,605,970,1422
195,06019,32497,801,814,817,864,897,953
196,06021,716,19,21,22,23,28,29
197,06023,605,25,37,55,83,119,176
198,06025,13398,218,178,126,83,54,32
199,06027,252,2,0,0,0,0,0
200,06029,35063,940,1292,1754,2390,3270,4403
201,06031,9005,300,554,902,1359,1811,2046
202,06033,751,28,30,30,32,38,40
203,06035,799,0,0,0,0,0,0
204,06037,319977,14033,17968,23143,29564,37750,47343
205,06039,5249,173,224,275,352,430,526
206,06041,7232,91,123,157,209,264,346
207,06043,89,7,7,8,14,13,15
208,06045,1216,37,42,44,49,52,60
209,06047,9982,389,521,686,854,1060,1222
210,06049,73,7,5,1,0,0,0
211,06051,352,85,78,60,44,31,23
212,06053,12136,462,540,627,714,832,978
213,06055,2260,206,302,443,616,798,980
214,06057,710,70,106,160,228,314,447
215,06059,62255,1897,2154,2432,2752,3003,3531
216,06061,4745,388,422,476,525,599,692
217,06063,99,12,8,7,7,7,7
218,06065,71153,2784,3227,3689,4307,4993,5775
219,06067,27773,1508,1785,2105,2462,2882,3376
220,06069,1509,35,50,71,98,132,178
221,06071,68721,3291,4187,5433,6954,8775,10736
222,06073,59682,3246,3993,4915,6345,7876,10028
223,06075,12980,551,636,751,872,1064,1301
224,06077,22635,500,489,487,502,526,533
225,06079,4668,362,600,988,1587,2427,3348
226,06081,11810,530,751,1072,1623,2317,3407
227,06083,10157,158,149,146,155,166,205
228,06085,26490,1209,1262,1333,1349,1388,1519
229,06087,3130,251,363,520,728,1035,1410
230,06089,2547,671,1273,2205,3365,4259,4213
231,06091,7,0,0,0,0,0,0
232,06093,292,26,38,52,68,87,110
233,06095,8132,599,687,806,928,1104,1282
234,06097,10248,626,732,852,1022,1227,1433
235,06099,18386,479,554,641,760,875,1037
236,06101,1992,112,157,219,322,436,586
237,06103,1043,86,76,68,65,58,55
238,06105,43,1,0,0,0,0,0
239,06107,18312,481,579,689,824,990,1169
240,06109,329,45,65,91,125,178,236
241,06111,15364,810,1097,1477,1993,2754,3675
242,06113,3486,190,251,313,395,508,648
243,06115,1434,81,103,124,146,160,168
244,08001,18226,2906,3074,3117,3111,3072,2946
245,08003,393,16,26,35,46,60,76
246,08005,16332,2475,2505,2508,2484,2389,2384
247,08007,73,0,0,0,0,0,0
248,08009,39,0,0,0,0,0,0
249,08011,24,,,,,,NaN
250,08013,6863,1018,1173,1351,1557,1741,1934
251,08014,1269,157,114,88,67,52,39
252,08015,466,14,17,18,19,21,21
253,08017,16,0,0,0,0,0,0
254,08019,108,21,21,22,23,26,28
255,08021,103,7,7,7,7,7,6
256,08023,48,,,,,,NaN
257,08025,203,80,49,27,13,7,1
258,08027,32,0,0,0,0,0,0
259,08029,267,46,64,83,104,121,144
260,08031,23218,3425,3382,3265,3115,2983,2801
261,08033,3,0,0,0,0,0,0
262,08035,5532,1091,1179,1308,1330,1382,1400
263,08037,1675,238,327,460,615,779,883
264,08039,304,49,74,108,148,192,219
265,08041,14062,3910,5524,7138,8521,9074,8653
266,08043,1107,336,412,455,474,444,378
267,08045,1390,181,239,312,384,453,520
268,08047,45,13,20,31,44,54,55
269,08049,174,7,7,7,7,7,4
270,08051,347,11,7,7,7,0,1
271,08053,4,0,0,0,0,0,0
272,08055,50,0,0,0,0,0,0
273,08057,9,0,0,0,0,0,0
274,08059,11562,2228,2238,2135,1987,1820,1630
275,08061,8,0,0,0,0,0,0
276,08063,191,0,0,0,0,0,0
277,08065,163,2,7,7,7,7,8
278,08067,472,62,78,101,123,149,178
279,08069,5425,1073,1369,1696,2078,2399,2759
280,08071,96,7,2,0,0,0,0
281,08073,30,0,0,0,0,0,0
282,08075,1529,191,218,226,217,196,165
283,08077,2405,743,856,916,933,888,814
284,08079,21,0,0,0,0,0,0
285,08081,100,7,6,0,0,0,0
286,08083,295,47,64,79,94,110,116
287,08085,541,47,55,68,84,99,122
288,08087,1057,129,179,221,240,241,215
289,08089,225,15,25,34,45,58,73
290,08091,52,,,,,,NaN
291,08093,125,12,7,7,7,7,7
292,08095,93,0,0,0,0,0,0
293,08097,324,16,20,21,25,27,31
294,08099,265,35,30,26,22,18,15
295,08101,3160,950,1123,1259,1291,1237,1094
296,08103,38,0,0,0,0,0,0
297,08105,144,7,7,7,7,7,7
298,08107,286,32,42,48,56,62,69
299,08109,168,2,0,0,0,0,0
300,08111,12,0,0,0,0,0,0
301,08113,118,3,0,0,0,0,0
302,08115,60,0,0,0,0,0,0
303,08117,961,207,227,241,219,181,141
304,08119,317,77,99,125,151,169,173
305,08121,127,3,0,0,0,0,0
306,08123,7961,1517,1782,2074,2411,2676,2807
307,08125,248,,,,,,NaN
308,09001,26435,2368,1724,1163,774,519,366
309,09003,19769,1899,2070,2210,2397,2570,2693
310,09005,2559,316,328,343,351,343,359
311,09007,2231,247,313,389,465,566,653
312,09009,19154,2116,2265,2396,2459,2484,2418
313,09011,4220,452,550,683,797,941,1080
314,09013,1940,184,246,326,423,557,710
315,09015,1610,154,156,155,158,163,163
316,10001,3778,206,239,280,337,392,468
317,10003,14204,874,1091,1379,1707,2099,2600
318,10005,8528,377,373,383,371,362,364
