,County,172,178,185,192,199,206,213,220,227
0,01001,698,,,,,,,,NaN
1,01003,1277,,,,,,,,NaN
2,01005,399,,,,,,,,NaN
3,01007,224,,,,,,,,NaN
4,01009,320,,,,,,,,NaN
5,01011,378,,,,,,,,NaN
6,01013,652,,,,,,,,NaN
7,01015,515,,,,,,,,NaN
8,01017,677,,,,,,,,NaN
9,01019,124,,,,,,,,NaN
10,01021,331,,,,,,,,NaN
11,01023,217,,,,,,,,NaN
12,01025,317,,,,,,,,NaN
13,01027,85,,,,,,,,NaN
14,01029,45,,,,,,,,NaN
15,01031,428,,,,,,,,NaN
16,01033,509,,,,,,,,NaN
17,01035,231,17,13,10,7,5,4,2,2
18,01037,66,,,,,,,,NaN
19,01039,416,69,66,60,53,45,37,30,24
20,01041,132,6,5,5,5,4,4,3,3
21,01043,615,100,103,101,95,85,74,62,51
22,01045,395,69,68,64,57,48,40,32,25
23,01047,1002,58,39,26,17,11,7,4,2
24,01049,967,174,157,132,105,79,58,41,29
25,01051,1067,112,90,70,52,38,27,19,13
26,01053,488,62,52,41,32,24,17,12,9
27,01055,1011,206,193,167,136,105,79,57,40
28,01057,85,,,,,,,,NaN
29,01059,938,29,21,15,10,7,5,3,2
30,01061,98,,,,,,,,NaN
31,01063,198,1,0,0,0,0,0,0,0
32,01065,354,21,17,13,11,8,6,4,3
33,01067,155,10,9,8,7,6,5,4,3
34,01069,607,98,100,100,96,89,80,70,59
35,01071,435,96,100,97,88,75,61,48,36
36,01073,6746,1503,1419,1221,970,725,518,359,243
37,01075,89,,,,,,,,NaN
38,01077,577,116,122,123,118,108,95,81,66
39,01079,136,19,20,21,22,21,21,20,18
40,01081,1596,275,257,227,191,154,120,91,68
41,01083,639,153,157,151,136,116,95,74,56
42,01085,484,1,0,0,0,0,0,0,0
43,01087,219,23,21,18,15,13,10,8,6
44,01089,2268,731,799,788,702,572,435,314,219
45,01091,354,24,19,15,12,9,6,5,3
46,01093,290,31,28,25,22,19,15,13,10
47,01095,1980,222,177,134,99,71,50,35,24
48,01097,4904,456,389,323,261,206,160,123,93
49,01099,260,34,28,23,19,15,11,9,6
50,01101,4547,318,247,185,136,97,69,48,34
51,01103,1338,176,158,134,110,87,67,50,37
52,01105,250,12,10,8,6,5,4,3,2
53,01107,274,34,31,26,21,17,13,10,7
54,01109,479,34,29,24,20,16,13,10,8
55,01111,263,24,22,19,17,14,12,10,8
56,01113,686,109,95,79,63,48,36,26,19
57,01115,544,147,153,147,130,108,85,63,46
58,01117,1691,367,343,296,238,181,132,93,64
59,01119,292,3,2,1,1,0,0,0,0
60,01121,401,86,93,96,96,91,84,74,64
61,01123,630,25,21,17,14,11,9,7,5
62,01125,2690,323,265,208,156,114,82,58,40
63,01127,1075,106,84,64,48,34,25,17,12
64,01129,148,10,9,9,8,7,6,6,5
65,01131,303,12,8,5,3,2,1,1,0
66,01133,299,40,37,33,27,22,18,14,10
67,02013,0,,,,,,,,NaN
68,02016,1,,,,,,,,NaN
69,02020,705,155,177,193,201,200,189,172,149
70,02050,14,,,,,,,,NaN
71,02060,3,,,,,,,,NaN
72,02068,0,,,,,,,,NaN
73,02070,0,,,,,,,,NaN
74,02090,245,26,29,33,36,38,40,41,42
75,02100,2,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,51,,,,,,,,NaN
78,02122,200,32,35,37,38,38,37,35,32
79,02130,23,,,,,,,,NaN
80,02150,5,,,,,,,,NaN
81,02158,2,,,,,,,,NaN
82,02164,0,,,,,,,,NaN
83,02170,146,27,31,37,42,47,52,55,58
84,02180,15,,,,,,,,NaN
85,02185,4,,,,,,,,NaN
86,02188,6,,,,,,,,NaN
87,02195,6,,,,,,,,NaN
88,02198,2,,,,,,,,NaN
89,02220,13,,,,,,,,NaN
90,02230,0,,,,,,,,NaN
91,02240,10,,,,,,,,NaN
92,02261,10,,,,,,,,NaN
93,02275,3,,,,,,,,NaN
94,02282,0,,,,,,,,NaN
95,02290,13,,,,,,,,NaN
96,04001,2579,39,23,13,8,4,2,1,0
97,04003,1049,199,184,161,135,108,84,63,47
98,04005,2457,176,135,102,75,55,39,28,20
99,04007,445,68,60,52,43,35,28,22,17
100,04009,204,36,37,37,36,34,31,27,24
101,04011,32,,,,,,,,NaN
102,04012,407,26,18,12,8,6,4,2,1
103,04013,80146,17230,13543,9769,6617,4302,2725,1699,1049
104,04015,1825,361,325,276,224,174,131,97,70
105,04017,4337,286,217,162,118,85,61,43,30
106,04019,11767,1950,1587,1216,888,626,431,292,196
107,04021,5614,989,762,551,379,253,165,106,68
108,04023,2180,43,24,13,7,4,2,1,0
109,04025,1123,260,264,257,239,214,184,154,125
110,04027,8302,1004,739,525,362,245,163,108,71
111,05001,59,,,,,,,,NaN
112,05003,100,,,,,,,,NaN
113,05005,30,,,,,,,,NaN
114,05007,3470,364,278,201,140,95,63,42,27
115,05009,51,,,,,,,,NaN
116,05011,80,,,,,,,,NaN
117,05013,3,,,,,,,,NaN
118,05015,228,34,34,33,30,27,24,20,17
119,05017,217,30,24,18,13,9,6,4,3
120,05019,71,,,,,,,,NaN
121,05021,81,,,,,,,,NaN
122,05023,132,6,6,6,7,7,6,6,6
123,05025,37,,,,,,,,NaN
124,05027,109,15,16,16,16,16,15,14,12
125,05029,92,,,,,,,,NaN
126,05031,545,47,45,42,38,34,30,25,21
127,05033,275,73,82,88,90,86,79,68,57
128,05035,841,51,38,27,19,14,9,6,4
129,05037,101,,,,,,,,NaN
130,05039,12,,,,,,,,NaN
131,05041,81,,,,,,,,NaN
132,05043,92,,,,,,,,NaN
133,05045,771,203,210,200,177,147,115,87,64
134,05047,30,,,,,,,,NaN
