,County,305,311,318,325,332,339,346,353,360
0,01001,2617,198,209,229,245,261,271,279,281
1,01003,8199,576,718,840,943,1013,1034,1004,929
2,01005,1160,33,39,42,45,49,50,51,51
3,01007,1136,47,55,55,57,58,58,58,58
4,01009,2754,267,301,336,367,389,403,405,395
5,01011,689,14,21,27,35,45,56,70,86
6,01013,1133,59,92,131,181,244,313,377,423
7,01015,5964,637,781,1015,1291,1605,1938,2254,2515
8,01017,1675,187,264,394,571,796,1054,1296,1461
9,01019,985,83,115,137,153,163,161,149,130
10,01021,2161,64,79,87,93,100,106,111,116
11,01023,417,3,7,8,11,13,16,20,25
12,01025,1549,60,71,80,91,101,111,122,132
13,01027,888,55,77,106,144,191,244,301,352
14,01029,742,36,77,91,103,110,112,108,97
15,01031,2303,189,196,208,215,217,213,204,190
16,01033,2943,265,301,331,359,384,406,424,434
17,01035,668,40,38,38,38,37,36,34,31
18,01037,306,66,101,155,231,328,434,524,567
19,01039,2123,118,141,169,201,234,268,299,328
20,01041,700,33,32,34,34,36,36,38,37
21,01043,4096,490,500,482,444,388,327,265,209
22,01045,2254,105,100,96,92,89,84,80,76
23,01047,2196,157,216,287,367,444,503,531,519
24,01049,4608,468,600,738,890,1045,1190,1308,1383
25,01051,3910,250,349,428,516,613,712,806,886
26,01053,1940,101,136,189,261,355,473,612,764
27,01055,5857,733,928,1198,1507,1837,2155,2418,2579
28,01057,831,95,122,144,162,173,175,168,153
29,01059,2436,95,129,152,178,203,228,248,263
30,01061,1167,79,89,99,110,121,131,142,152
31,01063,399,39,59,93,141,206,285,363,417
32,01065,915,69,81,100,121,140,156,166,167
33,01067,838,32,33,33,34,35,35,35,36
34,01069,5033,305,367,424,482,542,597,647,687
35,01071,2905,221,261,282,299,311,317,315,306
36,01073,30318,2869,3531,4130,4619,4914,4953,4728,4282
37,01075,622,15,15,13,10,8,6,4,4
38,01077,3783,527,585,614,595,534,448,353,265
39,01079,1214,159,218,273,311,317,289,238,178
40,01081,7504,392,500,624,773,946,1146,1369,1607
41,01083,4008,377,457,503,525,520,485,430,364
42,01085,785,9,19,22,24,27,30,33,36
43,01087,694,56,62,69,76,81,83,82,80
44,01089,12204,1184,1363,1532,1649,1695,1663,1556,1392
