,County,260,269,276,283,290,297,304,311
0,01001,1863,34,31,29,27,25,22,9
1,01003,6141,80,73,69,63,58,53,21
2,01005,927,12,10,8,7,5,4,1
3,01007,708,16,15,14,12,11,10,4
4,01009,1681,20,18,17,15,14,12,5
5,01011,619,1,1,0,0,0,0,0
6,01013,932,3,2,2,1,1,0,0
7,01015,3752,103,89,76,64,54,45,17
8,01017,1222,14,13,11,10,9,8,3
9,01019,654,11,9,8,7,6,5,2
10,01021,1684,41,39,37,35,32,30,12
11,01023,369,2,1,1,1,1,0,0
12,01025,1184,26,24,23,21,20,18,7
13,01027,627,9,7,6,4,3,2,1
14,01029,449,14,13,11,10,8,7,2
15,01031,1497,69,65,62,58,55,51,20
16,01033,1771,46,40,34,29,25,21,8
17,01035,542,0,0,0,0,0,0,0
18,01037,183,1,1,0,0,0,0,0
19,01039,1514,34,31,28,25,23,21,8
20,01041,554,3,2,2,1,1,1,0
21,01043,2001,42,28,18,12,7,4,1
22,01045,1527,75,71,67,64,60,55,22
23,01047,1817,4,3,2,2,1,1,0
24,01049,2709,215,214,214,207,204,197,82
25,01051,2889,78,72,66,60,56,51,20
26,01053,1670,14,10,8,5,4,3,0
27,01055,3726,73,66,60,54,48,42,16
28,01057,490,9,9,9,9,8,8,3
29,01059,1871,32,28,24,20,17,14,5
30,01061,765,72,54,39,27,19,12,4
31,01063,313,0,0,0,0,0,0,0
32,01065,682,6,4,3,2,1,1,0
33,01067,579,30,22,16,11,7,5,1
34,01069,3428,357,320,284,244,209,178,67
35,01071,1745,76,71,64,59,53,48,19
36,01073,20965,567,524,478,440,400,368,147
37,01075,404,4,3,3,3,2,2,1
38,01077,1880,74,69,64,58,53,49,19
39,01079,689,31,32,32,32,32,32,13
40,01081,6243,155,147,138,129,121,113,46
41,01083,2396,196,193,185,179,170,160,66
42,01085,672,2,1,0,0,0,0,0
43,01087,503,3,1,1,0,0,0,0
44,01089,8375,219,209,196,187,175,163,67
45,01091,757,10,8,7,6,4,4,1
46,01093,1015,14,13,12,12,11,11,4
47,01095,4083,46,42,38,34,30,27,10
48,01097,13829,172,159,150,138,127,119,48
49,01099,601,0,0,0,0,0,0,0
50,01101,9107,106,80,61,45,34,24,8
51,01103,3551,136,109,85,66,50,38,13
52,01105,547,0,0,0,0,0,0,0
53,01107,697,5,5,4,4,4,3,1
54,01109,1254,7,4,2,1,0,0,0
55,01111,723,24,21,18,15,13,11,4
56,01113,1832,12,10,7,6,5,3,1
57,01115,2521,92,86,79,73,66,60,24
58,01117,6497,238,221,205,184,169,154,62
59,01119,443,0,0,0,0,0,0,0
60,01121,2306,68,58,49,41,34,28,10
61,01123,1211,19,17,16,15,14,14,5
62,01125,9364,191,173,152,135,120,105,41
63,01127,2493,44,33,22,16,11,7,2
64,01129,588,7,4,2,1,0,0,0
