,County,221,227,234,241
0,01001,1345,81,120,133
1,01003,4402,412,428,455
2,01005,628,30,55,62
3,01007,533,,,NaN
4,01009,1025,102,101,106
5,01011,536,,,NaN
6,01013,835,58,78,85
7,01015,2346,249,236,247
8,01017,868,40,78,87
9,01019,345,20,32,35
10,01021,1079,129,110,113
11,01023,316,18,27,32
12,01025,921,,,NaN
13,01027,352,41,35,35
14,01029,200,28,21,21
15,01031,954,83,93,99
16,01033,1426,131,139,149
17,01035,435,28,40,44
18,01037,111,6,7,13
19,01039,813,37,71,81
20,01041,390,36,39,42
21,01043,1434,107,135,147
22,01045,1012,77,95,103
23,01047,1421,,,NaN
24,01049,2051,,,NaN
25,01051,2014,141,187,204
26,01053,1213,69,109,122
27,01055,2657,208,252,273
28,01057,284,28,28,28
29,01059,1536,143,151,161
30,01061,382,35,35,40
31,01063,277,18,26,28
32,01065,529,,,NaN
33,01067,323,20,28,33
34,01069,1831,134,171,186
35,01071,1274,,,NaN
36,01073,15731,1585,1572,1650
37,01075,271,,,NaN
38,01077,1405,120,135,145
39,01079,459,49,45,48
40,01081,3247,402,340,347
41,01083,1638,147,159,169
42,01085,600,37,54,61
43,01087,393,33,37,42
44,01089,6220,507,592,639
45,01091,624,,,NaN
46,01093,713,70,70,75
47,01095,3478,190,313,349
48,01097,11981,,,NaN
49,01099,443,21,38,44
50,01101,7737,,,NaN
51,01103,2802,269,276,293
52,01105,477,,,NaN
53,01107,531,49,51,56
54,01109,821,68,79,85
55,01111,469,42,44,49
56,01113,1535,91,139,155
57,01115,1641,132,156,168
58,01117,4068,445,406,420
59,01119,396,,,NaN
60,01121,1296,105,122,133
61,01123,924,,,NaN
62,01125,5123,481,502,534
63,01127,1815,143,173,186
64,01129,498,,,NaN
65,01131,479,,,NaN
66,01133,543,56,56,57
67,02013,2,0,0,0
68,02016,7,0,0,0
69,02020,2972,300,284,255
70,02050,59,,,NaN
71,02060,10,0,0,0
72,02068,1,0,0,0
73,02070,5,0,0,0
74,02090,635,76,62,55
75,02100,5,0,0,0
76,02105,0,0,0,0
77,02110,174,14,14,14
78,02122,410,16,33,34
79,02130,46,0,7,6
80,02150,14,0,0,0
81,02158,8,0,0,0
82,02164,0,0,0,0
83,02170,472,40,43,40
84,02180,39,7,7,0
85,02185,39,,,NaN
86,02188,66,7,7,7
87,02195,7,0,0,0
88,02198,25,5,0,0
89,02220,38,,,NaN
90,02230,0,0,0,0
91,02240,18,0,0,0
92,02261,73,7,7,7
93,02275,11,0,0,0
94,02282,18,,,NaN
95,02290,71,7,7,7
96,04001,3338,38,31,21
97,04003,1815,21,15,12
98,04005,3318,54,31,21
99,04007,1106,23,10,7
100,04009,714,,,NaN
101,04011,58,0,0,0
102,04012,498,,,NaN
103,04013,133641,1439,1209,831
104,04015,3606,79,37,23
105,04017,5598,86,52,35
106,04019,21189,483,217,133
107,04021,9524,242,101,60
108,04023,2723,,,NaN
109,04025,2303,34,21,14
110,04027,12230,139,111,76
111,05001,282,18,26,28
112,05003,388,,,NaN
113,05005,137,20,14,14
114,05007,5334,334,479,558
115,05009,356,57,37,37
116,05011,289,28,28,32
117,05013,23,0,0,0
118,05015,465,33,41,49
119,05017,962,41,82,98
120,05019,229,21,21,25
121,05021,180,14,15,21
122,05023,258,17,24,28
123,05025,136,,,NaN
124,05027,293,17,26,30
125,05029,202,14,20,21
126,05031,1851,176,178,199
127,05033,916,93,90,100
128,05035,1641,90,145,170
129,05037,275,32,28,29
130,05039,127,,,NaN
131,05041,239,21,21,26
132,05043,303,13,26,31
133,05045,1679,153,160,179
134,05047,162,11,14,16
135,05049,69,7,7,7
136,05051,1407,125,134,151
137,05053,192,20,20,21
138,05055,632,56,60,67
139,05057,330,28,32,35
140,05059,1717,71,146,177
141,05061,423,36,41,45
142,05063,760,82,77,83
143,05065,102,20,14,14
144,05067,182,10,16,21
145,05069,2091,231,211,229
146,05071,754,31,64,78
147,05073,66,,,NaN
148,05075,248,,,NaN
149,05077,1002,31,84,102
150,05079,1600,243,174,181
151,05081,278,24,27,29
152,05083,364,18,32,37
153,05085,717,70,69,77
154,05087,295,16,26,30
155,05089,44,7,7,7
156,05091,601,40,54,63
157,05093,1349,109,126,144
158,05095,94,7,7,7
159,05097,96,,,NaN
160,05099,162,9,14,16
161,05101,120,13,14,14
162,05103,157,18,14,14
163,05105,63,7,7,7
164,05107,404,32,38,42
165,05109,174,21,16,21
166,05111,486,62,50,54
167,05113,224,21,21,24
168,05115,1732,164,168,187
169,05117,115,,,NaN
170,05119,7024,562,657,748
171,05121,309,26,28,34
172,05123,1344,93,123,142
173,05125,1567,206,163,174
174,05127,86,4,7,7
175,05129,100,,,NaN
176,05131,2862,221,265,302
177,05133,1157,57,101,119
178,05135,147,14,14,14
179,05137,194,45,25,23
180,05139,690,71,70,75
181,05141,118,45,19,14
182,05143,6883,389,609,715
183,05145,524,73,57,59
184,05147,27,0,0,0
185,05149,1143,55,99,118
186,06001,18040,1163,672,473
187,06003,2,0,0,0
188,06005,278,14,9,7
189,06007,1948,,,NaN
190,06009,236,,,NaN
191,06011,441,21,14,12
192,06013,13700,972,525,363
193,06015,122,,,NaN
194,06017,958,56,35,25
195,06019,24821,1357,895,648
196,06021,440,,,NaN
197,06023,368,14,14,8
198,06025,10667,364,358,275
199,06027,174,11,7,7
200,06029,29105,1068,981,747
201,06031,6142,233,207,157
202,06033,332,27,13,7
203,06035,716,19,22,18
204,06037,240749,8883,8135,6190
205,06039,3674,212,135,97
206,06041,6068,195,202,155
207,06043,71,0,0,0
208,06045,689,48,25,18
209,06047,7890,374,279,206
210,06049,10,7,0,0
211,06051,162,,,NaN
212,06053,7685,442,281,201
213,06055,1413,65,50,37
214,06057,442,21,14,12
215,06059,48444,2237,1696,1258
216,06061,2973,171,107,79
217,06063,40,0,0,0
218,06065,51918,1599,1717,1330
219,06067,17588,932,621,451
220,06069,1090,,,NaN
221,06071,47373,2238,1666,1231
222,06073,38300,1616,1318,989
223,06075,9428,476,336,245
224,06077,17493,1083,640,455
225,06079,2917,219,113,78
226,06081,8074,456,295,213
227,06083,8052,350,278,209
228,06085,17013,969,623,448
229,06087,1746,119,67,47
230,06089,562,34,22,14
231,06091,6,0,0,0
232,06093,128,,,NaN
233,06095,5388,223,188,140
234,06097,5654,469,227,154
235,06099,14544,1075,564,389
236,06101,1368,114,55,38
237,06103,417,31,16,11
238,06105,13,0,0,0
239,06107,13890,679,494,363
240,06109,189,18,8,7
241,06111,10705,552,381,280
242,06113,2386,113,82,62
243,06115,909,56,33,24
244,08001,7482,288,241,205
245,08003,238,3,7,7
246,08005,8067,239,249,219
247,08007,47,0,0,0
248,08009,16,0,0,0
249,08011,11,0,0,0
250,08013,2287,61,70,61
251,08014,532,18,14,14
252,08015,316,7,7,7
253,08017,9,0,0,0
254,08019,35,0,0,0
255,08021,31,0,0,0
256,08023,32,7,0,0
257,08025,73,0,0,0
258,08027,17,5,0,0
259,08029,162,18,8,7
260,08031,11225,329,348,306
261,08033,2,0,0,0
262,08035,1994,80,65,54
263,08037,1179,21,34,32
264,08039,121,,,NaN
265,08041,6007,259,198,166
266,08043,157,11,7,7
267,08045,839,25,28,21
268,08047,17,0,0,0
269,08049,62,,,NaN
270,08051,290,,,NaN
271,08053,3,0,0,0
272,08055,9,0,0,0
273,08057,9,0,0,0
274,08059,4777,181,154,132
275,08061,0,0,0,0
276,08063,74,,,NaN
277,08065,80,0,0,0
278,08067,240,7,7,7
279,08069,1938,113,68,54
280,08071,20,0,0,0
281,08073,8,0,0,0
282,08075,684,21,21,20
283,08077,407,15,14,13
284,08079,19,0,0,0
285,08081,34,0,0,0
286,08083,124,,,NaN
287,08085,342,7,10,7
288,08087,713,12,21,21
289,08089,82,0,0,0
290,08091,23,0,0,0
291,08093,43,0,0,0
292,08095,19,0,0,0
293,08097,197,7,7,7
294,08099,84,,,NaN
295,08101,866,63,32,25
296,08103,23,0,0,0
297,08105,94,0,0,0
298,08107,132,,,NaN
299,08109,110,0,0,0
300,08111,4,0,0,0
301,08113,93,0,0,0
302,08115,12,0,0,0
303,08117,363,14,14,8
304,08119,162,7,7,7
305,08121,53,0,0,0
306,08123,4051,109,124,110
307,08125,63,0,0,0
308,09001,18774,238,410,497
309,09003,13392,301,316,359
310,09005,1688,43,41,45
311,09007,1446,17,33,38
312,09009,13622,151,294,360
313,09011,1554,52,39,42
314,09013,1126,,,NaN
315,09015,789,,,NaN
316,10001,2608,77,92,91
317,10003,8139,295,291,278
318,10005,6317,148,215,214
319,11001,NaN,367,351,313
320,12001,5193,174,100,68
321,12003,1151,31,21,14
322,12005,5355,158,101,68
323,12007,729,49,18,9
324,12009,7201,229,139,93
325,12011,70950,1545,1287,910
326,12013,568,19,11,7
327,12015,2656,91,52,34
328,12017,2082,89,42,27
329,12019,3960,196,83,52
330,12021,11604,310,216,149
331,12023,3335,103,65,43
332,12027,1478,28,27,19
333,12029,712,37,16,8
334,12031,26391,659,487,338
335,12033,11151,297,207,143
336,12035,1310,43,25,17
337,12037,542,18,10,7
338,12039,2317,90,46,30
339,12041,460,15,8,7
340,12043,454,7,7,7
341,12045,824,21,14,11
342,12047,697,21,14,7
343,12049,1092,27,20,14
344,12051,1969,32,34,25
345,12053,2601,102,51,34
346,12055,1821,67,35,24
347,12057,37013,992,690,476
348,12059,622,28,13,7
349,12061,2834,74,52,36
350,12063,2335,84,45,31
351,12065,498,7,7,7
352,12067,1202,27,21,15
353,12069,6385,238,128,83
354,12071,18634,525,350,240
355,12073,6294,261,125,81
356,12075,907,37,17,13
357,12077,433,7,7,7
358,12079,867,27,16,12
359,12081,10418,212,187,133
360,12083,8469,348,170,110
361,12085,4450,286,100,59
362,12086,156559,3694,2866,2009
363,12087,1727,32,30,22
364,12089,1659,,,NaN
365,12091,4134,150,80,54
366,12093,1239,33,23,16
367,12095,35770,880,658,459
368,12097,11091,290,207,142
369,12099,41865,1038,773,539
370,12101,8028,216,151,104
371,12103,19888,395,356,253
372,12105,16894,483,317,217
373,12107,1774,41,33,23
374,12109,4321,126,82,55
375,12111,6975,268,139,91
376,12113,4659,164,92,61
377,12115,7193,162,130,92
378,12117,8006,207,150,102
379,12119,1848,101,40,24
380,12121,2431,68,46,31
381,12123,1199,37,23,15
382,12125,592,35,13,7
383,12127,9244,269,175,119
384,12129,886,25,17,12
385,12131,1636,49,31,21
386,12133,1006,26,19,14
387,13001,885,30,38,30
388,13003,405,20,19,14
389,13005,516,19,21,18
390,13007,71,0,0,0
391,13009,1652,,,NaN
392,13011,370,31,17,14
393,13013,1725,125,82,61
394,13015,2426,148,113,86
395,13017,620,,,NaN
396,13019,379,13,14,14
397,13021,5375,,,NaN
