,County,193,199,206,213
0,01001,1010,112,123,118
1,01003,3175,542,441,398
2,01005,562,52,68,66
3,01007,364,47,49,45
4,01009,722,143,106,94
5,01011,437,42,55,53
6,01013,751,60,89,87
7,01015,1535,,,NaN
8,01017,814,64,97,95
9,01019,233,35,28,28
10,01021,697,118,93,86
11,01023,273,20,33,32
12,01025,484,59,63,59
13,01027,216,47,28,28
14,01029,114,14,14,14
15,01031,703,80,90,85
16,01033,1076,186,151,136
17,01035,371,43,47,43
18,01037,90,7,12,11
19,01039,704,84,87,82
20,01041,284,65,46,39
21,01043,1113,160,148,137
22,01045,776,95,100,94
23,01047,1280,118,155,149
24,01049,1677,230,223,206
25,01051,1584,169,196,189
26,01053,965,152,134,122
27,01055,1914,282,259,239
28,01057,169,30,24,21
29,01059,1184,124,146,140
30,01061,226,40,29,28
31,01063,240,14,27,28
32,01065,449,36,54,53
33,01067,243,29,28,28
34,01069,1309,209,176,161
35,01071,816,189,123,107
36,01073,11650,1583,1542,1429
37,01075,194,33,28,25
38,01077,1053,167,142,130
39,01079,306,61,45,41
40,01081,2491,284,316,299
41,01083,1183,187,161,147
42,01085,546,31,63,63
43,01087,308,28,37,35
44,01089,4932,748,660,608
45,01091,515,49,61,60
46,01093,535,67,70,65
47,01095,2947,338,363,347
48,01097,8998,1900,1236,1106
49,01099,388,39,48,47
50,01101,6198,637,757,729
51,01103,2206,300,286,267
52,01105,428,55,56,51
53,01107,363,37,45,42
54,01109,654,73,82,78
55,01111,388,35,48,46
56,01113,1220,177,159,147
57,01115,1182,204,172,154
58,01117,3002,410,396,368
59,01119,361,27,43,42
60,01121,890,169,127,113
61,01123,804,64,97,94
62,01125,3912,406,481,462
63,01127,1457,112,175,170
64,01129,310,42,42,37
65,01131,402,31,47,48
66,01133,428,55,56,53
67,02013,1,0,0,0
68,02016,5,0,0,0
69,02020,1877,723,827,1069
70,02050,21,,,NaN
71,02060,6,0,0,0
72,02068,1,0,0,0
73,02070,1,0,0,0
74,02090,406,69,145,203
75,02100,4,0,0,0
76,02105,0,0,0,0
77,02110,88,19,33,45
78,02122,304,55,109,150
79,02130,35,6,12,17
80,02150,6,0,0,3
81,02158,4,,,NaN
82,02164,0,0,0,0
83,02170,301,102,129,168
84,02180,17,0,7,7
85,02185,13,6,7,7
86,02188,31,,,NaN
87,02195,6,3,0,0
88,02198,7,,,NaN
89,02220,23,4,7,11
90,02230,0,0,0,0
91,02240,14,,,NaN
92,02261,48,11,17,23
93,02275,8,0,0,0
94,02282,7,6,7,7
95,02290,46,8,16,22
96,04001,3064,167,211,168
97,04003,1536,137,116,86
98,04005,2990,161,200,161
99,04007,833,120,71,49
100,04009,489,,,NaN
101,04011,55,,,NaN
102,04012,473,,,NaN
103,04013,120279,10354,8925,6719
104,04015,3027,296,230,168
105,04017,5271,263,357,284
106,04019,16655,1535,1245,933
107,04021,8227,682,603,457
108,04023,2608,124,178,141
109,04025,1818,212,141,103
110,04027,11142,773,795,612
111,05001,199,34,28,27
112,05003,249,,,NaN
113,05005,61,7,7,7
114,05007,4528,365,523,531
115,05009,170,,,NaN
116,05011,142,25,21,21
117,05013,13,6,2,0
118,05015,340,24,39,40
119,05017,529,281,133,97
120,05019,154,20,21,21
121,05021,107,7,12,14
122,05023,181,11,20,21
123,05025,68,7,7,7
124,05027,193,31,25,21
125,05029,136,14,14,14
126,05031,1120,171,150,143
127,05033,536,81,69,66
128,05035,1213,136,147,145
129,05037,166,16,21,21
130,05039,58,12,7,7
131,05041,151,25,21,20
132,05043,162,22,21,21
133,05045,1203,144,152,148
134,05047,108,,,NaN
135,05049,29,8,7,6
136,05051,843,168,126,114
137,05053,125,13,14,14
138,05055,383,,,NaN
139,05057,210,40,30,28
140,05059,1457,90,164,169
141,05061,296,56,44,41
142,05063,367,,,NaN
143,05065,44,,,NaN
144,05067,58,6,7,7
145,05069,1357,179,165,162
146,05071,631,60,72,73
147,05073,49,4,7,7
148,05075,185,31,26,21
149,05077,885,,,NaN
150,05079,1182,63,126,133
151,05081,153,,,NaN
152,05083,158,35,20,18
153,05085,433,86,60,56
154,05087,259,20,27,28
155,05089,23,,,NaN
156,05091,462,47,56,56
157,05093,775,263,143,117
158,05095,52,7,7,7
159,05097,25,,,NaN
160,05099,130,7,14,14
161,05101,94,13,14,14
162,05103,77,12,7,7
163,05105,49,,,NaN
164,05107,282,39,35,35
165,05109,78,23,15,14
166,05111,159,,,NaN
167,05113,128,11,14,14
168,05115,1202,149,146,144
169,05117,66,9,7,7
170,05119,4838,494,591,585
171,05121,173,35,24,21
172,05123,1131,80,125,130
173,05125,879,118,113,109
174,05127,42,13,7,7
175,05129,25,,,NaN
176,05131,1768,351,254,231
177,05133,935,53,104,108
178,05135,104,14,14,14
179,05137,53,12,7,7
180,05139,433,68,59,56
181,05141,50,6,7,7
182,05143,6005,420,673,693
183,05145,262,45,35,35
184,05147,19,0,0,0
185,05149,1022,78,117,118
186,06001,11524,1186,1331,1256
187,06003,2,0,0,0
188,06005,126,,,NaN
189,06007,941,123,119,107
190,06009,125,27,17,14
191,06011,323,51,44,37
192,06013,7966,956,911,855
193,06015,88,,,NaN
194,06017,637,124,90,78
