,County,278,283,290,297,304
0,01001,2074,NaN,,,
1,01003,6694,344,316.0,,
2,01005,1033,64,33.0,,
3,01007,843,42,40.0,47.0,
4,01009,1942,88,,120.0,
5,01011,649,13,13.0,,
6,01013,1013,14,,,
7,01015,4621,NaN,,,
8,01017,1352,,46.0,43.0,
9,01019,745,,31.0,28.0,31.0
10,01021,1893,85,84.0,,
11,01023,392,8,,7.0,8.0
12,01025,1353,58,,,
13,01027,749,26,,,
14,01029,573,51,46.0,47.0,
15,01031,1795,,,,135.0
16,01033,2041,105,90.0,,
17,01035,561,12,9.0,,8.0
18,01037,205,,,,8.0
19,01039,1755,100,,,
20,01041,609,17,28.0,,
21,01043,2508,73,,,
22,01045,1772,NaN,,,
23,01047,1872,41,,,
24,01049,3461,NaN,,,
25,01051,3227,NaN,,,
26,01053,1730,40,,39.0,
27,01055,4312,171,301.0,,
28,01057,584,27,,,
29,01059,2061,NaN,,,
30,01061,916,,64.0,,
31,01063,346,11,7.0,8.0,
32,01065,777,,35.0,33.0,
33,01067,719,,44.0,39.0,51.0
34,01069,4180,233,234.0,196.0,
35,01071,2175,,,NaN,
36,01073,23443,938,814.0,,
37,01075,506,39,20.0,30,
38,01077,2313,134,117.0,,
39,01079,861,49,50.0,,
40,01081,6550,419,229.0,,
41,01083,2893,,220.0,222,
42,01085,714,,14.0,,
43,01087,537,16,10.0,,
44,01089,9394,402,412.0,,481.0
45,01091,1025,62,,,
46,01093,1097,,,30,
47,01095,4411,142,,,
48,01097,16934,311,310.0,,
49,01099,648,17,15.0,,
50,01101,10298,,NaN,,
51,01103,4182,219,253,247,
52,01105,593,7,,,
53,01107,860,23,,,
54,01109,1344,51,,,
55,01111,829,42,43,43,
56,01113,1953,,,,51.0
57,01115,2999,182,168,175,
58,01117,7436,,,391,
59,01119,473,7,14,10,
60,01121,2674,135,,,
61,01123,1330,43,36,57,67.0
62,01125,10414,746,,,
63,01127,2823,122,114,112,
64,01129,749,23,,,
65,01131,570,6,7,8,8.0
66,01133,937,45,,38,
67,02013,16,,,NaN,
68,02016,97,,,NaN,
69,02020,7454,500,764,757,830.0
70,02050,393,11,45,94,180.0
71,02060,0,,,,NaN
72,02068,25,7,8,,
73,02070,51,3,28,39,30
74,02090,2079,133,281,262,182
75,02100,12,4,,,
76,02105,0,NaN,,,
77,02110,526,15,11,33,38
78,02122,914,33,32,55,123
79,02130,81,3,3,3,
80,02150,97,22,29,14,
81,02158,192,,,NaN,
82,02164,104,13,15,15,15
83,02170,1165,47,70,111,225
84,02180,129,23,25,9,10
85,02185,251,32,12,27,
86,02188,234,35,26,37,17
87,02195,17,,,,NaN
88,02198,35,,,,NaN
89,02220,75,14,,,
90,02230,8,NaN,,,
91,02240,73,4,8,7,31
92,02261,161,3,,29,11
93,02275,19,,,,NaN
94,02282,36,,,,NaN
95,02290,112,2,8,8,
96,04001,3885,85,147,,
97,04003,2121,33,40,,157
98,04005,5090,203,,,
99,04007,1863,159,112,,
100,04009,1151,57,65,86,112
101,04011,102,30,,,66
102,04012,613,7,12,29,38
103,04013,154722,2846,3151,,
104,04015,4272,105,76,79,123
105,04017,6307,61,81,245,228
106,04019,27575,823,520,518,594
107,04021,11743,232,299,354,
108,04023,2981,42,41,49,36
109,04025,2893,86,91,105,106
110,04027,13646,196,203,275,319
111,05001,668,70,,,
112,05003,537,23,22,34,
113,05005,658,,74,,
114,05007,8098,361,,,
115,05009,1032,78,,,
116,05011,369,,15,16,17
117,05013,49,,7,8,
118,05015,992,81,92,89,63
119,05017,1049,8,9,13,
120,05019,495,42,,,
121,05021,482,37,,,
122,05023,455,33,32,,35
123,05025,233,7,,,
124,05027,696,82,85,,
125,05029,344,20,20,19,
126,05031,4472,,,NaN,
127,05033,2018,151,,139,
128,05035,2367,102,57,,
129,05037,579,,27,37,
130,05039,179,7,,,
131,05041,410,28,29,,
132,05043,429,8,11,41,44
133,05045,3320,208,203,196,
134,05047,522,,,75,58
135,05049,319,,31,,48
136,05051,2448,92,90,,
137,05053,360,,22,22,21
138,05055,1466,102,138,189,185
139,05057,547,,49,,
140,05059,2203,79,103,97,
141,05061,578,18,17,23,28
142,05063,1457,89,,,
143,05065,556,50,,65,149
144,05067,750,104,90,83,
145,05069,4160,,222,,
146,05071,1013,41,42,38,67
147,05073,170,21,12,,
148,05075,808,,,,77
149,05077,1110,24,18,13,
150,05079,2306,77,83,,
151,05081,447,24,21,,
152,05083,592,63,68,75,
153,05085,1723,,107,,
154,05087,426,30,24,,
155,05089,151,16,17,,
156,05091,1419,,139,,210
157,05093,2267,92,83,,
158,05095,212,,33,26,
159,05097,182,8,8,4,4
160,05099,299,15,28,29,
161,05101,306,18,,19,
162,05103,377,,17,,
163,05105,137,18,16,18,
164,05107,741,67,,73,
165,05109,266,10,9,,
166,05111,1039,79,81,,127
167,05113,354,18,17,50,14
168,05115,2707,,161,,
169,05117,207,17,12,11,
170,05119,11830,,,NaN,
171,05121,640,57,,59,
172,05123,1750,57,57,,
173,05125,2790,,186,182,
174,05127,213,16,24,,
175,05129,198,12,12,13,
176,05131,4820,,,NaN,
177,05133,1341,,83,,
178,05135,358,,25,22,
179,05137,398,13,13,8,9
180,05139,1120,,,,NaN
181,05141,209,6,,,
182,05143,11392,514,,,
183,05145,1452,144,148,,
184,05147,116,10,,,
185,05149,1339,25,,,32
186,06001,23391,,,,NaN
187,06003,3,,,,NaN
188,06005,330,,,,NaN
189,06007,3087,,,,NaN
190,06009,342,7,,,
191,06011,550,5,,,
192,06013,18694,NaN,,,
193,06015,178,10,,14,
194,06017,1328,,,NaN,
195,06019,30858,,,NaN,
196,06021,657,,,22,
197,06023,567,,,NaN,
198,06025,12882,,,NaN,
199,06027,227,,14,20,
200,06029,33881,,,NaN,
201,06031,8246,,,,147
202,06033,695,,34,,
203,06035,766,12,16,17,
204,06037,300614,,,NaN,
205,06039,5020,,,NaN,
206,06041,7089,,,169,
207,06043,78,,,NaN,
208,06045,1129,59,52,,
209,06047,9465,,NaN,,
210,06049,29,,NaN,,
211,06051,180,,NaN,,
212,06053,11399,,NaN,,
213,06055,1962,,NaN,,
214,06057,616,24,29,29,
215,06059,58725,1599,1801,,
216,06061,4178,,,253,
217,06063,68,,,NaN,
218,06065,66732,,,NaN,
219,06067,25445,,,NaN,
220,06069,1442,,,NaN,
221,06071,62774,,,NaN,
222,06073,54941,,,2445,
223,06075,12152,,,NaN,
224,06077,21630,,,,573
225,06079,4141,,,182,
226,06081,11149,,,NaN,
227,06083,9814,,,NaN,
228,06085,24313,,,NaN,
229,06087,2802,119,103,99,
230,06089,1889,,,NaN,
231,06091,6,,,NaN,
232,06093,193,,5,5,
233,06095,7384,285,339,,
234,06097,9402,,428,411,
235,06099,17686,,,1069,1257
236,06101,1837,,,,NaN
237,06103,880,,,,NaN
238,06105,26,3,3,,
239,06107,17495,,NaN,,
240,06109,271,,NaN,,
241,06111,14300,,NaN,,
242,06113,3207,,,143,
243,06115,1293,,,,46
244,08001,13724,833,,,1676
245,08003,307,,34,40,27
246,08005,12481,539,627,928,
247,08007,66,2,1,,
248,08009,30,3,4,6,7
249,08011,15,,,,NaN
250,08013,5454,589,225,203,289
251,08014,930,,,,NaN
252,08015,393,9,21,22,18
253,08017,15,,,,NaN
254,08019,70,11,25,24,
255,08021,66,11,18,15,38
256,08023,36,4,,,
257,08025,91,15,30,34,
258,08027,20,,,NaN,
259,08029,201,3,3,,
260,08031,17787,879,988,1286,
261,08033,3,,,NaN,
262,08035,3868,279,244,,333
263,08037,1426,31,35,42,65
264,08039,215,6,6,17,
265,08041,9898,341,1660,827,2106
266,08043,669,4,19,,276
267,08045,1153,25,35,62,
268,08047,28,1,2,34,41
269,08049,149,4,40,50,9
270,08051,306,13,2,68,90
271,08053,3,,,,NaN
272,08055,33,15,,,
273,08057,9,NaN,,,
274,08059,8333,521,522,663,
275,08061,4,2,,,4
276,08063,130,13,21,25,
277,08065,133,5,4,9,8
278,08067,354,9,21,45,32
279,08069,4013,233,438,,455
280,08071,70,7,9,115,41
281,08073,24,23,25,8,
282,08075,1213,66,74,88,104
283,08077,1357,124,105,443,511
284,08079,21,,,,NaN
285,08081,62,3,3,4,14
286,08083,200,11,27,25,
287,08085,463,10,9,16,35
288,08087,854,21,21,37,40
289,08089,138,16,6,6,
290,08091,38,5,8,7,
291,08093,92,9,11,63,88
292,08095,48,,17,,25
293,08097,278,4,19,19,
294,08099,172,18,137,28,120
295,08101,1982,86,159,236,271
296,08103,28,,2,,
297,08105,121,5,6,47,
298,08107,204,15,10,28,37
299,08109,135,6,9,32,32
300,08111,11,7,,,
301,08113,102,2,3,3,
302,08115,40,5,6,5,9
303,08117,678,51,28,30,115
304,08119,220,3,3,7,53
305,08121,96,7,5,5,13
306,08123,6004,284,,445,497
307,08125,213,33,19,29,27
308,09001,22893,,,,NaN
309,09003,17516,,,,NaN
310,09005,2192,,,,NaN
311,09007,1937,,,,NaN
312,09009,16594,,,,NaN
313,09011,3660,,,,NaN
314,09013,1724,,,,NaN
315,09015,1394,,,,NaN
316,10001,3447,98,126,111,81
317,10003,12776,725,639,604,484
318,10005,7854,166,198,256,
319,11001,NaN,,,NaN,
320,12001,10114,,,NaN,
321,12003,1752,84,72,86,
322,12005,6667,246,,,236
323,12007,1222,32,,,
324,12009,11083,NaN,,,
325,12011,83962,NaN,,,
326,12013,702,,24,41,
327,12015,3553,,91,,
328,12017,3178,,NaN,,
329,12019,5966,294,,,
330,12021,14135,,456,,
331,12023,4214,,130,,
332,12027,1654,,NaN,,
333,12029,886,,NaN,,
334,12031,34462,1539,,,
335,12033,13328,NaN,,,
336,12035,2085,,,151,
337,12037,755,,,,73
338,12039,3053,,,,NaN
339,12041,604,65,,78,
340,12043,597,21,,,
341,12045,935,27,25,41,34
342,12047,901,,,,13
343,12049,1582,48,,60,55
344,12051,2199,43,,,54
345,12053,3629,,,169,
346,12055,2576,,121,,
347,12057,47080,,NaN,,
348,12059,886,,NaN,,
349,12061,3737,,NaN,,
350,12063,3102,,NaN,,
351,12065,661,20,26,,
352,12067,1273,16,27,30,
353,12069,8479,,,NaN,
354,12071,22887,652,,,1079
355,12073,12060,513,,,
356,12075,1124,,,25,
357,12077,533,14,11,,
358,12079,1075,11,,20,21
359,12081,13023,318,,,
360,12083,10706,NaN,,,
361,12085,5296,NaN,,,
362,12086,182523,NaN,,,
363,12087,2199,,82,,
364,12089,2441,,NaN,,
365,12091,6189,,NaN,,
366,12093,1724,,,35,
367,12095,45242,1752,2061,,2023
368,12097,13978,,,,NaN
369,12099,50816,,,,NaN
370,12101,10637,,,,NaN
371,12103,25244,557,558,,
372,12105,22634,,,747,
373,12107,2355,,33,,
374,12109,6326,,,214,
375,12111,8922,,,NaN,
376,12113,5876,191,,,
377,12115,9429,,,425,
378,12117,10094,,217,,
379,12119,2855,185,,201,
380,12121,2976,88,92,100,
381,12123,1453,55,70,79,71
382,12125,1121,,,,NaN
383,12127,12520,,,,NaN
384,12129,1306,48,,,
385,12131,2368,NaN,,,
386,12133,1222,45,38,,
387,13001,1160,38,38,33,33
388,13003,481,7,9,14,9
389,13005,634,10,,,14
390,13007,91,,,,NaN
391,13009,2306,,55,,
392,13011,553,20,,,
393,13013,2579,,114,,
394,13015,3580,232,246,,
395,13017,871,,22,,
396,13019,491,10,11,,
397,13021,6594,198,140,146,166
398,13023,513,20,19,19,19
399,13025,446,33,37,39,42
400,13027,552,9,11,13,13
401,13029,1302,42,44,,44
402,13031,3085,94,69,69,69
403,13033,879,21,20,12,
404,13035,742,38,38,18,
405,13037,266,7,4,4,
406,13039,1412,29,,,30
407,13043,541,20,20,21,18
408,13045,3353,182,,,204
409,13047,1413,58,55,,
410,13049,646,4,5,5,4
411,13051,9342,,280,273,
412,13053,1743,25,21,22,
413,13055,933,,32,,40
414,13057,7057,,,,NaN
415,13059,5708,231,,,
416,13061,124,NaN,,,
417,13063,8168,306,343,,322
418,13065,447,,,,22
419,13067,21814,,,697,
420,13069,2244,50,55,57,
421,13071,2123,25,,76,72
422,13073,4351,211,216,230,238
423,13075,582,10,10,13,13
424,13077,2957,83,,,
425,13079,195,5,14,,
426,13081,642,31,23,18,
427,13083,348,20,,,
428,13085,909,23,19,,
429,13087,1291,,31,32,
430,13089,21049,621,596,,
431,13091,605,21,79,77,84
432,13093,370,9,13,,
433,13095,3296,52,58,,
434,13097,4078,175,167,168,
435,13099,551,13,20,,
436,13101,246,1,,,
437,13103,1796,72,111,,
438,13105,767,22,19,,
439,13107,1202,38,37,,
440,13109,480,22,25,27,
441,13111,822,43,,38,37
442,13113,2123,91,58,90,95
443,13115,3912,,,297,
444,13117,4700,175,162,,
445,13119,924,,NaN,,
446,13121,30926,,NaN,,
447,13123,1030,48,63,60,
448,13125,49,7,12,13,
449,13127,3716,62,71,102,109
450,13129,2326,,234,247,255
451,13131,853,19,19,17,11
452,13133,569,22,21,17,18
453,13135,30383,921,809,790,
454,13137,1870,63,63,,48
455,13139,10605,332,320,314,
456,13141,414,4,3,4,
457,13143,635,44,44,45,
458,13145,850,20,18,19,
459,13147,574,15,14,,
460,13149,227,3,,,
461,13151,6163,266,265,269,
462,13153,3588,149,,,
463,13155,357,18,17,,
464,13157,2361,97,102,,
465,13159,246,8,7,4,5
466,13161,787,18,18,19,18
467,13163,853,14,9,,
468,13165,467,13,14,5,6
469,13167,440,7,,5,5
470,13169,642,30,19,30,
471,13171,421,14,15,11,8
472,13173,318,5,,8,8
473,13175,1975,96,,75,76
474,13177,747,16,17,18,14
475,13179,1234,29,,,
476,13181,234,2,3,3,13
477,13183,277,6,5,5,
478,13185,4451,117,,198,204
479,13187,1038,41,47,49,38
480,13189,676,16,16,17,17
481,13191,304,3,,,
482,13193,248,,,5,
483,13195,783,24,25,,
484,13197,196,,NaN,,
485,13199,595,8,9,,
486,13201,309,7,8,7,
487,13205,850,21,21,,8
488,13207,754,26,13,13,13
489,13209,388,17,,,
490,13211,525,11,15,15,
491,13213,1028,39,86,93,101
492,13215,6348,89,92,97,
493,13217,2850,,87,94,91
494,13219,865,,28,,
495,13221,416,23,17,24,
496,13223,3129,94,91,90,
497,13225,769,30,,30,
498,13227,763,62,39,83,91
499,13229,677,14,15,16,
500,13231,385,19,19,,
501,13233,1701,91,89,98,100
502,13235,335,,,,NaN
503,13237,788,29,31,29,
504,13239,38,2,,,
505,13241,425,26,25,,12
506,13243,339,3,4,5,3
507,13245,7926,,,,NaN
508,13247,2116,78,,79,
509,13249,109,,,NaN,
510,13251,451,8,8,,
511,13253,392,8,,,
512,13255,1576,34,100,,105
513,13257,1265,73,58,54,32
514,13259,535,12,5,,
515,13261,959,9,11,10,11
516,13263,174,,,,NaN
517,13265,27,,,,NaN
518,13267,922,27,25,30,34
519,13269,229,,5,,
520,13271,502,56,,60,
521,13273,340,4,5,5,
522,13275,1600,24,,,30
523,13277,1950,45,44,51,
524,13279,1477,34,31,,
525,13281,431,26,25,24,
526,13283,309,12,11,,
527,13285,3044,,73,76,81
528,13287,334,16,3,,
529,13289,216,6,6,,
530,13291,883,23,21,25,
531,13293,833,28,19,17,10
532,13295,1861,101,,,
533,13297,2327,253,248,269,
534,13299,1733,62,67,67,72
535,13301,164,7,7,,
536,13303,760,18,21,30,
537,13305,1231,42,30,,
538,13307,44,,NaN,,
539,13309,368,23,17,15,13
540,13311,997,69,37,18,
541,13313,5383,179,185,295,
542,13315,256,,,NaN,
543,13317,295,4,,,
544,13319,368,6,,,
545,13321,605,15,25,23,
546,15001,1230,69,104,175,108
547,15003,12864,462,458,,
548,15005,0,,NaN,,
549,15007,62,,NaN,,
550,15009,497,8,8,37,37
551,16001,16397,674,870,,
552,16003,54,,2,8,7
553,16005,2404,295,287,465,
554,16007,70,5,,7,
555,16009,170,8,5,4,
556,16011,1569,141,88,199,164
557,16013,861,72,61,76,
558,16015,76,,,NaN,
559,16017,481,56,36,,
560,16019,4381,264,527,422,
561,16021,142,,,49,
562,16023,96,12,9,22,16
563,16025,41,,,,NaN
564,16027,9824,,,432,
565,16029,265,19,15,,
566,16031,1352,111,,,200
567,16033,40,,,,NaN
568,16035,140,32,40,34,11
569,16037,94,6,5,2,
570,16039,520,43,43,38,
571,16041,347,45,54,,
572,16043,470,71,36,58,83
573,16045,424,34,13,26,24
574,16047,548,39,55,59,88
575,16049,359,63,25,36,
576,16051,951,106,105,,
577,16053,1076,45,73,74,
578,16055,4019,184,251,330,
579,16057,933,203,180,116,
580,16059,218,40,24,,28
581,16061,79,22,12,,
582,16063,184,23,24,24,
583,16065,2532,459,403,,492
584,16067,1185,133,128,148,114
585,16069,818,32,83,84,
586,16071,46,9,5,5,
587,16073,389,5,14,16,23
588,16075,1116,61,59,,43
589,16077,357,28,30,30,19
590,16079,264,3,9,11,66
591,16081,281,45,34,33,
592,16083,3907,388,390,,521
593,16085,115,6,5,,
594,16087,446,26,15,17,16
595,17001,1888,,,357,
596,17003,124,,6,,
597,17005,507,50,,,
598,17007,1878,99,,,
599,17009,111,23,14,,15
600,17011,913,,59,,
601,17013,66,23,,,
602,17015,419,20,,56,
603,17017,463,17,19,,
604,17019,6172,409,325,,424
605,17021,825,118,67,65,63
606,17023,310,22,39,,
607,17025,314,,,50,
608,17027,1789,124,,,
609,17029,1935,NaN,,,
610,17031,177465,,6428,,
611,17033,651,,NaN,,
612,17035,294,11,,,
613,17037,2399,NaN,,,
614,17039,264,22,,48,
615,17041,684,161,,,
616,17043,23099,1068,1020,,
617,17045,157,17,,,21
618,17047,109,13,,13,
619,17049,1183,,,NaN,
620,17051,685,72,,,
