,County,194,199,206,213,220,227,234,241,248
0,01001,1024,88,88,88,88,88,88,88,88
1,01003,3210,475,475,475,475,475,475,475,475
2,01005,563,38,38,38,38,38,38,38,38
3,01007,374,48,48,48,48,48,48,48,48
4,01009,736,135,135,135,135,135,135,135,135
5,01011,438,28,28,28,28,28,28,28,28
6,01013,752,33,33,33,33,33,33,33,33
7,01015,1560,409,409,409,409,409,409,409,409
8,01017,821,40,40,40,40,40,40,40,40
9,01019,242,30,30,30,30,30,30,30,30
10,01021,710,103,103,103,103,103,103,103,103
11,01023,274,15,15,15,15,15,15,15,15
12,01025,486,48,48,48,48,48,48,48,48
13,01027,217,52,52,52,52,52,52,52,52
14,01029,121,17,17,17,17,17,17,17,17
15,01031,709,77,77,77,77,77,77,77,77
16,01033,1093,184,184,184,184,184,184,184,184
17,01035,373,34,34,34,34,34,34,34,34
18,01037,92,8,8,8,8,8,8,8,8
19,01039,709,59,59,59,59,59,59,59,59
20,01041,286,56,56,56,56,56,56,56,56
21,01043,1141,158,158,158,158,158,158,158,158
22,01045,785,91,91,91,91,91,91,91,91
23,01047,1288,81,81,81,81,81,81,81,81
24,01049,1701,181,181,181,181,181,181,181,181
25,01051,1602,132,132,132,132,132,132,132,132
26,01053,979,142,142,142,142,142,142,142,142
27,01055,1930,269,269,269,269,269,269,269,269
28,01057,174,33,33,33,33,33,33,33,33
29,01059,1196,90,90,90,90,90,90,90,90
30,01061,232,33,33,33,33,33,33,33,33
31,01063,242,8,8,8,8,8,8,8,8
32,01065,459,29,29,29,29,29,29,29,29
33,01067,245,32,32,32,32,32,32,32,32
34,01069,1319,216,216,216,216,216,216,216,216
35,01071,828,145,145,145,145,145,145,145,145
36,01073,11859,1370,1370,1370,1370,1370,1370,1370,1370
37,01075,198,29,29,29,29,29,29,29,29
38,01077,1071,144,144,144,144,144,144,144,144
39,01079,310,58,58,58,58,58,58,58,58
40,01081,2505,235,235,235,235,235,235,235,235
41,01083,1196,154,154,154,154,154,154,154,154
42,01085,552,15,15,15,15,15,15,15,15
43,01087,309,20,20,20,20,20,20,20,20
44,01089,5014,675,675,675,675,675,675,675,675
45,01091,520,33,33,33,33,33,33,33,33
46,01093,542,65,65,65,65,65,65,65,65
47,01095,2966,257,257,257,257,257,257,257,257
48,01097,9086,1370,1370,1370,1370,1370,1370,1370,1370
49,01099,391,37,37,37,37,37,37,37,37
50,01101,6249,489,489,489,489,489,489,489,489
51,01103,2223,242,242,242,242,242,242,242,242
52,01105,429,42,42,42,42,42,42,42,42
53,01107,367,29,29,29,29,29,29,29,29
54,01109,660,60,60,60,60,60,60,60,60
55,01111,388,29,29,29,29,29,29,29,29
56,01113,1233,154,154,154,154,154,154,154,154
57,01115,1217,211,211,211,211,211,211,211,211
58,01117,3050,359,359,359,359,359,359,359,359
59,01119,361,23,23,23,23,23,23,23,23
60,01121,918,160,160,160,160,160,160,160,160
61,01123,814,47,47,47,47,47,47,47,47
62,01125,3974,345,345,345,345,345,345,345,345
63,01127,1470,94,94,94,94,94,94,94,94
64,01129,310,35,35,35,35,35,35,35,35
65,01131,405,20,20,20,20,20,20,20,20
66,01133,429,48,48,48,48,48,48,48,48
67,02013,1,0,0,0,0,0,0,0,0
68,02016,5,3,3,3,3,3,3,3,3
69,02020,1918,589,589,589,589,589,589,589,589
70,02050,22,2,2,2,2,2,2,2,2
71,02060,6,0,0,0,0,0,0,0,0
72,02068,1,0,0,0,0,0,0,0,0
73,02070,1,0,0,0,0,0,0,0,0
74,02090,410,45,45,45,45,45,45,45,45
75,02100,4,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,91,14,14,14,14,14,14,14,14
78,02122,304,30,30,30,30,30,30,30,30
79,02130,35,3,3,3,3,3,3,3,3
80,02150,6,1,1,1,1,1,1,1,1
81,02158,5,1,1,1,1,1,1,1,1
82,02164,0,0,0,0,0,0,0,0,0
83,02170,305,64,64,64,64,64,64,64,64
84,02180,17,0,0,0,0,0,0,0,0
85,02185,15,5,5,5,5,5,5,5,5
86,02188,33,14,14,14,14,14,14,14,14
87,02195,6,0,0,0,0,0,0,0,0
88,02198,8,3,3,3,3,3,3,3,3
89,02220,23,4,4,4,4,4,4,4,4
90,02230,0,0,0,0,0,0,0,0,0
91,02240,14,1,1,1,1,1,1,1,1
92,02261,49,6,6,6,6,6,6,6,6
93,02275,9,2,2,2,2,2,2,2,2
94,02282,7,6,6,6,6,6,6,6,6
95,02290,46,4,4,4,4,4,4,4,4
96,04001,3084,146,146,146,146,146,146,146,146
97,04003,1557,160,160,160,160,160,160,160,160
98,04005,2997,115,115,115,115,115,115,115,115
99,04007,841,136,136,136,136,136,136,136,136
100,04009,490,116,116,116,116,116,116,116,116
101,04011,57,15,15,15,15,15,15,15,15
102,04012,474,10,10,10,10,10,10,10,10
103,04013,120960,12004,12004,12004,12004,12004,12004,12004,12004
104,04015,3040,309,309,309,309,309,309,309,309
105,04017,5284,206,206,206,206,206,206,206,206
106,04019,16741,1675,1675,1675,1675,1675,1675,1675,1675
107,04021,8301,775,775,775,775,775,775,775,775
108,04023,2610,115,115,115,115,115,115,115,115
109,04025,1858,239,239,239,239,239,239,239,239
110,04027,11203,940,940,940,940,940,940,940,940
111,05001,201,26,26,26,26,26,26,26,26
112,05003,254,66,66,66,66,66,66,66,66
113,05005,62,5,5,5,5,5,5,5,5
114,05007,4572,339,339,339,339,339,339,339,339
115,05009,176,56,56,56,56,56,56,56,56
116,05011,147,28,28,28,28,28,28,28,28
117,05013,13,3,3,3,3,3,3,3,3
118,05015,340,23,23,23,23,23,23,23,23
119,05017,536,230,230,230,230,230,230,230,230
120,05019,159,23,23,23,23,23,23,23,23
121,05021,109,3,3,3,3,3,3,3,3
122,05023,182,6,6,6,6,6,6,6,6
123,05025,71,12,12,12,12,12,12,12,12
124,05027,202,24,24,24,24,24,24,24,24
125,05029,137,13,13,13,13,13,13,13,13
126,05031,1134,173,173,173,173,173,173,173,173
127,05033,554,84,84,84,84,84,84,84,84
128,05035,1242,119,119,119,119,119,119,119,119
129,05037,172,15,15,15,15,15,15,15,15
130,05039,58,27,27,27,27,27,27,27,27
131,05041,160,19,19,19,19,19,19,19,19
132,05043,166,26,26,26,26,26,26,26,26
133,05045,1212,144,144,144,144,144,144,144,144
134,05047,108,39,39,39,39,39,39,39,39
135,05049,29,4,4,4,4,4,4,4,4
136,05051,875,195,195,195,195,195,195,195,195
137,05053,127,13,13,13,13,13,13,13,13
138,05055,393,143,143,143,143,143,143,143,143
139,05057,220,44,44,44,44,44,44,44,44
140,05059,1465,59,59,59,59,59,59,59,59
141,05061,300,66,66,66,66,66,66,66,66
142,05063,398,158,158,158,158,158,158,158,158
143,05065,45,10,10,10,10,10,10,10,10
144,05067,59,6,6,6,6,6,6,6,6
145,05069,1382,169,169,169,169,169,169,169,169
146,05071,636,57,57,57,57,57,57,57,57
147,05073,49,4,4,4,4,4,4,4,4
148,05075,185,27,27,27,27,27,27,27,27
149,05077,890,14,14,14,14,14,14,14,14
150,05079,1186,25,25,25,25,25,25,25,25
151,05081,156,74,74,74,74,74,74,74,74
152,05083,195,21,21,21,21,21,21,21,21
153,05085,452,83,83,83,83,83,83,83,83
154,05087,262,9,9,9,9,9,9,9,9
155,05089,23,5,5,5,5,5,5,5,5
156,05091,470,54,54,54,54,54,54,54,54
157,05093,797,217,217,217,217,217,217,217,217
158,05095,53,10,10,10,10,10,10,10,10
159,05097,26,6,6,6,6,6,6,6,6
160,05099,133,6,6,6,6,6,6,6,6
161,05101,98,10,10,10,10,10,10,10,10
162,05103,81,15,15,15,15,15,15,15,15
163,05105,49,8,8,8,8,8,8,8,8
164,05107,284,31,31,31,31,31,31,31,31
165,05109,81,22,22,22,22,22,22,22,22
166,05111,167,39,39,39,39,39,39,39,39
167,05113,131,8,8,8,8,8,8,8,8
168,05115,1216,153,153,153,153,153,153,153,153
169,05117,74,7,7,7,7,7,7,7,7
170,05119,4893,506,506,506,506,506,506,506,506
171,05121,175,34,34,34,34,34,34,34,34
172,05123,1140,67,67,67,67,67,67,67,67
173,05125,892,135,135,135,135,135,135,135,135
174,05127,44,11,11,11,11,11,11,11,11
175,05129,27,3,3,3,3,3,3,3,3
176,05131,1856,370,370,370,370,370,370,370,370
177,05133,939,37,37,37,37,37,37,37,37
178,05135,106,13,13,13,13,13,13,13,13
179,05137,55,10,10,10,10,10,10,10,10
180,05139,435,69,69,69,69,69,69,69,69
181,05141,52,7,7,7,7,7,7,7,7
182,05143,6072,376,376,376,376,376,376,376,376
183,05145,266,42,42,42,42,42,42,42,42
184,05147,20,2,2,2,2,2,2,2,2
185,05149,1030,61,61,61,61,61,61,61,61
186,06001,11524,1154,1154,1154,1154,1154,1154,1154,1154
187,06003,2,0,0,0,0,0,0,0,0
188,06005,126,54,54,54,54,54,54,54,54
189,06007,941,183,183,183,183,183,183,183,183
190,06009,125,26,26,26,26,26,26,26,26
191,06011,331,60,60,60,60,60,60,60,60
192,06013,8033,1036,1036,1036,1036,1036,1036,1036,1036
193,06015,88,1,1,1,1,1,1,1,1
194,06017,637,124,124,124,124,124,124,124,124
195,06019,15083,1875,1875,1875,1875,1875,1875,1875,1875
196,06021,332,60,60,60,60,60,60,60,60
197,06023,233,28,28,28,28,28,28,28,28
198,06025,9448,342,342,342,342,342,342,342,342
199,06027,61,7,7,7,7,7,7,7,7
200,06029,20651,5690,5690,5690,5690,5690,5690,5690,5690
201,06031,4453,608,608,608,608,608,608,608,608
202,06033,208,27,27,27,27,27,27,27,27
203,06035,626,76,76,76,76,76,76,76,76
204,06037,193877,18532,18532,18532,18532,18532,18532,18532,18532
205,06039,1943,313,313,313,313,313,313,313,313
206,06041,5092,370,370,370,370,370,370,370,370
207,06043,57,8,8,8,8,8,8,8,8
208,06045,322,63,63,63,63,63,63,63,63
209,06047,4285,1040,1040,1040,1040,1040,1040,1040,1040
210,06049,2,2,2,2,2,2,2,2,2
211,06051,145,31,31,31,31,31,31,31,31
212,06053,4924,844,844,844,844,844,844,844,844
213,06055,888,151,151,151,151,151,151,151,151
214,06057,299,44,44,44,44,44,44,44,44
215,06059,37813,2880,2880,2880,2880,2880,2880,2880,2880
216,06061,1925,307,307,307,307,307,307,307,307
217,06063,33,5,5,5,5,5,5,5,5
218,06065,37011,3544,3544,3544,3544,3544,3544,3544,3544
219,06067,10122,1266,1266,1266,1266,1266,1266,1266,1266
220,06069,647,97,97,97,97,97,97,97,97
221,06071,33432,5900,5900,5900,5900,5900,5900,5900,5900
222,06073,29883,2950,2950,2950,2950,2950,2950,2950,2950
223,06075,6916,936,936,936,936,936,936,936,936
224,06077,11885,1357,1357,1357,1357,1357,1357,1357,1357
225,06079,1902,283,283,283,283,283,283,283,283
226,06081,5683,522,522,522,522,522,522,522,522
227,06083,6167,591,591,591,591,591,591,591,591
228,06085,10794,1488,1488,1488,1488,1488,1488,1488,1488
229,06087,1152,254,254,254,254,254,254,254,254
230,06089,390,78,78,78,78,78,78,78,78
231,06091,2,1,1,1,1,1,1,1,1
232,06093,73,12,12,12,12,12,12,12,12
233,06095,3611,482,482,482,482,482,482,482,482
234,06097,3113,478,478,478,478,478,478,478,478
235,06099,9221,1287,1287,1287,1287,1287,1287,1287,1287
236,06101,797,153,153,153,153,153,153,153,153
237,06103,234,45,45,45,45,45,45,45,45
238,06105,5,2,2,2,2,2,2,2,2
239,06107,9745,1244,1244,1244,1244,1244,1244,1244,1244
240,06109,141,15,15,15,15,15,15,15,15
241,06111,7344,952,952,952,952,952,952,952,952
242,06113,1572,168,168,168,168,168,168,168,168
243,06115,502,115,115,115,115,115,115,115,115
244,08001,6115,483,483,483,483,483,483,483,483
245,08003,224,5,5,5,5,5,5,5,5
246,08005,7023,462,462,462,462,462,462,462,462
