,County,215,220,227,234,241,248,255,262
0,01001,1286,17,17,15,14,13,12,11
1,01003,4083,194,182,177,170,163,158,152
2,01005,633,14,12,10,8,7,6,5
3,01007,510,29,26,25,23,22,21,19
4,01009,946,35,37,36,34,33,31,29
5,01011,527,8,8,7,7,6,5,4
6,01013,805,4,2,1,1,0,0,0
7,01015,2168,166,170,156,141,126,111,96
8,01017,870,5,4,3,3,3,2,2
9,01019,336,10,9,8,7,6,5,5
10,01021,953,55,49,48,47,45,45,43
11,01023,312,5,3,2,2,1,1,1
12,01025,887,24,25,23,23,21,19,19
13,01027,317,2,2,1,1,1,0,0
14,01029,182,18,21,21,20,20,18,16
15,01031,906,36,37,35,33,31,29,26
16,01033,1350,34,30,25,21,18,15,13
17,01035,425,6,5,4,3,2,2,1
18,01037,112,0,0,0,0,0,0,0
19,01039,822,22,22,20,19,17,16,15
20,01041,367,6,5,4,4,3,2,2
21,01043,1380,47,36,24,16,10,6,4
22,01045,968,59,60,59,56,54,51,49
23,01047,1414,18,16,13,11,9,7,5
24,01049,1996,52,43,41,39,36,34,31
25,01051,1939,54,57,54,50,45,41,38
26,01053,1194,29,25,19,14,10,7,5
27,01055,2551,198,191,185,174,165,155,144
28,01057,270,20,19,20,21,22,23,24
29,01059,1453,49,41,36,31,26,22,18
30,01061,356,49,39,30,23,16,11,7
31,01063,268,2,3,2,2,1,1,1
32,01065,514,6,5,3,2,1,1,0
33,01067,313,22,14,10,7,5,3,2
34,01069,1753,204,206,190,171,149,128,112
35,01071,1217,52,48,44,41,37,33,30
36,01073,14688,471,468,436,401,368,337,309
37,01075,261,6,6,6,5,5,5,4
38,01077,1339,53,48,45,41,37,34,31
39,01079,411,22,19,20,20,20,20,20
40,01081,2940,63,54,50,47,43,40,37
41,01083,1541,59,52,48,45,41,38,34
42,01085,588,2,0,0,0,0,0,0
43,01087,375,8,5,3,1,0,0,0
44,01089,5926,158,143,137,130,122,114,107
45,01091,613,7,5,4,3,3,2,2
46,01093,670,31,30,30,30,30,30,30
47,01095,3436,103,93,86,80,73,65,61
48,01097,11568,418,438,425,399,377,363,346
49,01099,449,6,3,1,1,0,0,0
50,01101,7463,160,133,103,78,59,44,33
51,01103,2629,55,43,32,24,18,13,9
52,01105,472,9,6,5,5,5,5,4
53,01107,501,45,49,51,53,54,54,53
54,01109,784,40,27,17,11,6,4,2
55,01111,439,15,9,8,6,5,4,3
56,01113,1507,35,26,22,18,14,11,9
57,01115,1560,131,108,104,99,92,87,80
58,01117,3654,109,99,89,81,74,65,60
59,01119,391,3,2,1,0,0,0,0
60,01121,1234,43,35,30,26,22,18,15
61,01123,921,9,7,7,7,6,6,5
62,01125,4821,295,303,287,268,253,232,213
63,01127,1744,55,43,32,23,16,11,8
64,01129,484,3,1,0,0,0,0,0
65,01131,471,5,4,3,2,1,1,0
66,01133,506,9,8,7,7,6,6,5
67,02013,2,,,,,,,NaN
68,02016,5,,,,,,,NaN
69,02020,2737,199,165,134,107,83,65,49
70,02050,55,3,1,0,0,0,0,0
71,02060,11,0,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
73,02070,5,0,0,0,0,0,0,0
74,02090,561,56,56,59,62,64,65,66
75,02100,5,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,163,11,4,3,2,1,0,0
78,02122,401,11,6,3,1,1,0,0
79,02130,42,1,1,0,0,0,0,0
80,02150,14,0,0,0,0,0,0,0
81,02158,8,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,442,47,42,42,42,40,38,36
84,02180,31,1,0,0,0,0,0,0
85,02185,30,0,0,0,0,0,0,0
86,02188,62,2,2,1,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,20,0,0,0,0,0,0,0
89,02220,34,1,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,18,0,0,0,0,0,0,0
92,02261,70,2,2,1,0,0,0,0
93,02275,9,,,,,,,NaN
94,02282,9,,,,,,,NaN
95,02290,66,3,3,2,1,1,1,0
96,04001,3301,20,15,9,6,4,2,1
97,04003,1795,10,4,2,1,0,0,0
98,04005,3249,39,32,28,24,21,18,15
99,04007,1076,45,51,49,45,42,39,36
100,04009,669,47,48,44,41,37,33,29
101,04011,58,2,2,1,1,0,0,0
102,04012,495,0,0,0,0,0,0,0
103,04013,131962,1994,1996,1789,1597,1420,1273,1131
104,04015,3500,85,73,57,42,32,23,17
105,04017,5496,18,17,15,13,11,9,8
106,04019,20535,491,478,417,364,315,271,238
107,04021,9211,277,264,254,239,226,213,202
108,04023,2745,20,10,6,3,2,1,0
109,04025,2249,58,57,54,51,48,45,41
110,04027,12072,86,55,31,16,8,4,2
111,05001,265,8,6,5,4,3,2,2
112,05003,380,9,6,6,5,5,4,4
113,05005,116,28,20,16,11,8,5,3
114,05007,5097,143,96,65,43,27,17,10
115,05009,270,34,29,29,27,25,23,21
116,05011,267,27,18,14,11,9,7,5
117,05013,23,,,,,,,NaN
118,05015,436,17,14,12,9,7,6,5
119,05017,939,4,1,0,0,0,0,0
120,05019,210,6,3,2,1,0,0,0
121,05021,164,10,10,11,11,11,11,11
122,05023,245,8,7,7,6,6,5,4
123,05025,130,3,1,0,0,0,0,0
124,05027,281,14,15,15,14,13,12,11
125,05029,189,12,13,14,13,13,13,12
126,05031,1696,147,114,74,47,28,17,9
127,05033,839,73,64,51,40,31,22,16
128,05035,1582,59,45,34,24,18,12,9
129,05037,241,6,3,2,1,1,0,0
130,05039,90,10,11,12,12,12,12,12
131,05041,223,7,4,4,3,2,2,2
132,05043,296,13,15,14,13,13,12,11
133,05045,1535,95,90,87,82,77,74,68
134,05047,153,4,2,1,1,1,1,1
135,05049,60,8,5,5,5,4,4,3
136,05051,1308,91,97,97,96,94,94,90
137,05053,169,9,6,6,6,6,6,5
138,05055,584,34,27,26,25,23,21,20
139,05057,307,27,30,30,31,31,30,29
140,05059,1681,15,16,15,14,13,13,12
141,05061,393,7,4,3,2,1,1,0
142,05063,692,51,43,35,28,22,17,13
143,05065,81,9,6,5,3,2,1,1
144,05067,176,48,72,98,128,163,193,213
145,05069,1904,198,213,214,208,203,196,188
146,05071,739,15,12,8,6,4,3,2
147,05073,65,5,5,4,3,2,2,1
148,05075,245,3,1,1,0,0,0,0
149,05077,993,2,1,0,0,0,0,0
150,05079,1375,6,5,4,4,3,2,2
151,05081,258,19,23,26,29,32,34,36
